situationId,sitTerm,findingId,finTerm,Nsit
16848861000119109,History of primary malignant neoplasm of posterior wall of urinary bladder (situation),93972009,Primary malignant neoplasm of posterior wall of urinary bladder (disorder),1
765378003,History of primary malignant neoplasm of skin (situation),94047004,Primary malignant neoplasm of skin (disorder),1
1301000119100,History of primary malignant neoplasm of testis (situation),94087009,Primary malignant neoplasm of testis (disorder),1
415085002,Personal history of primary malignant neoplasm of trachea (situation),94104001,Primary malignant neoplasm of trachea (disorder),1
16849021000119100,History of primary malignant neoplasm of trigone of urinary bladder (situation),94109006,Primary malignant neoplasm of trigone of urinary bladder (disorder),1
16848821000119104,History of primary malignant neoplasm of urachus (situation),94120006,Primary malignant neoplasm of urachus (disorder),1
16848741000119104,History of primary malignant neoplasm of ureteric orifice (situation),94122003,Primary malignant neoplasm of ureteric orifice of urinary bladder (disorder),1
16848941000119101,History of primary malignant neoplasm of neck of urinary bladder (situation),94124002,Primary malignant neoplasm of urinary bladder neck (disorder),1
415087005,Personal history of primary malignant neoplasm of urinary system (situation),94125001,Primary malignant neoplasm of urinary system (disorder),1
1099291000119102,History of cancer metastatic to bone (situation),94222008,Secondary malignant neoplasm of bone (disorder),1
1098971000119104,History of cancer metastatic to brain (situation),94225005,Secondary malignant neoplasm of brain (disorder),1
1098951000119108,History of cancer metastatic to liver (situation),94381002,Secondary malignant neoplasm of liver (disorder),1
1098961000119105,History of cancer metastatic to lung (situation),94391008,Secondary malignant neoplasm of lung (disorder),1
1098931000119102,History of cancer metastatic to lymph nodes (situation),94392001,Secondary malignant neoplasm of lymph node (disorder),1
1098941000119106,History of cancer metastatic to skin (situation),94579000,Secondary malignant neoplasm of skin (disorder),1
161560005,History of skin disorder (situation),95320005,Disorder of skin (disorder),1
59641000119101,History of tracheoesophageal fistula (situation),95435007,Tracheoesophageal fistula (disorder),1
428275008,History of subdural hematoma (situation),95453001,Subdural intracranial hematoma (disorder),1
161548009,History of urinary stone (situation),95566004,Urolithiasis (disorder),1
429025008,History of calculus of kidney (situation),95570007,Kidney stone (disorder),1
726513006,History of hemolysis-elevated liver enzymes-low platelet count syndrome (situation),95605009,Hemolysis-elevated liver enzymes-low platelet count syndrome (disorder),1
180301000119102,History of disorder of vision (situation),95677002,Disorder of vision (disorder),1
428984001,History of tear of retina (situation),95690009,Retinal tear (disorder),1
16300891000119109,History of fracture of orbit (situation),95851007,Fracture of orbit (disorder),1
288411000119107,History of victim of child sexual abuse (situation),95922009,Child sex abuse (event),1
161701005,History of respirator dependence (situation),105501005,Dependence on enabling machine or device (finding),2
161700006,History of machine dependence (situation),105501005,Dependence on enabling machine or device (finding),2
472954000,History of chlamydial infection (situation),105629000,Chlamydial infection (disorder),1
472961001,History of disorder of connective tissue (situation),105969002,Disorder of connective tissue (disorder),1
267000009,History of biliary disease (situation),105997008,Disorder of biliary tract (disorder),1
161576001,History of urinary anomaly (situation),106098005,Urinary system finding (finding),1
1251000119106,History of melanoma in situ of skin (situation),109266006,Melanoma in situ of skin (disorder),1
429144004,History of malignant mesothelioma (situation),109378008,"Mesothelioma (malignant, clinical disorder) (disorder)",1
428292004,History of Kaposi's sarcoma (situation),109385007,Kaposi's sarcoma (disorder),1
49111000119106,History of hepatocellular carcinoma (situation),109841003,Liver cell carcinoma (disorder),1
49101000119108,History of hepatoblastoma (situation),109843000,Hepatoblastoma (disorder),1
143481000119103,History of lobular carcinoma in situ (situation),109888004,Lobular carcinoma in situ of breast (disorder),1
88811000119104,History of ductal carcinoma in situ of breast (situation),109889007,Intraductal carcinoma in situ of breast (disorder),1
725948004,History of retained placenta (situation),109894007,Retained placenta (disorder),1
427846005,History of B-cell lymphoma (situation),109979007,B-cell lymphoma (disorder),1
120481000119109,History of multiple myeloma (situation),109989006,Multiple myeloma (disorder),1
293581000119108,History of penis injury (situation),110015006,Injury of penis (disorder),1
15663121000119104,History of concussion injury of brain (situation),110030002,Concussion injury of brain (disorder),1
85931000119105,History of tobacco use in remission less than 12 months (situation),110483000,Tobacco user (finding),1
725954003,History of induced onset of labor (situation),112070001,Onset of labor induced (finding),1
428448003,History of atopy (situation),115665000,Atopy (finding),1
473068004,History of Hodgkin lymphoma (situation),118599009,Hodgkin's disease (disorder),1
429014004,History of malignant lymphoma (situation),118600007,Malignant lymphoma (disorder),1
428046009,History of non-Hodgkins lymphoma (situation),118601006,Non-Hodgkin's lymphoma (disorder),1
10982181000119101,History of neoplasm of uncertain behavior (situation),118616009,Neoplastic disease of uncertain behavior (disorder),1
681291000119105,History of mycosis fungoides (situation),118618005,Mycosis fungoides (disorder),1
266997008,History of gastrointestinal disease (situation),119292006,Disorder of gastrointestinal tract (disorder),1
472966006,History of cellulitis of skin (situation),123951002,Cellulitis of skin (disorder),1
161450003,History of raised blood lipids (situation),124042003,Increased lipid (finding),1
390839009,History of facial injury (situation),125593007,Injury of face (disorder),1
391095006,History of fracture (situation),125605004,Fracture of bone (disorder),1
135879003,History of dislocated shoulder (situation),125615005,Traumatic dislocation of shoulder region (disorder),1
12147341000119108,History of burn (situation),125666000,Burn (disorder),1
11012891000119106,History of urticaria (situation),126485001,Urticaria (disorder),1
161542005,History of lower gastrointestinal tract neoplasm (situation),126768004,Neoplasm of gastrointestinal tract (disorder),1
289917002,History of bladder neoplasm (situation),126885006,Neoplasm of bladder (disorder),1
138381000119101,History of acoustic neuroma (situation),126949007,Acoustic neuroma (disorder),1
112101000119101,History of meningioma (situation),126965008,Neoplasm of meninges (disorder),1
433874008,History of diabetic peripheral angiopathy (situation),127014009,Peripheral angiopathy due to diabetes mellitus (disorder),1
49201000119104,History of neoplasm of pituitary gland (situation),127024001,Neoplasm of pituitary gland (disorder),1
144931000119108,History of carotid body neoplasm (situation),127028003,Neoplasm of carotid body (disorder),1
441482006,History of sickle cell anemia (situation),127040003,Sickle cell-hemoglobin SS disease (disorder),1
49121000119104,History of histiocytosis (situation),127068004,Histiocytic syndrome (disorder),1
88611000119100,History of traumatic brain injury (situation),127295002,Traumatic brain injury (disorder),1
472962008,History of cellulitis (situation),128045006,Cellulitis (disorder),1
161508001,History of deep vein thrombosis (situation),128053003,Deep venous thrombosis (disorder),1
161509009,History of varicose veins (situation),128060009,Venous varices (disorder),1
161582003,History of hemolytic disease (situation),128086004,Hemolytic disorder (disorder),1
441576005,History of infectious disease of central nervous system (situation),128117002,Infectious disease of central nervous system (disorder),1
267005004,History of significant knee disorder (situation),128136007,Disorder of knee (disorder),2
275555003,History of knee problem (situation),128136007,Disorder of knee (disorder),2
16098861000119104,History of uveitis (situation),128473001,Uveitis (disorder),1
267002001,History of urinary disease (situation),128606002,Disorder of the urinary system (disorder),1
16845421000119109,History of cerebral aneurysm (situation),128609009,Intracranial aneurysm (disorder),1
275531008,History of pacemaker in situ (situation),128926000,Postprocedural state finding (finding),3
429286003,History of combination internal cardiac defibrillator and pacemaker (situation),128926000,Postprocedural state finding (finding),3
161692001,History of cardiac pacemaker in situ (situation),128926000,Postprocedural state finding (finding),3
161496006,History of chronic ear infection (situation),129127001,Infection of ear (disorder),1
161547004,History of kidney infection (situation),129128006,Infectious disorder of kidney (disorder),1
473057004,History of noncompliance with medication regimen (situation),129834002,Noncompliance with medication regimen (finding),1
49241000119102,History of prolactinoma (situation),134209002,Prolactinoma (disorder),1
772993004,History of being in foster care (situation),160497005,Fostered (finding),1
428309004,History of RhD negative (situation),165746003,RhD negative (finding),1
473102003,History of use of progestogen only oral contraceptive (situation),169467008,Progestogen only oral contraceptive (finding),1
161775000,History of sheath usage (situation),169505001,Uses contraceptive sheath (finding),1
473097001,History of use of withdrawal method of contraception (situation),169513000,Withdrawal contraception (finding),1
473096005,History of use of symptothermal method of contraception (situation),169535008,Uses symptothermal contraception (finding),1
473388009,Born at home (situation),169813005,Home birth (finding),1
473389001,Born in ambulance (situation),169817006,Ambulance birth (finding),1
143591000119101,History of toxoplasmosis (situation),187192000,Toxoplasmosis (disorder),1
73731000119102,History of malignant neoplasm of nasopharynx (situation),187692001,Malignant tumor of nasopharynx (disorder),1
429089000,History of malignant neoplasm of endometrium (situation),188192002,Malignant neoplasm of endometrium of corpus uteri (disorder),1
152451000119104,History of lymphosarcoma (situation),188498009,Lymphosarcoma (disorder),1
473058009,History of lymphoid leukemia (situation),188725004,Lymphoid leukemia (disorder),1
152861000119104,History of myeloid leukemia (situation),188732008,Myeloid leukemia (disorder),1
427920005,History of monocytic leukemia (situation),188744006,Monocytic leukemia (disorder),1
441484007,History of craniopharyngioma (situation),189179009,Craniopharyngioma (disorder),1
11001921000119108,History of carcinoma in situ of breast (situation),189336000,Carcinoma in situ of breast (disorder),1
97631000119105,History of squamous cell carcinoma in situ (situation),189565007,Squamous cell carcinoma in situ (disorder),1
144811000119109,History of benign schwannoma (situation),189948006,Schwannoma (disorder),1
49071000119104,History of pituitary dependent hypercortisolism (situation),190502001,Pituitary-dependent Cushing's disease (disorder),1
161467005,History of drug dependency (situation),191816009,Drug dependence (disorder),1
161483005,History of Bell's palsy (situation),193093009,Bell's palsy (disorder),1
161489009,History of cataract (situation),193570009,Cataract (disorder),1
161504004,History of angina pectoris (situation),194828000,Angina (disorder),2
308066006,History of angina in last year (situation),194828000,Angina (disorder),2
131461000119105,History of paroxysmal atrial tachycardia (situation),195069001,Paroxysmal atrial tachycardia (disorder),1
472959005,History of acute lower respiratory tract infection (situation),195742007,Acute lower respiratory tract infection (disorder),1
161527007,History of asthma (situation),195967001,Asthma (disorder),1
429032004,History of vesicoureteric reflux (situation),197811007,Vesicoureteric reflux (disorder),1
161549001,History of recurrent cystitis (situation),197853008,Recurrent cystitis (disorder),1
473116008,History of recurrent urinary tract infection (situation),197927001,Recurrent urinary tract infection (disorder),1
441547007,History of chronic urinary tract infection (situation),197928006,Chronic urinary tract infection (disorder),1
771412001,History of pelvic inflammatory disease (situation),198130006,Female pelvic inflammatory disease (disorder),1
161470009,History of anxiety state (situation),198288003,Anxiety state (finding),1
726565008,Past history of small for gestational age baby (situation),199612005,Small-for-dates baby (disorder),1
1361000119104,History of actinic keratosis (situation),201101007,Actinic keratosis (disorder),1
137721000119102,History of vertebral stress fracture (situation),202831001,Fatigue fracture of vertebra (disorder),1
267017002,History of pelvic infection (situation),203230004,Infection of pelvis (disorder),1
690711000119103,History of acquired spondylolisthesis (situation),203681002,Acquired spondylolisthesis (disorder),1
313216003,History of sexual abuse (situation),213017001,Sexual abuse (event),1
161633009,History of radiation exposure (situation),218190002,Exposure to radiation (event),1
772995006,History of sleeping out (situation),224229008,Sleeping out (finding),1
16464661000119103,History of intravenous drug abuse (situation),228388006,Intravenous drug user (finding),1
428900007,History of headache after dural puncture (situation),230479008,Post dural puncture headache (disorder),1
308067002,History of stroke in last year (situation),230690007,Cerebrovascular accident (disorder),16
275526006,History of cerebrovascular accident (situation),230690007,Cerebrovascular accident (disorder),16
429993008,History of cerebrovascular accident without residual deficits (situation),230690007,Cerebrovascular accident (disorder),16
440140008,History of cerebrovascular accident with residual deficit (situation),230690007,Cerebrovascular accident (disorder),16
140701000119108,History of hemorrhagic stroke with hemiparesis (situation),230690007,Cerebrovascular accident (disorder),16
118971000119107,History of embolic stroke without deficits (situation),230690007,Cerebrovascular accident (disorder),16
141831000119101,History of embolic stroke with deficits (situation),230690007,Cerebrovascular accident (disorder),16
140711000119106,History of hemorrhagic stroke with hemiplegia (situation),230690007,Cerebrovascular accident (disorder),16
97531000119106,History of parietal cerebrovascular accident (situation),230690007,Cerebrovascular accident (disorder),16
118951000119103,History of thrombotic stroke without residual deficits (situation),230690007,Cerebrovascular accident (disorder),16
99051000119101,History of lacunar cerebrovascular accident (situation),230690007,Cerebrovascular accident (disorder),16
699429007,History of cerebrovascular accident in last eight weeks (situation),230690007,Cerebrovascular accident (disorder),16
690051000119100,History of cerebellar stroke (situation),230690007,Cerebrovascular accident (disorder),16
141821000119104,History of ischemic cerebrovascular accident with residual deficit (situation),230690007,Cerebrovascular accident (disorder),16
118961000119101,History of hemorrhagic cerebrovascular accident without residual deficits (situation),230690007,Cerebrovascular accident (disorder),16
141811000119106,History of hemorrhagic cerebrovascular accident with residual deficit (situation),230690007,Cerebrovascular accident (disorder),16
102191000119109,History of injury of globe of eye (situation),231794000,Injury of globe of eye (disorder),1
69411000119107,History of basal cell carcinoma of eyelid (situation),231832009,Basal cell carcinoma of eyelid (disorder),1
161525004,History of pneumonia (situation),233604007,Pneumonia (disorder),1
328001000119104,History of atrial myxoma (situation),233854003,Atrial myxoma (disorder),1
117871000119101,History of heart block (situation),233916004,Heart block (disorder),1
440700005,History of aortoiliac atherosclerosis (situation),233956002,Aortoiliac atherosclerosis (disorder),1
789544005,History of peripheral ischemia (situation),233958001,Peripheral ischemia (disorder),1
59721000119100,History of thoracoabdominal aortic aneurysm (situation),233984007,Thoracoabdominal aortic aneurysm (disorder),1
441882000,History of thrombophilia (situation),234467004,Thrombophilia (disorder),1
472973001,History of immunodeficiency disorder (situation),234532001,Immunodeficiency disorder (disorder),1
70861000119106,History of gastroesophageal reflux disease (situation),235595009,Gastroesophageal reflux disease (disorder),1
161535005,History of liver disease (situation),235856003,Disorder of liver (disorder),1
16912131000119107,History of alcoholic hepatitis (situation),235875008,Alcoholic hepatitis (disorder),1
16216781000119107,History of cholestasis in pregnancy (situation),235888006,Cholestasis of pregnancy (disorder),1
407637009,History of gallstones (situation),235919008,Gallbladder calculus (disorder),1
440706004,Full renal function recovered (situation),236423003,Renal impairment (disorder),1
125961000119101,History of urethrocutaneous fistula (situation),236698009,Urethral fistula to skin (disorder),1
141961000119102,History of sex cord stromal tumor of ovary (situation),237058000,Sex cord tumor of ovary (disorder),1
130591000119108,History of endometrial hyperplasia (situation),237072009,Endometrial hyperplasia (disorder),1
427956008,History of normal menopause (situation),237123000,Normal menopause (finding),1
161787007,History of inter-menstrual bleeding (situation),237130006,Bleeding between periods (finding),1
161743003,History of stillbirth (situation),237364002,Stillbirth (finding),1
309636006,History of hospital admission in last year for hyperglycemic disorder (situation),237598005,Hyperglycemic disorder (disorder),1
142881000119105,History of nocturnal hypoglycemia (situation),237635002,Nocturnal hypoglycemia due to diabetes mellitus (disorder),1
125771000119105,History of congenital adrenal hyperplasia (situation),237751000,Congenital adrenal hyperplasia (disorder),1
472968007,History of autoimmune disorder of endocrine system (situation),237822008,Autoimmune endocrine disease (disorder),1
16916751000119101,History of injury of tendon (situation),240037007,Tendon injury (disorder),1
123351000119101,History of stress fracture (situation),240197007,Stress fracture (disorder),1
293201000119102,History of human papillomavirus infection (situation),240532009,Human papillomavirus infection (disorder),1
118501000119105,History of drug-induced anaphylaxis (situation),241937000,Drug-induced anaphylaxis (disorder),1
16615741000119105,History of posterior vitreous detachment (situation),247081001,Posterior vitreous detachment (disorder),1
439124004,History of deliberate self neglect (situation),248054003,Self-neglect (finding),1
735934008,History of poor personal hygiene (situation),248056001,Neglect of personal hygiene (finding),1
314550003,History of deliberate self harm (situation),248062006,Self-injurious behavior (finding),1
162271007,Felt faint (situation),248223005,Feeling faint (finding),1
138141000119108,History of merkel cell carcinoma (situation),253001006,Merkel cell carcinoma (disorder),1
161541003,History of upper gastrointestinal tract neoplasm (situation),254533000,"Tumor of esophagus, stomach and/or duodenum (disorder)",1
619792361000119102,History of primary small cell carcinoma of lung (situation),254632001,Small cell carcinoma of lung (disorder),1
429226001,History of non-small cell malignant neoplasm of lung (situation),254637007,Non-small cell lung cancer (disorder),4
16848141000119103,History of primary non-small cell carcinoma of right lung (situation),254637007,Non-small cell lung cancer (disorder),4
16848181000119108,History of primary non-small cell carcinoma of left lung (situation),254637007,Non-small cell lung cancer (disorder),4
16848221000119100,History of primary non-small cell carcinoma of bilateral lungs (situation),254637007,Non-small cell lung cancer (disorder),4
432007009,History of malignant mesothelioma of pleura (situation),254645002,Malignant mesothelioma of pleura (disorder),1
429024007,History of squamous cell carcinoma of skin (situation),254651007,Squamous cell carcinoma of skin (disorder),1
1351000119101,History of atypical nevus (situation),254818000,Dysplastic nevus of skin (disorder),1
429087003,History of malignant neoplasm of breast (situation),254837009,Malignant neoplasm of breast (disorder),3
473062003,History of recurrent malignant neoplasm of breast (situation),254837009,Malignant neoplasm of breast (disorder),3
48901000119103,History of invasive malignant neoplasm of breast (situation),254837009,Malignant neoplasm of breast (disorder),3
141951000119104,History of malignant germ cell neoplasm of ovary (situation),254869000,Malignant germ cell tumor of ovary (disorder),1
142461000119104,History of vaginal intraepithelial neoplasia (situation),254894004,Vaginal intraepithelial neoplasia (disorder),1
142021000119102,History of Paget disease of vulva (situation),254898001,Paget's disease of vulva (disorder),1
73831000119109,History of astrocytoma of brain (situation),254938000,Astrocytoma of brain (disorder),1
73851000119103,History of ependymoma of brain (situation),254939008,Ependymoma of brain (disorder),1
106821000119101,History of oligodendroglioma of brain (situation),254940005,Oligodendroglioma of brain (disorder),1
691191000119103,History of pituitary adenoma (situation),254956000,Pituitary adenoma (disorder),1
428064002,History of follicular adenocarcinoma of thyroid (situation),255028004,Follicular thyroid carcinoma (disorder),1
429255009,History of papillary adenocarcinoma of thyroid (situation),255029007,Papillary thyroid carcinoma (disorder),1
429016002,History of medullary carcinoma of thyroid (situation),255032005,Medullary thyroid carcinoma (disorder),1
691201000119100,History of adrenal adenoma (situation),255036008,Adrenal adenoma (disorder),1
134461000119108,History of neuroendocrine malignant neoplasm (situation),255046005,Neuroendocrine tumor (disorder),1
73891000119108,History of cancer of unknown primary site (situation),255052006,Malignant neoplasm of unknown origin (disorder),1
431573004,History of malignant neoplasm of head and/or neck (situation),255056009,Malignant tumor of head and/or neck (disorder),1
73741000119106,History of malignant neoplasm of salivary gland (situation),255072001,Malignant tumor of salivary gland (disorder),1
10995641000119109,History of malignant neoplasm of digestive organ (situation),255077007,Malignant tumor of digestive organ (disorder),1
10743431000119102,History of benign neoplasm of salivary gland (situation),255154009,Benign tumor of salivary gland (disorder),1
391093004,History of hip fracture (situation),263225007,Fracture of proximal end of femur (disorder),3
137771000119101,History of pathological hip fracture (situation),263225007,Fracture of proximal end of femur (disorder),3
137761000119107,History of fracture of hip due to traumatic event (situation),263225007,Fracture of proximal end of femur (disorder),3
709313000,History of methicillin resistant Staphylococcus aureus infection (situation),266096002,Methicillin resistant Staphylococcus aureus infection (disorder),1
161511000,History of transient ischemic attack (situation),266257000,Transient ischemic attack (disorder),1
161783006,History of dysmenorrhea (situation),266599000,Dysmenorrhea (disorder),1
391092009,History of fragility fracture (situation),268029009,Pathological fracture (disorder),4
137771000119101,History of pathological hip fracture (situation),268029009,Pathological fracture (disorder),4
123361000119104,History of pathological fracture (situation),268029009,Pathological fracture (disorder),4
137751000119105,History of pathological vertebral fracture (situation),268029009,Pathological fracture (disorder),4
99021000119109,History of undescended testes (situation),268228006,Undescended testes - bilateral (disorder),1
473103008,History of use of postcoital contraception (situation),268463003,Postcoital contraception (finding),1
473093002,History of use of depot contraception (situation),268464009,Depot contraception (finding),1
161769009,History of being infant bottle fed (situation),268472006,Infant bottle fed (finding),1
699005005,History of malignant hematologic neoplasm (situation),269475001,"Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)",1
82991000119104,History of negative cervical Papanicolaou smear performed within last 12 months (situation),269958004,Cervical smear - negative (finding),1
59851000119103,History of hepatitis B conferring immunity (situation),271511000,Hepatitis B immune (finding),1
407553003,History of glandular fever (situation),271558008,Infectious mononucleosis (disorder),1
674191000119109,History of syncope (situation),271594007,Syncope (disorder),1
275538002,History of anemia (situation),271737000,Anemia (disorder),1
270891002,Had a collapse (situation),271787007,Collapse (finding),1
161792009,History of recurrent vaginal discharge (situation),271939006,Vaginal discharge (finding),1
115561000119102,History of malignant melanoma of eye (situation),274087000,Malignant melanoma of eye (disorder),1
428267002,History of cerebral hemorrhage (situation),274100004,Cerebral hemorrhage (disorder),1
37251000119108,History of low birth weight (situation),276610007,Low birth weight infant (disorder),1
10995681000119104,History of malignant neoplasm of external ear (situation),277156006,Malignant tumor of external ear (disorder),1
161473006,History of behavior problem (situation),277843001,Problem behavior (finding),1
309635005,History of admission in last year for diabetes foot problem (situation),280137006,Diabetic foot (disorder),1
16093761000119102,History of facial palsy (situation),280816001,Facial palsy (disorder),1
726001007,History of live birth (situation),281050002,Livebirth (finding),1
360679851000119101,History of large bowel obstruction (situation),281254000,Large bowel obstruction (disorder),1
311030311000119106,History of small bowel obstruction (situation),281255004,Small bowel obstruction (disorder),1
161765003,History of premature delivery (situation),282020008,Premature delivery (finding),1
16535651000119101,History of injury of eye region (situation),282752000,Injury of eye region (disorder),1
15758941000119102,History of perineal laceration (situation),283380005,Laceration of perineum (disorder),1
783680006,History of uterine laceration (situation),283963001,Laceration of uterus (disorder),1
439627005,History of threatening violent behavior toward others (situation),284614009,Threatening behavior (finding),1
161797003,History of breast problem (situation),290085007,Breast problem (finding),1
16093531000119101,History of adult obesity (situation),296526005,Adult-onset obesity (disorder),1
161497002,History of hearing problem (situation),300228004,Hearing problem (finding),1
766035009,History of difficult venous access (situation),301179007,Poor venous access (finding),1
789474004,History of aneurysm of artery of trunk (situation),301433005,Aneurysm of artery of trunk (disorder),1
49341000119108,History of thrombocytopenia (situation),302215000,Thrombocytopenic disorder (disorder),1
161570007,History of back problem (situation),302258001,Back problem (finding),1
49221000119108,History of pheochromocytoma (situation),302835009,Pheochromocytoma (disorder),1
73881000119105,History of rhabdomyosarcoma (situation),302847003,Rhabdomyosarcoma (disorder),1
429105007,History of nephroblastoma (situation),302849000,Nephroblastoma (disorder),1
16093611000119107,History of Barrett's esophagus (situation),302914006,Barrett's esophagus (disorder),1
49191000119102,History of neutropenia (situation),303011007,Neutropenic disorder (disorder),1
429208004,History of aplastic anemia (situation),306058006,Aplastic anemia (disorder),1
118361000119100,History of diverticulitis (situation),307496006,Diverticulitis (disorder),1
428052005,History of osteosarcoma (situation),307576001,Osteosarcoma of bone (disorder),1
138741000119107,History of sebaceous adenoma (situation),307598005,Sebaceous adenoma of skin (disorder),1
138731000119103,History of sebaceous carcinoma (situation),307599002,Sebaceous adenocarcinoma (disorder),1
429023001,History of Ewings sarcoma (situation),307608006,Ewing's sarcoma of bone (disorder),1
161656000,History of regular medication (situation),309298003,Drug therapy finding (finding),1
128131000119102,"History of low birth weight status, 2-2.5kg (situation)",310538001,Baby birth weight 2.0-2.5kg (finding),1
271902005,History of gynecological disorder (situation),310789003,Disorder of female genital tract (disorder),1
161773007,History of intrauterine contraceptive device usage (situation),312081001,Intrauterine device contraception (finding),1
73711000119107,History of cholangiocarcinoma (situation),312104005,Cholangiocarcinoma of biliary tract (disorder),1
473337006,History of osteopenia resolved (situation),312894000,Osteopenia (disorder),2
473442002,History of osteopenia (situation),312894000,Osteopenia (disorder),2
10691841000119107,History of central serous retinopathy (situation),312956001,Central serous chorioretinopathy (disorder),1
108951000119100,History of preterm premature rupture of membranes (situation),312974005,Preterm premature rupture of membranes (disorder),1
473111003,History of microalbuminuria (situation),312975006,Microalbuminuria (finding),1
267016006,History of abnormal uterine bleeding (situation),312984006,Abnormal uterine bleeding unrelated to menstrual cycle (disorder),1
681341000119108,History of cornea graft failure (situation),314760005,Corneal graft failure (disorder),1
137871000119109,History of Graves' disease (situation),353295004,Graves' disease (disorder),1
266990005,History of endocrine disorder (situation),362969004,Disorder of endocrine system (disorder),1
266987004,History of malignant neoplasm (situation),363346000,Malignant neoplastic disease (disorder),2
134461000119108,History of neuroendocrine malignant neoplasm (situation),363346000,Malignant neoplastic disease (disorder),2
10939931000119100,History of malignant neoplasm of lip (situation),363348004,Malignant tumor of lip (disorder),1
473061005,History of malignant neoplasm of stomach (situation),363349007,Malignant tumor of stomach (disorder),1
429084005,History of malignant neoplasm of rectum (situation),363351006,Malignant tumor of rectum (disorder),1
73751000119108,History of cancer of gall bladder (situation),363353009,Malignant tumor of gallbladder (disorder),1
429484003,History of malignant neoplasm of cervix (situation),363354003,Malignant tumor of cervix (disorder),1
698298001,History of malignant neoplasm of adrenal gland (situation),363355002,Malignant tumor of adrenal gland (disorder),1
10981871000119102,History of malignant neoplasm of middle ear (situation),363359008,Malignant tumor of middle ear (disorder),1
429635001,History of malignant neoplasm of vulva (situation),363367000,Malignant tumor of vulva (disorder),1
429409005,History of malignant neoplasm of tongue (situation),363375006,Malignant tumor of tongue (disorder),1
691371000119102,History of malignant neoplasm of parotid gland (situation),363379000,Malignant tumor of parotid gland (disorder),1
88851000119103,History of malignant neoplasm of gum (situation),363382005,Malignant tumor of gum (disorder),1
88831000119109,History of cancer of floor of mouth (situation),363385007,Malignant tumor of floor of mouth (disorder),1
88801000119102,History of malignant neoplasm of tonsil (situation),363393007,Malignant tumor of tonsil (disorder),1
73721000119100,History of malignant neoplasm of hypopharynx (situation),363399006,Malignant tumor of hypopharynx (disorder),1
429410000,History of malignant neoplasm of esophagus (situation),363402007,Malignant tumor of esophagus (disorder),1
139611000119108,History of malignant neoplasm of duodenum (situation),363403002,Malignant tumor of duodenum (disorder),1
429699009,History of malignant neoplasm of colon (situation),363406005,Malignant neoplasm of colon (disorder),1
73781000119101,History of malignant neoplasm of appendix (situation),363411007,Malignant tumor of appendix (disorder),1
10987871000119109,History of malignant neoplasm of rectosigmoid junction (situation),363414004,Malignant tumor of rectosigmoid junction (disorder),1
73771000119104,History of cancer of ampulla of duodenum (situation),363417006,Malignant tumor of ampulla of Vater (disorder),1
73761000119105,History of malignant neoplasm of pancreas (situation),363418001,Malignant tumor of pancreas (disorder),1
88621000119107,History of malignant neoplasm of retroperitoneum (situation),363420003,Malignant retroperitoneal tumor (disorder),1
10981911000119104,History of malignant neoplasm of nasal cavity (situation),363422006,Malignant tumor of nasal cavity (disorder),1
473064002,History of malignant neoplasm of larynx (situation),363429002,Malignant tumor of larynx (disorder),1
429355006,History of malignant neoplasm of pleura (situation),363433009,Malignant tumor of pleura (disorder),1
427918007,History of malignant neoplasm of thymus (situation),363434003,Malignant tumor of thymus (disorder),1
429090009,History of malignant neoplasm of ovary (situation),363443007,Malignant tumor of ovary (disorder),1
124361000119101,History of malignant neoplasm of fallopian tube (situation),363444001,Malignant tumor of fallopian tube (disorder),1
427844008,History of malignant neoplasm of vagina (situation),363445000,Malignant tumor of vagina (disorder),1
473066000,History of malignant neoplasm of testis (situation),363449006,Malignant tumor of testis (disorder),1
429357003,History of malignant neoplasm of epididymis (situation),363452003,Malignant tumor of epididymis (disorder),1
700239008,History of malignant neoplasm of renal pelvis (situation),363457009,Malignant tumor of renal pelvis (disorder),1
429444007,History of malignant neoplasm of ureter (situation),363458004,Malignant tumor of ureter (disorder),1
73801000119102,History of cancer of urethra (situation),363459007,Malignant tumor of urethra (disorder),1
152891000119106,History of malignant neoplasm of eye (situation),363461003,Malignant tumor of eye (disorder),1
432327003,History of malignant neoplasm of spinal cord (situation),363475005,Malignant tumor of spinal cord (disorder),1
429254008,History of malignant neoplasm of thyroid (situation),363478007,Malignant tumor of thyroid gland (disorder),1
434193002,History of malignant neoplasm of neck (situation),363489000,Malignant tumor of neck (disorder),1
112071000119105,History of malignant neoplasm of anus (situation),363490009,Malignant tumor of anus (disorder),1
88591000119105,History of malignant neoplasm of peritoneum (situation),363492001,Malignant tumor of peritoneum (disorder),1
428117004,History of malignant neoplasm of mediastinum (situation),363494000,Malignant tumor of mediastinum (disorder),1
48951000119104,History of malignant neoplasm of meninges (situation),363497007,Malignant tumor of meninges (disorder),1
473063008,History of malignant neoplasm of oral cavity (situation),363505006,Malignant tumor of oral cavity (disorder),1
85851000119107,History of malignant neoplasm of pharynx (situation),363507003,Malignant neoplasm of pharynx (disorder),1
428833003,History of malignant neoplasm of small intestine (situation),363509000,Malignant tumor of small intestine (disorder),1
428880006,History of malignant neoplasm of penis (situation),363516004,Malignant tumor of penis (disorder),1
