conceptId,vtmId,dose,units,term
4253111000001103,386142008,,,Oseltamivir 60mg/5ml oral suspension sugar free (product)
4255811000001109,111138002,,,Glucose 40% oral gel (product)
4255911000001104,111138002,,,Glucose 50% solution for injection 50ml vials (product)
4256011000001107,73074003,,,Colistimethate 1million unit nebuliser liquid unit dose vials (product)
4262711000001104,349993000,,,Mecysteine 100mg gastro-resistant tablets (product)
4262811000001107,329507006,15,mg,Betacarotene 15mg capsules (product)
4262911000001102,327301004,,,Buserelin 150micrograms/actuation nasal spray (product)
4263111000001106,108797002,,,Interferon alfa-2b (rbe) 18million units/1.2ml solution for injection pre-filled disposable devices (product)
4263211000001100,108797002,,,Interferon alfa-2b (rbe) 30million units/1.2ml solution for injection pre-filled disposable devices (product)
4263311000001108,346712003,,,Water for injections 500ml bottles (product)
4266111000001101,108796006,,,Interferon alfa-2a (rbe) 18million units/0.6ml solution for injection cartridges (product)
4266211000001107,108797002,,,Interferon alfa-2b (rbe) 3million unit powder and solvent for solution for injection vials (product)
4266311000001104,9906911000001100,,,Sodium lauryl ether sulpho-succinate 6% / Sodium lauryl ether sulphate 2.7% shampoo (product)
4282711000001102,6071000,,,Generic Exorex scalp moisture lotion (product)
4282811000001105,6071000,,,Generic Exorex Hair and Body shampoo (product)
4283311000001106,10043411000001102,,,Glucosamine sulphate 400mg capsules (product)
4283411000001104,10043411000001102,,,Glucosamine sulphate 500mg capsules (product)
4283511000001100,10043411000001102,,,Glucosamine sulphate 500mg tablets (product)
4283611000001101,10043411000001102,,,Glucosamine sulphate 600mg tablets (product)
4288211000001106,9900511000001105,,,Arginine 500mg capsules (product)
4288611000001108,12495006,,,Magnesium citrate 100mg capsules (product)
4288711000001104,13297701000001102,,,Nicotinamide 250mg tablets (product)
4289011000001106,23974411000001107,,,Phenylalanine 500mg capsules (product)
4289111000001107,329260009,50,mg,Riboflavin 50mg capsules (product)
4289211000001101,420711005,50,mg,Zinc citrate 50mg capsules (product)
4289611000001104,96316004,,,Chlorhexidine acetate 0.02% catheter maintenance solution NPF (product)
4316711000001106,46123006,,,Ascorbic acid powder (product)
4316811000001103,28748001,,,Chloral hydrate crystals (product)
4317011000001107,16602005,,,Hydrocortisone powder (product)
4317211000001102,73170009,,,Menthol crystals (product)
4317311000001105,51758009,,,Methadone hydrochloride powder (product)
4317611000001100,35646311000001104,,,Peppermint oil liquid (product)
4317711000001109,51073002,,,Phenobarbital sodium powder (product)
4317811000001101,420155008,,,Potassium chloride powder (product)
4317911000001106,411259004,,,Propylene glycol liquid (product)
4318011000001108,409109009,,,Purified talc powder (product)
4318111000001109,46741005,,,Salicylic acid powder (product)
4318211000001103,398718007,,,Sodium benzoate powder (product)
4336311000001103,426793004,,,Benzoin tincture (product)
4336411000001105,6071000,,,Coal tar solution (product)
4336511000001109,40555811000001104,,,Liquid paraffin light liquid (product)
4336711000001104,12096000,,,Nystatin powder (product)
4339811000001101,424117007,,,Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours patches (product)
4339911000001106,10040911000001102,,,Generic Omacor capsules (product)
4340011000001100,422100001,,,Paraffin hard solid (product)
4340311000001102,323368009,,,Rivastigmine 2mg/ml oral solution sugar free (product)
4349111000001109,398628008,,,Activated charcoal 200mg/ml oral suspension sugar free (product)
4349211000001103,385610007,,,Darbepoetin alfa 80micrograms/0.4ml solution for injection pre-filled syringes (product)
4349311000001106,385610007,,,Darbepoetin alfa 100micrograms/0.5ml solution for injection pre-filled syringes (product)
4349411000001104,385610007,,,Darbepoetin alfa 150micrograms/0.3ml solution for injection pre-filled syringes (product)
4349511000001100,91435002,,,Generic Benylin Four Flu liquid (product)
4349511000001100,91435002,,,Generic Benylin Four Flu liquid (product)
4349511000001100,423936008,,,Generic Benylin Four Flu liquid (product)
4349511000001100,423936008,,,Generic Benylin Four Flu liquid (product)
4349611000001101,423936008,,,Generic Benylin Four Flu tablets (product)
4349611000001101,423936008,,,Generic Benylin Four Flu tablets (product)
4349611000001101,91435002,,,Generic Benylin Four Flu tablets (product)
4349611000001101,91435002,,,Generic Benylin Four Flu tablets (product)
4349811000001102,39128000,,,Generic Pepcidtwo chewable tablets (product)
4349911000001107,420711005,30,mg,Zinc citrate 30mg capsules (product)
4359311000001109,65020006,,,Benzocaine 1% spray (product)
4359411000001102,420840001,,,Choline salicylate 16% / Glycerol 12.62% ear drops (product)
4359511000001103,346378007,,,Co-danthramer 25mg/200mg/5ml oral suspension (product)
4360011000001107,54765002,,,Phenylephrine 0.5% nasal drops (product)
4367211000001103,346543008,,,Generic J Collis Browne's tablets (product)
4367311000001106,35646211000001107,,,Morphine 1mg/5ml / Peppermint oil 1.5microlitres/5ml oral solution (product)
4367511000001100,412399000,,,Guaifenesin 100mg/5ml / Pseudoephedrine 30mg/5ml oral solution (product)
4367711000001105,36408211000001100,5,mg,Frovatriptan 2.5mg tablets (product)
4367811000001102,385570006,,,Dutasteride 500microgram capsules (product)
4368311000001107,333711001,,,Normal immunoglobulin human 5g/100ml solution for injection vials (product)
4368411000001100,333711001,,,Normal immunoglobulin human 10g/200ml solution for injection vials (product)
4368511000001101,333711001,,,Normal immunoglobulin human 2.5g/50ml solution for injection vials (product)
4377611000001107,33664007,,,Acetazolamide 500mg powder for solution for injection vials (product)
4377711000001103,420778005,,,Polygeline 17.5g/500ml solution for injection bottles (product)
4377811000001106,136113003,,,Interferon gamma-1b (recombinant human) 100micrograms/0.5ml solution for injection vials (product)
4377911000001101,12236006,,,Pancreatin 300mg gastro-resistant modified-release capsules (product)
4378011000001104,12236006,22,g,Pancreatin 340mg gastro-resistant capsules (product)
4378111000001103,413717007,,,Budesonide 400micrograms/actuation / Formoterol 12micrograms/actuation dry powder inhaler (product)
4389011000001101,13591011000001104,,,Chloroquine sulphate 200mg/5ml solution for injection ampoules (product)
4389411000001105,73572009,,,Morphine 20mg modified-release granules sachets sugar free (product)
4389511000001109,73572009,,,Morphine 30mg modified-release granules sachets sugar free (product)
4389711000001104,48174005,,,Ranitidine 75mg effervescent tablets sugar free (product)
4395911000001100,1528001,,,Calcium folinate 30mg/10ml solution for injection ampoules (product)
4396011000001108,109044007,,,Follitropin beta 300units/0.36ml solution for injection cartridges (product)
4396211000001103,323964004,,,Imipenem 500mg / Cilastatin 500mg powder for solution for injection vials (product)
4396711000001105,13294301000001106,,,Methylprednisolone sodium succinate 125mg powder and solvent for solution for injection vials (product)
4396811000001102,13294301000001106,,,Methylprednisolone sodium succinate 2g powder and solvent for solution for injection vials (product)
4396911000001107,13294301000001106,,,Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials (product)
4427411000001103,1528001,,,Calcium folinate 3mg/1ml solution for injection ampoules (product)
4427511000001104,84951002,,,Meclozine 12.5mg tablets (product)
4427911000001106,108796006,,,Interferon alfa-2a (rbe) 4.5million units/0.5ml solution for injection pre-filled syringes (product)
4428211000001103,333711001,,,Normal immunoglobulin human 1g powder and solvent for solution for injection bottles (product)
4428311000001106,333711001,,,Normal immunoglobulin human 12g powder and solvent for solution for injection bottles (product)
4435311000001100,13292301000001103,,,Fluocortolone 0.25% / Fluocortolone hexanoate 0.25% ointment (product)
4435711000001101,134571004,,,Generic Trizivir tablets (product)
4435811000001109,36410011000001106,,,Halogenated phenols 0.68% / Phenol 0.175% liquid (product)
4436711000001109,412256008,,,Generic Synphase tablets (product)
4452011000001109,420322006,,,Benzocaine 1% / Mepyramine 0.5% spray (product)
4452911000001108,108797002,,,Interferon alfa-2b (rbe) 18million units/3ml solution for injection vials (product)
4457011000001106,85408000,,,Antazoline 2% ointment (product)
4457111000001107,61651006,,,Cefamandole nafate 1g powder for solution for injection vials (product)
4457211000001101,19194001,,,Didanosine 200mg dispersible chewable tablets sugar free (product)
4457311000001109,19194001,,,Didanosine 25mg dispersible chewable tablets sugar free (product)
4481411000001104,230371000001106,,,Bupivacaine 20mg/4ml / Glucose 320mg/4ml solution for injection ampoules (product)
4481511000001100,418440009,,,Chlorocresol 0.2% / Potassium hydroxyquinoline sulphate 0.2% cream (product)
4481711000001105,90332006,,,Generic Beechams Flu-Plus caplets (product)
4481711000001105,90332006,,,Generic Beechams Flu-Plus caplets (product)
4481711000001105,54765002,,,Generic Beechams Flu-Plus caplets (product)
4481711000001105,54765002,,,Generic Beechams Flu-Plus caplets (product)
4481811000001102,90332006,,,Generic Beechams All-In-One oral solution sugar free (product)
4482011000001100,320972003,,,Pholcodine 0.12% pastilles (product)
4482211000001105,422143009,,,Sodium bicarbonate 52.5mg/5ml / Terpeneless dill seed oil 2.3mg/5ml oral solution sugar free (product)
4482311000001102,89018006,,,Naloxone 2mg/2ml solution for injection pre-filled syringes (product)
4483211000001104,108965009,,,Filgrastim 30million units/0.5ml solution for injection pre-filled syringes (product)
4483311000001107,108965009,,,Filgrastim 48million units/0.5ml solution for injection pre-filled syringes (product)
4483411000001100,108791001,,,Mitoxantrone 20mg/10ml solution for injection vials (product)
4483511000001101,108791001,,,Mitoxantrone 25mg/12.5ml solution for injection vials (product)
4483611000001102,108791001,,,Mitoxantrone 30mg/15ml solution for injection vials (product)
4488611000001109,57066004,,,Cisplatin 100mg/100ml solution for injection vials (product)
4488711000001100,57066004,,,Cisplatin 10mg/10ml solution for injection vials (product)
4488811000001108,57066004,,,Cisplatin 50mg/50ml solution for injection vials (product)
4503011000001100,16858004,,,Generic Antipeol ointment (product)
4503011000001100,16858004,,,Generic Antipeol ointment (product)
4503011000001100,16858004,,,Generic Antipeol ointment (product)
4503011000001100,16858004,,,Generic Antipeol ointment (product)
4503011000001100,398971002,,,Generic Antipeol ointment (product)
4503011000001100,398971002,,,Generic Antipeol ointment (product)
4503011000001100,398971002,,,Generic Antipeol ointment (product)
4503011000001100,398971002,,,Generic Antipeol ointment (product)
4503011000001100,46741005,,,Generic Antipeol ointment (product)
4503011000001100,46741005,,,Generic Antipeol ointment (product)
4503011000001100,46741005,,,Generic Antipeol ointment (product)
4503011000001100,46741005,,,Generic Antipeol ointment (product)
4503011000001100,25398003,,,Generic Antipeol ointment (product)
4503011000001100,25398003,,,Generic Antipeol ointment (product)
4503011000001100,25398003,,,Generic Antipeol ointment (product)
4503011000001100,25398003,,,Generic Antipeol ointment (product)
4503111000001104,37400007,,,Magnesium sulphate 50% solution for injection 10ml ampoules (product)
4503211000001105,37400007,,,Magnesium sulphate 50% solution for injection 5ml ampoules (product)
4504111000001102,420639000,,,Diphenhydramine 10mg/5ml / Dextromethorphan 6.65mg/5ml oral solution sugar free (product)
4504411000001107,71731000001106,,,Albumin human 20% solution for injection 100ml bottles (product)
4504511000001106,71731000001106,,,Albumin human 20% solution for injection 50ml bottles (product)
4504611000001105,71731000001106,,,Albumin human 4.5% solution for injection 250ml bottles (product)
4504711000001101,71731000001106,,,Albumin human 4.5% solution for injection 500ml bottles (product)
4508111000001108,26800000,,,Midazolam 50mg/50ml solution for injection vials (product)
4508311000001105,422227009,,,Pseudoephedrine 22.5mg/5ml / Diphenhydramine 12.5mg/5ml oral solution sugar free (product)
4508411000001103,15298111000001108,,,Disodium pamidronate 90mg/10ml solution for injection vials (product)
4515111000001101,333711001,,,Normal immunoglobulin human 5g powder and solvent for solution for injection bottles (product)
4515211000001107,57616006,,,Sodium tetradecyl sulfate 0.2% solution for injection 5ml vials (product)
4515311000001104,57616006,,,Sodium tetradecyl sulfate 0.5% solution for injection 2ml ampoules (product)
4515411000001106,57616006,,,Sodium tetradecyl sulfate 1% solution for injection 2ml ampoules (product)
4515511000001105,57616006,,,Sodium tetradecyl sulfate 3% solution for injection 5ml vials (product)
4515611000001109,108751004,,,Interferon beta-1b 300microgram powder and solvent for solution for injection vials (product)
4515711000001100,108797002,,,Interferon alfa-2b (rbe) 10million unit powder and solvent for solution for injection vials (product)
4515811000001108,54887004,,,Cefalexin 250mg/5ml oral suspension sugar free (product)
4515911000001103,108421009,,,Dolasetron 100mg/5ml solution for injection ampoules (product)
4516011000001106,89695009,,,Tobramycin 240mg/6ml solution for injection vials (product)
4516111000001107,37400007,,,Magnesium sulphate 50% solution for injection 10ml pre-filled syringes (product)
4551411000001100,12236006,,,Pancreatin 750mg gastro-resistant granules sachets (product)
4556311000001104,36408011000001105,20,mg,Isosorbide dinitrate 20mg modified-release capsules (product)
4557011000001104,38268001,,,Ibuprofen lysine 200mg tablets (product)
4557211000001109,7336002,,,Trazodone 150mg modified-release tablets (product)
4557611000001106,73986003,,,Cefuroxime 1.5g powder for solution for injection vials (product)
4557711000001102,418651003,,,Furosemide 40mg / Potassium 8mmol modified-release tablets (product)
4557811000001105,96209002,,,Clomipramine 25mg/5ml oral solution (product)
4557911000001100,71759000,,,Glyceryl trinitrate 1mg modified-release buccal tablets sugar free (product)
4558011000001103,7947003,,,Aspirin 300mg modified-release tablets (product)
4558111000001102,349912006,5,mg,Alfuzosin 5mg modified-release tablets (product)
4558211000001108,412587006,,,Benzocaine 0.5% / Triclosan 0.2% lotion (product)
4558311000001100,3334000,,,Cefotaxime 2g powder for solution for injection vials (product)
4558411000001107,349924004,,,Fenoterol 200micrograms/actuation inhaler (product)
4558711000001101,16037009,,,Terfenadine 120mg tablets (product)
4558911000001104,329486002,,,Carnitine 1g/5ml solution for injection ampoules (product)
4559011000001108,49617001,,,Generic Pyrogastrone oral suspension (product)
4559111000001109,108386000,,,Risperidone 25mg powder and solvent for suspension for injection vials (product)
4559211000001103,91107009,50,mg,Caffeine 50mg tablets (product)
4559311000001106,421236006,,,Diphenhydramine 7mg/5ml / Levomenthol 550micrograms/5ml oral solution sugar free (product)
4559411000001104,17805003,,,Lithium citrate 564mg modified-release tablets (product)
4559511000001100,1528001,,,Calcium folinate 15mg/2ml solution for injection ampoules (product)
4559611000001101,55217007,,,Calcium carbonate 500mg chewable tablets (product)
4561611000001107,346550007,,,Chlorhexidine 0.2% / Lidocaine 0.05% oromucosal spray sugar free (product)
4561711000001103,109042006,,,Follitropin alfa 1050unit powder and solvent for solution for injection vials (product)
4561811000001106,109042006,,,Follitropin alfa 450unit powder and solvent for solution for injection vials (product)
4562011000001108,60149003,,,Indometacin 25mg/5ml oral suspension sugar free (product)
4562111000001109,108797002,,,Interferon alfa-2b (rbe) 60million units/1.2ml solution for injection pre-filled disposable devices (product)
4562211000001103,320972003,,,Pholcodine 4mg/5ml oral solution sugar free (product)
4562411000001104,13295801000001100,,,Triamcinolone hexacetonide 20mg/1ml suspension for injection vials (product)
4598111000001105,90370005,,,Benzalkonium chloride 0.198% spray (product)
4598211000001104,55217007,,,Calcium carbonate 800mg chewable tablets (product)
4598411000001100,26458009,,,Generic Adult Meltus Night Time syrup sugar free (product)
4598711000001106,90332006,,,Generic Lemsip Max Cold & Flu capsules (product)
4598711000001106,90332006,,,Generic Lemsip Max Cold & Flu capsules (product)
4598711000001106,54765002,,,Generic Lemsip Max Cold & Flu capsules (product)
4598711000001106,54765002,,,Generic Lemsip Max Cold & Flu capsules (product)
4598911000001108,386184000,,,Guaifenesin 50mg/5ml oral solution sugar free (product)
4599011000001104,426675005,,,Hexylresorcinol 2.5mg / Benzalkonium chloride 600microgram lozenges sugar free (product)
4600311000001104,391621007,,,Lutropin alfa 75unit powder and solvent for solution for injection vials (product)
4600411000001106,37400007,,,Magnesium sulphate 10% solution for injection 10ml ampoules (product)
4600511000001105,73170009,,,Menthol 16mg pastilles (product)
4600711000001100,422675008,,,Octocog alfa 250unit powder and solvent for solution for injection vials (product)
4600811000001108,422675008,,,Octocog alfa 500unit powder and solvent for solution for injection vials (product)
4601011000001106,427164001,,,Paracetamol 1g / Phenylephrine 12.2mg oral powder sachets (product)
4601111000001107,90332006,,,Paracetamol 1g oral powder sachets (product)
4601311000001109,422675008,,,"Octocog alfa 1,000unit powder and solvent for solution for injection vials (product)"
4601711000001108,116655003,,,Amyl nitrite vitrellae 0.2ml (product)
4614911000001105,421314005,,,Kaolin 400mg / Calcium carbonate 75mg tablets (product)
4615011000001105,91435002,,,Pseudoephedrine 120mg modified-release capsules (product)
4615111000001106,73074003,,,Colistin 19.5million unit powder vials (product)
4615211000001100,423685001,,,Levomenthol 0.3% ointment (product)
4615311000001108,424864005,,,Lidocaine 0.25% / Aminoacridine 0.025% pastilles (product)
4615411000001101,424864005,,,Lidocaine 0.66% / Aminoacridine 0.05% oral gel (product)
4615511000001102,38268001,,,Ibuprofen 100mg/5ml oral suspension 5ml sachets sugar free (product)
4615711000001107,57752001,,,Gentamicin 5mg/1ml solution for injection ampoules (product)
4616011000001101,346357009,,,"Bupivacaine 25mg/10ml / Adrenaline 50micrograms/10ml (1 in 200,000) solution for injection ampoules (product)"
4616111000001100,346357009,,,"Bupivacaine 50mg/10ml / Adrenaline 50micrograms/10ml (1 in 200,000) solution for injection ampoules (product)"
4623211000001108,27479000,,,Zidovudine 200mg/20ml solution for injection vials (product)
4623411000001107,60468008,,,Magnesium hydroxide 300mg chewable tablets (product)
4623511000001106,423978002,,,Ibuprofen 300mg / Pseudoephedrine 45mg modified-release capsules (product)
4623611000001105,412547001,,,Sodium citrate 4g oral powder sachets (product)
4623711000001101,77898008,,,Simeticone 125mg capsules (product)
4623811000001109,77898008,,,Simeticone 125mg chewable tablets (product)
4630811000001100,108806006,,,Docetaxel 20mg/0.5ml solution for injection vials and diluent (product)
4630911000001105,108806006,,,Docetaxel 80mg/2ml solution for injection vials and diluent (product)
4637811000001101,96316004,,,Chlorhexidine 0.5% gel (product)
4637911000001106,10685611000001102,,,Calcium levofolinate 25mg/2.5ml solution for injection vials (product)
4638011000001108,67735003,,,Paclitaxel 30mg/5ml solution for injection vials (product)
4638111000001109,56230001,,,Bretylium tosilate 500mg/10ml solution for injection ampoules (product)
4638211000001103,56230001,,,Bretylium tosilate 100mg/2ml solution for injection ampoules (product)
4638311000001106,73074003,,,Colistimethate 2million unit powder for solution for injection vials (product)
4638611000001101,422039007,,,Sodium bicarbonate 2.623g / Sodium citrate 0.939g effervescent granules sachets (product)
4638711000001105,1528001,,,Calcium folinate 350mg/35ml solution for injection vials (product)
4638811000001102,412499001,,,Paracetamol 500mg / Pseudoephedrine 60mg tablets (product)
4639011000001103,134541007,,,"Botulinum toxin type B 2,500units/0.5ml solution for injection vials (product)"
4639111000001102,134541007,,,"Botulinum toxin type B 5,000units/1ml solution for injection vials (product)"
4639211000001108,134541007,,,"Botulinum toxin type B 10,000units/2ml solution for injection vials (product)"
4639311000001100,108759002,,,Carboplatin 150mg/15ml solution for injection vials (product)
4639411000001107,108759002,,,Carboplatin 450mg/45ml solution for injection vials (product)
4639511000001106,109042006,,,Follitropin alfa 75unit powder and solvent for solution for injection vials (product)
4639611000001105,408088005,,,Norelgestromin 150micrograms/24hours / Ethinylestradiol 20micrograms/24hours patches (product)
4639811000001109,9895811000001107,,,"Measles, Mumps and Rubella live vaccine powder and solvent for solution for injection 0.5ml vials (product)"
4639911000001104,9895611000001108,,,Varicella vaccine (live) powder and solvent for solution for injection 0.5ml vials (product)
4650611000001100,7947003,,,Aspirin 500mg effervescent tablets sugar free (product)
4650711000001109,55217007,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,55217007,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,55217007,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,55217007,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,77898008,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,77898008,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,77898008,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,77898008,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,7168001,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,7168001,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,7168001,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,7168001,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,57376006,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,57376006,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,57376006,,,Generic Bisodol Wind Relief tablets (product)
4650711000001109,57376006,,,Generic Bisodol Wind Relief tablets (product)
4650911000001106,2016004,,,Dextromethorphan 7.5mg/5ml oral solution sugar free (product)
4651011000001103,386184000,,,Guaifenesin 100mg/5ml oral solution sugar free (product)
4651511000001106,83532008,,,Cimetidine 200mg chewable tablets sugar free (product)
4651611000001105,346628003,,,Piperacillin 4g / Tazobactam 500mg powder and solvent for solution for injection vials (product)
4651711000001101,46009007,5,mg,Chlorambucil 5mg tablets (product)
4651811000001109,108759002,,,Carboplatin 50mg/5ml solution for injection vials (product)
4651911000001104,108759002,,,Carboplatin 600mg/60ml solution for injection vials (product)
4652011000001106,9896811000001104,,,Haemophilus type b conjugate vaccine solution for injection 0.5ml vials (product)
4652111000001107,9896811000001104,,,Haemophilus type b conjugate vaccine powder and solvent for solution for injection 0.5ml vials (product)
4652211000001101,406457005,,,Memantine 10mg/g oral drops sugar free (product)
4652311000001109,36409011000001100,,,Diclofenac 0.1% eye drops (product)
4652411000001102,391878002,,,Choriogonadotropin alfa 250microgram powder and solvent for solution for injection vials (product)
4660511000001106,18035211000001104,,,Paracetamol 500mg / Dihydrocodeine 7.46mg tablets (product)
4660611000001105,7947003,,,Aspirin 300mg effervescent tablets sugar free (product)
4660811000001109,421947007,,,Salicylic acid 12.5% / Camphor 3.11% liquid (product)
4661011000001107,350265008,,,Cetrimide 0.7% / Chlorhexidine gluconate 0.15% solution (product)
4661211000001102,421756006,,,Honey purified 1.5g/5ml / Glycerol 630mg/5ml oral solution (product)
4661311000001105,420840001,,,Choline salicylate 21.61% / Glycerol 12.62% ear drops (product)
4665311000001107,412500005,,,Pseudoephedrine 10mg/5ml / Dextromethorphan 3.5mg/5ml oral solution sugar free (product)
4665411000001100,96316004,,,Chlorhexidine gluconate 0.45% spray (product)
4665511000001101,326289007,,,Acetic acid dilute 0.42ml/5ml oral solution sugar free (product)
4671511000001108,129495007,,,Somatropin (rmc) 8mg powder and solvent for solution for injection vials (product)
4671611000001107,319848004,,,Etamsylate 250mg/2ml solution for injection ampoules (product)
4671711000001103,398628008,,,Activated charcoal 1.04g/5ml oral suspension (product)
4672011000001108,420846007,,,Activated charcoal 100mg / Magnesium hydroxide 100mg tablets (product)
4672111000001109,9894211000001105,,,Hepatitis A (inactivated) vaccine suspension for injection 0.5ml vials (product)
4672211000001103,398789008,,,Laronidase 500units/5ml solution for injection vials (product)
4694211000001102,13296601000001105,,,Daunorubicin (liposomal) 50mg emulsion for injection vials (product)
4694311000001105,76591000,,,"Bleomycin 15,000unit powder for solution for injection vials (product)"
4694411000001103,65502005,,,"Adrenaline 150micrograms/0.3ml (1 in 2,000) solution for injection pre-filled disposable devices (product)"
4699111000001109,89265009,,,Cytarabine 100mg/5ml solution for injection vials (product)
4699911000001107,111138002,,,Glucose 5% solution for injection 100ml bags (product)
4700011000001109,111138002,,,Glucose 10% solution for injection 1litre bags (product)
4700111000001105,111138002,,,Glucose 10% solution for injection 500ml bags (product)
4700211000001104,111138002,,,Glucose 10% solution for injection 500ml polyethylene bottles (product)
4700311000001107,111138002,,,Glucose 20% solution for injection 500ml bags (product)
4700511000001101,68444001,,,Doxorubicin 50mg/25ml solution for injection vials (product)
4700611000001102,68444001,,,Doxorubicin 10mg/5ml solution for injection vials (product)
4700911000001108,57191001,,,Chloramphenicol 0.5% eye drops 0.5ml unit dose preservative free (product)
4701011000001100,57066004,,,Cisplatin 50mg powder for solution for injection vials (product)
4701111000001104,422021003,,,Dextromethorphan 5mg/5ml / Triprolidine 625micrograms/5ml oral solution sugar free (product)
4702211000001103,111138002,,,Glucose 40% solution for injection 500ml polyethylene bottles (product)
4702311000001106,9896011000001105,,,Diphtheria (adsorbed) / Tetanus / Pertussis (acellular) vaccine suspension for injection 0.5ml pre-filled syringes (product)
4702411000001104,10171011000001101,,,Diphtheria (adsorbed) / Tetanus / Pertussis (acellular) vaccine injection pre-filled syringes and Haemophilus type b conjugate vaccine injection vials (product)
4702511000001100,350571001,,,Glucose 5% / Sodium chloride 0.45% solution for injection 500ml bags (product)
4706211000001102,111138002,,,Glucose 20% solution for injection 20ml ampoules (product)
4706311000001105,350571001,,,Glucose 5% / Sodium chloride 0.9% solution for injection 1litre bags (product)
4706411000001103,350571001,,,Glucose 5% / Sodium chloride 0.9% solution for injection 500ml bags (product)
4706511000001104,419731002,,,Lidocaine hydrochloride 0.5% / Cetylpyridinium chloride 0.025% oral gel sugar free (product)
4706911000001106,421387006,,,Squill liquid extract 0.062% / Capsicum tincture 0.05% oral solution (product)
4725611000001102,68395000,,,Calcium chloride 13.4% solution for injection 10ml ampoules (product)
4725711000001106,424117007,,,Estradiol 50micrograms/24hours / Levonorgestrel 10micrograms/24hours patches (product)
4725911000001108,111138002,,,Glucose 50% solution for injection 50ml pre-filled syringes (product)
4727011000001102,57376006,,,Sodium bicarbonate 4.2% solution for injection 10ml pre-filled syringes (product)
4747011000001100,56928005,,,Etoposide 200mg/10ml solution for injection vials (product)
4747111000001104,71455005,,,Fludroxycortide 4micrograms/square cm tape 7.5cm (product)
4747211000001105,111138002,,,Glucose 5% solution for injection 1litre polyethylene bottles (product)
4747311000001102,111138002,,,Glucose 5% solution for injection 500ml polyethylene bottles (product)
4747411000001109,111138002,,,Glucose 5% solution for injection 50ml bags (product)
4747911000001101,412499001,,,Paracetamol 500mg / Pseudoephedrine 30mg tablets (product)
4748011000001104,395289008,,,Parecoxib 40mg powder and solvent for solution for injection vials (product)
4748111000001103,19232009,,,Prilocaine 200mg/20ml solution for injection vials (product)
4748211000001109,321603004,12,mg,Sertindole 12mg tablets (product)
4748311000001101,321603004,16,mg,Sertindole 16mg tablets (product)
4748411000001108,321603004,20,mg,Sertindole 20mg tablets (product)
4748511000001107,321603004,4,mg,Sertindole 4mg tablets (product)
4750911000001100,1528001,,,Calcium folinate 100mg/10ml solution for injection vials (product)
4751011000001108,1528001,,,Calcium folinate 300mg/30ml solution for injection vials (product)
4751111000001109,1528001,,,Calcium folinate 50mg/5ml solution for injection ampoules (product)
4751211000001103,1528001,,,Calcium folinate 50mg/5ml solution for injection vials (product)
4751711000001105,395279009,,,Anakinra 100mg/0.67ml solution for injection pre-filled syringes (product)
4751811000001102,111138002,,,Glucose 5% solution for injection 1litre bags (product)
4754411000001102,412500005,,,Dextromethorphan 10mg/5ml / Pseudoephedrine 10mg/5ml oral suspension sugar free (product)
4756211000001106,116078005,,,Efavirenz 30mg/ml oral solution sugar free (product)
4758411000001106,421408004,,,Generic Adult Meltus for Chesty Coughs and Catarrh oral solution (product)
4762111000001108,427347006,,,Gestonorone 200mg/2ml solution for injection ampoules (product)
4777111000001100,12236006,,,Pancreatin 271mg/g gastro-resistant granules (product)
4777411000001105,395289008,,,Parecoxib 40mg powder for solution for injection vials (product)
4792011000001105,71731000001106,,,Albumin human 5% solution for injection 100ml bottles (product)
4792111000001106,71731000001106,,,Albumin human 5% solution for injection 250ml bottles (product)
4792211000001100,71731000001106,,,Albumin human 5% solution for injection 500ml bottles (product)
4792311000001108,36409311000001102,,,Drotrecogin alfa 5mg powder for solution for injection vials (product)
4792411000001101,385574002,,,Ertapenem 1g powder for solution for injection vials (product)
4792611000001103,349807006,,,Kaolin poultice 100g pouches (product)
4792711000001107,333711001,,,Normal immunoglobulin human 500mg/10ml solution for injection vials (product)
4792811000001104,35476001,,,Silver nitrate 40% caustic pencils (product)
4792911000001109,322822007,,,Sumatriptan 10mg unit dose nasal spray (product)
4837911000001102,15298111000001108,,,Disodium pamidronate 30mg/10ml solution for injection vials (product)
4838111000001104,15298111000001108,,,Disodium pamidronate 60mg/10ml solution for injection vials (product)
4839111000001106,350571001,,,Glucose 10% / Sodium chloride 0.18% solution for injection 500ml bags (product)
