conceptId,term
33642003,Fibrinogen Sydney I (substance)
33643008,Nucleoside deoxyribosyltransferase (substance)
33667000,Mercumatilin (substance)
33680002,Blood group antigen HLA-B12 (substance)
33680002,Blood group antigen HLA-B12 (substance)
33680002,Blood group antigen HLA-B12 (substance)
33680002,Blood group antigen HLA-B12 (substance)
33680002,Blood group antigen HLA-B12 (substance)
33691009,Blood group antibody Co^b^ (substance)
33695000,"Camphor 1,2-monooxygenase (substance)"
33695000,"Camphor 1,2-monooxygenase (substance)"
33695000,"Camphor 1,2-monooxygenase (substance)"
33709008,Aryl-alcohol oxidase (substance)
33752008,Motilin (substance)
33780005,Dimethyl carbamate (substance)
33785000,Iodine (125-I) liothyronine (substance)
33785000,Iodine (125-I) liothyronine (substance)
33791003,Lead-199 (substance)
33791003,Lead-199 (substance)
33791003,Lead-199 (substance)
33797004,3-carboxy-2-hydroxyadipate dehydrogenase (substance)
33817009,Infusorial earth (substance)
33817009,Infusorial earth (substance)
33817009,Infusorial earth (substance)
33817009,Infusorial earth (substance)
33817009,Infusorial earth (substance)
33817009,Infusorial earth (substance)
33825006,Blood group antigen Jk^b^ (substance)
33825006,Blood group antigen Jk^b^ (substance)
33825006,Blood group antigen Jk^b^ (substance)
33837008,Aluminium glycinate (substance)
33837008,Aluminium glycinate (substance)
33844004,Alginate lyase (substance)
33865005,Blood group antibody Baltzer (substance)
33922005,Vitamin L (substance)
33936000,Toad toxin (substance)
33936000,Toad toxin (substance)
33963004,Angiotensin III (substance)
33963004,Angiotensin III (substance)
33977001,Microbial aspartic proteinases (substance)
33984009,Dihydropteroate synthase (substance)
33984009,Dihydropteroate synthase (substance)
33987002,Public blood group antibody (substance)
34003008,Phospho-2-dehydro-3-deoxyoctonate aldolase (substance)
34003008,Phospho-2-dehydro-3-deoxyoctonate aldolase (substance)
34011003,Acetoarsenite (substance)
34027005,Inorganic sulfide compound (substance)
34027005,Inorganic sulfide compound (substance)
34049004,Blood group antibody Lu9 (substance)
34049004,Blood group antibody Lu9 (substance)
34053002,Diphenyl (substance)
34053002,Diphenyl (substance)
34053002,Diphenyl (substance)
34057001,Acetyl-coenzyme A hydrolase (substance)
34057001,Acetyl-coenzyme A hydrolase (substance)
34057001,Acetyl-coenzyme A hydrolase (substance)
34057001,Acetyl-coenzyme A hydrolase (substance)
34060008,Rubidium-84 (substance)
34060008,Rubidium-84 (substance)
34060008,Rubidium-84 (substance)
34070005,Fibrinogen Nagoya (substance)
34086003,Antithrombin III (substance)
34086003,Antithrombin III (substance)
34086003,Antithrombin III (substance)
34086003,Antithrombin III (substance)
34101007,Phycoerythrin (substance)
34113002,Acrisorcin (substance)
34119003,Delphinine (substance)
34120009,Fibrinogen Amsterdam (substance)
34127007,Krypton-85 (substance)
34127007,Krypton-85 (substance)
34127007,Krypton-85 (substance)
34128002,Chrome azurol S stain (substance)
34128002,Chrome azurol S stain (substance)
34128002,Chrome azurol S stain (substance)
34143000,"Immunoglobulin, GM>10< allotype (substance)"
34156007,Hemoglobin Savaria (substance)
34156007,Hemoglobin Savaria (substance)
34156007,Hemoglobin Savaria (substance)
34158008,Bromine isotope (substance)
34161009,Blood group antibody Ku (substance)
34161009,Blood group antibody Ku (substance)
34174003,Actinium-224 (substance)
34174003,Actinium-224 (substance)
34174003,Actinium-224 (substance)
34180006,Blood group antibody Min (substance)
34198005,Folescutol (substance)
34204008,Blood group antibody Warren (substance)
34211007,Strontium-83 (substance)
34211007,Strontium-83 (substance)
34211007,Strontium-83 (substance)
34219009,Terbufos (substance)
34221004,Hemoglobin A>2< Yokoshima (substance)
34221004,Hemoglobin A>2< Yokoshima (substance)
34221004,Hemoglobin A>2< Yokoshima (substance)
34239008,Castor oil (substance)
34239008,Castor oil (substance)
34261003,Potassium oxalate (substance)
34274009,Iodine pentafluoride (substance)
34302005,Uracil dehydrogenase (substance)
34302005,Uracil dehydrogenase (substance)
34316000,Blood group antibody Ge1 (substance)
34323004,Coal (substance)
34329000,"Immunoglobulin, GM>14< allotype (substance)"
34330005,Calcium oxide (substance)
34330005,Calcium oxide (substance)
34330005,Calcium oxide (substance)
34332002,Nitrophenol (substance)
34354000,Octachloronaphthalene (substance)
34355004,Inactivated complement enzyme (substance)
34358002,Thorium-228 (substance)
34358002,Thorium-228 (substance)
34358002,Thorium-228 (substance)
34370003,Glucocerebroside (substance)
34388006,Blood group antibody Fuerhart (substance)
34392004,Hemoglobin F-Pordenone (substance)
34392004,Hemoglobin F-Pordenone (substance)
34392004,Hemoglobin F-Pordenone (substance)
34400001,Blood group antibody Teremok (substance)
34410005,Camphor 5-monooxygenase (substance)
34425005,Amolanone (substance)
34428007,Cyclopentadiene (substance)
34429004,Pericardial fluid (substance)
34443009,Hemoglobin F-Baskent (substance)
34443009,Hemoglobin F-Baskent (substance)
34443009,Hemoglobin F-Baskent (substance)
34453005,Human leukocyte antigen B27 (substance)
34453005,Human leukocyte antigen B27 (substance)
34453005,Human leukocyte antigen B27 (substance)
34453005,Human leukocyte antigen B27 (substance)
34453005,Human leukocyte antigen B27 (substance)
34465009,Human leukocyte antigen DQw7 (substance)
34465009,Human leukocyte antigen DQw7 (substance)
34465009,Human leukocyte antigen DQw7 (substance)
34471003,Iodine-121 (substance)
34471003,Iodine-121 (substance)
34471003,Iodine-121 (substance)
34505008,Dental adhesive (substance)
34510007,Clonal inhibitory factor (substance)
34548002,Toxaphene (substance)
34548002,Toxaphene (substance)
34548002,Toxaphene (substance)
34549005,Hemoglobin Palmerston North (substance)
34549005,Hemoglobin Palmerston North (substance)
34549005,Hemoglobin Palmerston North (substance)
34569000,Blood group antibody Jn^a^ (substance)
34569000,Blood group antibody Jn^a^ (substance)
34575009,Guanidinodeoxy-scyllo-inositol-4-phosphatase (substance)
34582008,Catecholamine (substance)
34641002,Hydrazine (substance)
34641002,Hydrazine (substance)
34654009,Iodine solution (substance)
34654009,Iodine solution (substance)
34657002,Isopropamide iodide (substance)
34658007,Met-enkephalin (substance)
34659004,Lysine dehydrogenase (substance)
34690002,3-hydroxybenzyl-alcohol dehydrogenase (substance)
34692005,Hemoglobin Miyada (substance)
34692005,Hemoglobin Miyada (substance)
34700000,Fast blue B salt stain (substance)
34700000,Fast blue B salt stain (substance)
34700000,Fast blue B salt stain (substance)
34700000,Fast blue B salt stain (substance)
34700000,Fast blue B salt stain (substance)
34722007,Hemoglobin K-Woolwich (substance)
34722007,Hemoglobin K-Woolwich (substance)
34722007,Hemoglobin K-Woolwich (substance)
34737006,Substance with C1 esterase inhibitor mechanism of action (substance)
34737006,Substance with C1 esterase inhibitor mechanism of action (substance)
34737006,Substance with C1 esterase inhibitor mechanism of action (substance)
34744002,Plant asparagine (substance)
34745001,Slow reacting substance-A of anaphylaxis (substance)
34745001,Slow reacting substance-A of anaphylaxis (substance)
34745001,Slow reacting substance-A of anaphylaxis (substance)
34750007,Blood group antigen Panzar (substance)
34754003,Myxobacter b-lytic proteinase (substance)
34757005,Cystathionine beta-lyase (substance)
34757005,Cystathionine beta-lyase (substance)
34757005,Cystathionine beta-lyase (substance)
34763001,Potassium hydroxide (substance)
34763001,Potassium hydroxide (substance)
34763001,Potassium hydroxide (substance)
34768005,Cholestanetetraol 26-dehydrogenase (substance)
34771002,Hemoglobin Quin-Hai (substance)
34771002,Hemoglobin Quin-Hai (substance)
34771002,Hemoglobin Quin-Hai (substance)
34788009,Tartrate epimerase (substance)
34792002,Coniine (substance)
34793007,Octanol dehydrogenase (substance)
34800005,Beta-nitroacrylate reductase (substance)
34820006,"Kynurenate 7,8-hydroxylase (substance)"
34829007,Complement component (substance)
34832005,Blood group antibody I^s^ (substance)
34848006,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase (substance)
34856009,Uridine diphosphate glucuronate 4-epimerase (substance)
34856009,Uridine diphosphate glucuronate 4-epimerase (substance)
34856009,Uridine diphosphate glucuronate 4-epimerase (substance)
34862004,Aromatic hydrocarbon (substance)
34864003,Benzoyl formate decarboxylase (substance)
34865002,Chromium compound (substance)
34868000,Human leukocyte antigen DQw3 (substance)
34868000,Human leukocyte antigen DQw3 (substance)
34868000,Human leukocyte antigen DQw3 (substance)
34868000,Human leukocyte antigen DQw3 (substance)
34868000,Human leukocyte antigen DQw3 (substance)
34868000,Human leukocyte antigen DQw3 (substance)
34868000,Human leukocyte antigen DQw3 (substance)
34888001,Aspartate-ammonia ligase (adenosine diphosphate-forming) (substance)
34888001,Aspartate-ammonia ligase (adenosine diphosphate-forming) (substance)
34888001,Aspartate-ammonia ligase (adenosine diphosphate-forming) (substance)
34895005,Basic cupric sulfate (substance)
34895005,Basic cupric sulfate (substance)
34900009,Blood group antigen B (substance)
34900009,Blood group antigen B (substance)
34900009,Blood group antigen B (substance)
34904000,Beryllium compound (substance)
34912008,Blood group antibody Ramskin (substance)
34914009,Serine-pyruvate aminotransferase (substance)
34915005,Pyridostigmine bromide (substance)
34919004,Potassium tartrate (substance)
34940003,Phosphoserine aminotransferase (substance)
34946009,Calcium sulfide (substance)
34953000,Colocynth (substance)
34957004,Acid (substance)
34968004,Blood group antigen Lee (substance)
34970008,Blood group antigen JAL (substance)
34970008,Blood group antigen JAL (substance)
34970008,Blood group antigen JAL (substance)
34970008,Blood group antigen JAL (substance)
34970008,Blood group antigen JAL (substance)
34970008,Blood group antigen JAL (substance)
34970008,Blood group antigen JAL (substance)
34978001,Perchloromethyl mercaptan (substance)
34982004,Uroporphyrinogen decarboxylase (substance)
34982004,Uroporphyrinogen decarboxylase (substance)
34982004,Uroporphyrinogen decarboxylase (substance)
34982004,Uroporphyrinogen decarboxylase (substance)
34983009,Epicillin (substance)
34999003,Transfer ribonucleic acid (guanine-N^2^)-methyltransferase (substance)
34999003,Transfer ribonucleic acid (guanine-N^2^)-methyltransferase (substance)
35000003,Hurain (substance)
35003001,Maleate isomerase (substance)
35012004,Blood group antibody HLA-A9 (substance)
35016001,Argon radioisotope (substance)
35027004,Pyrophosphoric acid (substance)
35040009,Blood group antibody Rh29 (substance)
35040009,Blood group antibody Rh29 (substance)
35059006,Nicotinate-nucleotide pyrophosphorylase (carboxylating) (substance)
35059006,Nicotinate-nucleotide pyrophosphorylase (carboxylating) (substance)
35068008,Blood group antibody C (substance)
35068008,Blood group antibody C (substance)
35068008,Blood group antibody C (substance)
35068008,Blood group antibody C (substance)
35069000,Neurotransmitter (substance)
35072007,Human leukocyte antigen B16 (substance)
35072007,Human leukocyte antigen B16 (substance)
35072007,Human leukocyte antigen B16 (substance)
35072007,Human leukocyte antigen B16 (substance)
35072007,Human leukocyte antigen B16 (substance)
35077001,Nerve gas (substance)
35079003,Volatile oil (substance)
35079003,Volatile oil (substance)
35079003,Volatile oil (substance)
35079003,Volatile oil (substance)
35092000,Lymphocyte antigen CD70 (substance)
35094004,Tropaeolin O stain (substance)
35094004,Tropaeolin O stain (substance)
35094004,Tropaeolin O stain (substance)
35094004,Tropaeolin O stain (substance)
35094004,Tropaeolin O stain (substance)
35098001,Imidazole (substance)
35118003,Blood group antibody Fy5 (substance)
35124009,Clupeotoxin (substance)
35131008,Histidine decarboxylase (substance)
35133006,"Immunoglobulin IgG4, H chain (substance)"
35133006,"Immunoglobulin IgG4, H chain (substance)"
35133006,"Immunoglobulin IgG4, H chain (substance)"
35135004,Aglycone (substance)
35148000,Protein-glutamine glutaminase (substance)
35148000,Protein-glutamine glutaminase (substance)
35148000,Protein-glutamine glutaminase (substance)
35150008,Glucocorticoid hormone (substance)
35151007,Ruthenium radioisotope (substance)
35181004,Maleate hydratase (substance)
35190006,Depilatory (substance)
35190006,Depilatory (substance)
35196000,Ethyl iodide (substance)
35206004,Americium-242m (substance)
35206004,Americium-242m (substance)
35206004,Americium-242m (substance)
35213004,Blood group antibody Wallin (substance)
35215006,Scarlet fever streptococcus toxin (substance)
35231003,Sphingosine acyltransferase (substance)
35233000,Polyvinyl chloride (substance)
35233000,Polyvinyl chloride (substance)
35233000,Polyvinyl chloride (substance)
35234006,Ethylene chlorobromide (substance)
35236008,Thenyldiamine (substance)
35251004,Chlordecone (substance)
35251004,Chlordecone (substance)
35281007,Acetophenazine (substance)
35292008,Lipoxygenase (substance)
35292008,Lipoxygenase (substance)
35292008,Lipoxygenase (substance)
35293003,"3-carboxyethylcatechol 2,3-dioxygenase (substance)"
35296006,S-Alkylcysteine lyase (substance)
35297002,Alkyl hydroxyethyl imidazolinium chloride (substance)
35310003,Polyclonal antibody (substance)
35312006,Gluconokinase (substance)
35318005,Esmolol hydrochloride (substance)
35321007,Fluorodeoxyglucose (18-F) (substance)
35321007,Fluorodeoxyglucose (18-F) (substance)
35331000,Toxic substance (substance)
35331000,Toxic substance (substance)
35331000,Toxic substance (substance)
35337001,Gallium-68 (substance)
35337001,Gallium-68 (substance)
35337001,Gallium-68 (substance)
35342009,1-acylglycerophosphocholine acyltransferase (substance)
35342009,1-acylglycerophosphocholine acyltransferase (substance)
35343004,Cefonicid sodium (substance)
35344005,Ribulose (substance)
35352008,Fluorescent stain (substance)
35352008,Fluorescent stain (substance)
35353003,Zygacine (substance)
35367007,Blood group antigen McC^e^ (substance)
35406002,Clocortolone (substance)
35410004,Blood group antibody Kp^c^ (substance)
35410004,Blood group antibody Kp^c^ (substance)
35410004,Blood group antibody Kp^c^ (substance)
35415009,Homocysteine desulfhydrase (substance)
35415009,Homocysteine desulfhydrase (substance)
35416005,Sex-linked gene (substance)
35422001,Hemoglobin Bundury (substance)
35422001,Hemoglobin Bundury (substance)
35422001,Hemoglobin Bundury (substance)
35431001,Adenosine (substance)
35432008,Rubidium-87 (substance)
35432008,Rubidium-87 (substance)
35432008,Rubidium-87 (substance)
35464001,Trioxsalen (substance)
35464001,Trioxsalen (substance)
35464001,Trioxsalen (substance)
35466004,Relaxin (substance)
35467008,Pseudouridylate synthase (substance)
35473009,Fibrinogen St. Louis (substance)
35477005,Phenol methyltransferase (substance)
35479008,Hemoglobin Mozhaisk (substance)
35479008,Hemoglobin Mozhaisk (substance)
35479008,Hemoglobin Mozhaisk (substance)
35488004,"Abnormal hemoglobin, alpha-chain variant (substance)"
35488004,"Abnormal hemoglobin, alpha-chain variant (substance)"
35499002,3-hydroxypropionate dehydrogenase (substance)
35527005,Sanguinarine (substance)
35530003,Hemoglobin J-Lome (substance)
35530003,Hemoglobin J-Lome (substance)
35530003,Hemoglobin J-Lome (substance)
35556005,Sessile antibody (substance)
35556005,Sessile antibody (substance)
35573007,Hemoglobin Las Palmas (substance)
35573007,Hemoglobin Las Palmas (substance)
35573007,Hemoglobin Las Palmas (substance)
35584000,Sodium bitartrate (substance)
35584000,Sodium bitartrate (substance)
35589005,Gadolinium isotope (substance)
35605007,Anhydrous lanolin (substance)
35605007,Anhydrous lanolin (substance)
35605007,Anhydrous lanolin (substance)
35609001,Azophloxin stain (substance)
35609001,Azophloxin stain (substance)
35609001,Azophloxin stain (substance)
35609001,Azophloxin stain (substance)
35614002,Blood group antigen Lu17 (substance)
35614002,Blood group antigen Lu17 (substance)
35614002,Blood group antigen Lu17 (substance)
35617009,Isotomin (substance)
35628008,Nonhuman animal gene (substance)
35628008,Nonhuman animal gene (substance)
35645003,Blood group antigen French (substance)
35651008,"Cholest-5ene-3beta,7alpha-diol 3beta dehydrogenase (substance)"
35651008,"Cholest-5ene-3beta,7alpha-diol 3beta dehydrogenase (substance)"
35659005,Dinitrocresol (substance)
35663003,Asphalt (substance)
35663003,Asphalt (substance)
35663003,Asphalt (substance)
35663003,Asphalt (substance)
35668007,Endometrial secretions (substance)
35677000,Heat stable bacterial toxin (substance)
35684008,Tetranitromethane (substance)
35690007,Hypochlorous acid (substance)
35724001,Lacmoid stain (substance)
35724001,Lacmoid stain (substance)
35733004,Fat-soluble vitamin (substance)
35733004,Fat-soluble vitamin (substance)
35740003,Stable isotope (substance)
35747000,Osmium compound (substance)
35748005,Wine (substance)
35760006,Myeloid antibody (substance)
35765001,Sincalide (substance)
35780007,Isochorismatase (substance)
35780007,Isochorismatase (substance)
35798006,Elastic fiber (substance)
35798006,Elastic fiber (substance)
35808006,Ornithine cyclodeaminase (substance)
35815003,Cadmium sulfide (substance)
35825008,Cat scratch disease antigen (substance)
35841009,Macrophage inhibitory factor (substance)
35841009,Macrophage inhibitory factor (substance)
35841009,Macrophage inhibitory factor (substance)
35864006,Pyrathiazine (substance)
35864006,Pyrathiazine (substance)
35866008,Acyl-coenzyme A desaturase (substance)
35866008,Acyl-coenzyme A desaturase (substance)
35866008,Acyl-coenzyme A desaturase (substance)
35867004,Cytochrome-c>3< hydrogenase (substance)
35867004,Cytochrome-c>3< hydrogenase (substance)
35871001,Oleandrin (substance)
35878007,Thyroid-hormone aminotransferase (substance)
35878007,Thyroid-hormone aminotransferase (substance)
35883004,Fluorine (substance)
35883004,Fluorine (substance)
35884005,Povidone iodine (131-I) (substance)
35884005,Povidone iodine (131-I) (substance)
35891008,Liquid cyanamide (substance)
35895004,Aspartyltransferase (substance)
35903003,Potassium bromide (substance)
35906006,Blood group antibody MPD (substance)
35906006,Blood group antibody MPD (substance)
35922007,Blood group antibody Black (substance)
35946000,Pentolinium (substance)
35952004,Blood group antibody Block (substance)
35954003,Coagulation factor II variant (substance)
35960003,Arachidonate-coenzyme A ligase (substance)
35960003,Arachidonate-coenzyme A ligase (substance)
35960003,Arachidonate-coenzyme A ligase (substance)
35966009,Ouabain (substance)
35966009,Ouabain (substance)
35976007,Pancreatic peptide (substance)
35976007,Pancreatic peptide (substance)
35976007,Pancreatic peptide (substance)
35976007,Pancreatic peptide (substance)
35976007,Pancreatic peptide (substance)
35976007,Pancreatic peptide (substance)
35976007,Pancreatic peptide (substance)
35978008,Californium-252 (substance)
35978008,Californium-252 (substance)
35978008,Californium-252 (substance)
35997008,Metacresylacetate (substance)
36005003,Blood group antibody Tofts (substance)
36012007,Nitrogen (substance)
36012007,Nitrogen (substance)
36012007,Nitrogen (substance)
36016005,Blood group antibody Haase (substance)
36020009,Factor IX antibody (substance)
36020009,Factor IX antibody (substance)
36020009,Factor IX antibody (substance)
36020009,Factor IX antibody (substance)
36021008,Cefadroxil monohydrate (substance)
36022001,Fibrinogen Freiberg (substance)
36028002,Aldehyde reductase (substance)
36028002,Aldehyde reductase (substance)
36028002,Aldehyde reductase (substance)
36028002,Aldehyde reductase (substance)
36058008,Oil of myrtle (substance)
36062002,Xanthurenic acid (substance)
36065000,Oxine benzoate (substance)
36066004,Coumarate reductase (substance)
36066004,Coumarate reductase (substance)
36085001,Pantoate-beta-alanine ligase (substance)
36085001,Pantoate-beta-alanine ligase (substance)
36085001,Pantoate-beta-alanine ligase (substance)
36093001,Crotonic acid (substance)
36093001,Crotonic acid (substance)
36095008,Glycine aminotransferase (substance)
36098005,Malate synthase (substance)
36098005,Malate synthase (substance)
36098005,Malate synthase (substance)
36098005,Malate synthase (substance)
36100005,Blood group antigen Do^b^ (substance)
36100005,Blood group antigen Do^b^ (substance)
36130002,"Deoxythymidine diphosphate-4-dehydrorhamnose 3,5-epimerase (substance)"
36130002,"Deoxythymidine diphosphate-4-dehydrorhamnose 3,5-epimerase (substance)"
36130002,"Deoxythymidine diphosphate-4-dehydrorhamnose 3,5-epimerase (substance)"
36136008,Penitrem-A (substance)
36136008,Penitrem-A (substance)
36137004,Triacylglycerol-sterol acyltransferase (substance)
36156009,Oxynervonic acid (substance)
36167005,Fibrinogen Torino (substance)
36173006,Tetraiodothyroacetic acid (substance)
36173006,Tetraiodothyroacetic acid (substance)
36173006,Tetraiodothyroacetic acid (substance)
36176003,Thrombin (substance)
36176003,Thrombin (substance)
36176003,Thrombin (substance)
36178002,Chromate salt (substance)
36197002,Ecdysone 20-monooxygenase (substance)
36212002,Myxobacter-a-lytic proteinase (substance)
36220000,Chloric acid (substance)
36231008,Proteinglutamine gamma-glutamyltransferase (substance)
36231008,Proteinglutamine gamma-glutamyltransferase (substance)
36232001,Mucinaminylserine mucinaminidase (substance)
36235004,Pine needle oil (substance)
36238002,Chlorobromomethane (substance)
36238002,Chlorobromomethane (substance)
36240007,Alkyl sodium n-methyltaurate (substance)
36260004,Blood group antibody Raison (substance)
36264008,Lupinine (substance)
36270002,Arylformamidase (substance)
36270002,Arylformamidase (substance)
36270002,Arylformamidase (substance)
36270002,Arylformamidase (substance)
36301000,Thallium-198m (substance)
36301000,Thallium-198m (substance)
36301000,Thallium-198m (substance)
36312000,"Xylan 1,3-beta-xylosidase (substance)"
36312000,"Xylan 1,3-beta-xylosidase (substance)"
36322006,Acetylindoxyl oxidase (substance)
36326009,Pteridine (substance)
36343007,Beta>2B< glycoprotein (substance)
36345000,1-phosphatidylinositol-4-phosphate kinase (substance)
36345000,1-phosphatidylinositol-4-phosphate kinase (substance)
36372008,Guanosine diphosphate-6-deoxy-D-talose dehydrogenase (substance)
36372008,Guanosine diphosphate-6-deoxy-D-talose dehydrogenase (substance)
36372008,Guanosine diphosphate-6-deoxy-D-talose dehydrogenase (substance)
36377002,Isomaltulose synthase (substance)
36378007,Lithium compound (substance)
36380001,Oxyphencyclimine hydrochloride (substance)
36381002,Hemoglobin P-Congo (substance)
36381002,Hemoglobin P-Congo (substance)
36385006,Synaptic receptor (substance)
36387003,Deoxyribonucleic acid-directed deoxyribonucleic acid polymerase (substance)
36387003,Deoxyribonucleic acid-directed deoxyribonucleic acid polymerase (substance)
36387003,Deoxyribonucleic acid-directed deoxyribonucleic acid polymerase (substance)
36393006,Nonionic detergent (substance)
36396003,Blood group antigen Van Buggenhout (substance)
36397007,Muramic acid (substance)
36403001,Blood group antibody ELO (substance)
36410007,Lactone dye (substance)
36413009,Cytidine diphosphate ribitol ribitolphosphotransferase (substance)
36413009,Cytidine diphosphate ribitol ribitolphosphotransferase (substance)
36413009,Cytidine diphosphate ribitol ribitolphosphotransferase (substance)
36418000,Blood group antigen McC^b^ (substance)
36434002,1-methyl histidine (substance)
36434002,1-methyl histidine (substance)
36443006,Hemoglobin E-Saskatoon (substance)
36443006,Hemoglobin E-Saskatoon (substance)
36443006,Hemoglobin E-Saskatoon (substance)
36445004,Spectrin (substance)
36461002,Oncogene protein TAL (substance)
36466007,Furocoumarin (substance)
36494004,Galactose dehydrogenase (substance)
36513006,Boron carbide (substance)
36516003,Mepyramine maleate (substance)
36516003,Mepyramine maleate (substance)
36541005,Mercuric iodide (substance)
36562006,Hemolysin (substance)
36562006,Hemolysin (substance)
36567000,Prostaglandin-H>2< E-isomerase (substance)
36567000,Prostaglandin-H>2< E-isomerase (substance)
36567000,Prostaglandin-H>2< E-isomerase (substance)
36572009,Sudan black B stain (substance)
36572009,Sudan black B stain (substance)
36572009,Sudan black B stain (substance)
36613003,Blood group antigen Pr>1h< (substance)
36613003,Blood group antigen Pr>1h< (substance)
36632009,Mannokinase (substance)
36636007,Thiamine-triphosphatase (substance)
36641004,Potassium (K-42) chloride (substance)
36652005,Blood group antigen H>T< (substance)
36661005,Tyrothricin (substance)
36663008,Tellurium-121 (substance)
36663008,Tellurium-121 (substance)
36663008,Tellurium-121 (substance)
36671007,Nitrogen pentoxide (substance)
36671007,Nitrogen pentoxide (substance)
36677006,Phenylalanine decarboxylase (substance)
36687005,Uronolactonase (substance)
36690004,Nitrate reductase [NADPH] (substance)
36690004,Nitrate reductase [NADPH] (substance)
36694008,Hemoglobin Bologna (substance)
36694008,Hemoglobin Bologna (substance)
36694008,Hemoglobin Bologna (substance)
36704006,5' acylphosphoadenosine hydrolase (substance)
36707004,Polydeoxyribonucleotide synthase (nicotinamide adenine dinucleotide ^+^) (substance)
36707004,Polydeoxyribonucleotide synthase (nicotinamide adenine dinucleotide ^+^) (substance)
36707004,Polydeoxyribonucleotide synthase (nicotinamide adenine dinucleotide ^+^) (substance)
36707004,Polydeoxyribonucleotide synthase (nicotinamide adenine dinucleotide ^+^) (substance)
36707004,Polydeoxyribonucleotide synthase (nicotinamide adenine dinucleotide ^+^) (substance)
36707004,Polydeoxyribonucleotide synthase (nicotinamide adenine dinucleotide ^+^) (substance)
36712003,Factor XII antibody (substance)
36712003,Factor XII antibody (substance)
36712003,Factor XII antibody (substance)
36712003,Factor XII antibody (substance)
36713008,Blood group antibody McC^d^ (substance)
36726007,Nicotinate methyltransferase (substance)
36744004,Blood group antigen E (substance)
36744004,Blood group antigen E (substance)
36744004,Blood group antigen E (substance)
36744004,Blood group antigen E (substance)
36744004,Blood group antigen E (substance)
36747006,Psychosine sulfotransferase (substance)
36747006,Psychosine sulfotransferase (substance)
36757007,Blood group antigen Raison (substance)
36759005,Human leukocyte antigen Bw6 (substance)
36759005,Human leukocyte antigen Bw6 (substance)
36759005,Human leukocyte antigen Bw6 (substance)
36759005,Human leukocyte antigen Bw6 (substance)
36759005,Human leukocyte antigen Bw6 (substance)
36766006,Succinyldiaminopimelate desuccinylase (substance)
36774007,Cadmium compound (substance)
36801006,Tagatose kinase (substance)
36804003,Blood group antigen Tasich (substance)
36806001,Bhilawanol oil (substance)
36816009,Glucose-1-phosphate (substance)
36824004,Dauricine (substance)
36842009,Human leukocyte antigen Dw16 (substance)
36842009,Human leukocyte antigen Dw16 (substance)
36842009,Human leukocyte antigen Dw16 (substance)
36842009,Human leukocyte antigen Dw16 (substance)
36842009,Human leukocyte antigen Dw16 (substance)
36848008,Citrate dehydratase (substance)
36853003,Blood group antigen Vienna (substance)
36853003,Blood group antigen Vienna (substance)
36856006,Flavanone 3-dioxygenase (substance)
36856006,Flavanone 3-dioxygenase (substance)
36863006,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (nicotinamide adenine dinucleotide phosphate ^+^) (substance)
36863006,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (nicotinamide adenine dinucleotide phosphate ^+^) (substance)
36863006,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (nicotinamide adenine dinucleotide phosphate ^+^) (substance)
36864000,Paint (substance)
36864000,Paint (substance)
36872003,Tridihexethyl (substance)
36879007,Water soluble eosin stain (substance)
36879007,Water soluble eosin stain (substance)
36879007,Water soluble eosin stain (substance)
36887008,Mineralocorticoid hormone (substance)
36888003,Exodeoxyribonuclease VII (substance)
36888003,Exodeoxyribonuclease VII (substance)
36900006,Sodium Iodohippurate (125-I) (substance)
36900006,Sodium Iodohippurate (125-I) (substance)
36900006,Sodium Iodohippurate (125-I) (substance)
36907009,Blood group antibody Kennedy (substance)
36933001,Antibody to antigen in Rh blood group system (substance)
36933001,Antibody to antigen in Rh blood group system (substance)
36933001,Antibody to antigen in Rh blood group system (substance)
36933001,Antibody to antigen in Rh blood group system (substance)
36933001,Antibody to antigen in Rh blood group system (substance)
36934007,Alkylglycerol kinase (substance)
36953002,Fibrinogen Nancy (substance)
36993004,Fucokinase (substance)
36998008,Glycogen (substance)
37000002,Sulfur-35 (substance)
37000002,Sulfur-35 (substance)
37000002,Sulfur-35 (substance)
37000002,Sulfur-35 (substance)
37004006,"Immunoglobulin, Fc' fragment (substance)"
37006008,Cyclothiazide (substance)
37010006,Tetraphylline (substance)
37013008,Dipivefrine hydrochloride (substance)
37013008,Dipivefrine hydrochloride (substance)
37013008,Dipivefrine hydrochloride (substance)
37013008,Dipivefrine hydrochloride (substance)
37013008,Dipivefrine hydrochloride (substance)
37013008,Dipivefrine hydrochloride (substance)
37015001,Uridine diphosphate-N-acetyl muramoylalanine-D-glutamate ligase (substance)
37015001,Uridine diphosphate-N-acetyl muramoylalanine-D-glutamate ligase (substance)
37015001,Uridine diphosphate-N-acetyl muramoylalanine-D-glutamate ligase (substance)
37023004,Deoxyribodipyrimidine photo-lyase (substance)
37023004,Deoxyribodipyrimidine photo-lyase (substance)
37052001,Tellurium hexafluoride (substance)
37067002,Blood group antibody Shier (substance)
37077000,Xenon-122 (substance)
37077000,Xenon-122 (substance)
37077000,Xenon-122 (substance)
37078005,Nitromersol (substance)
