cui,name,ontologies,name_status
56412006,hydrogen arsenide,SNO,A
56412006,arsine,SNO,A
56414007,galactolipase,SNO,P
56427006,metallic alloy,SNO,P
56427006,alloy,SNO,A
56436005,sulphanilamide,SNO,P
56436005,sulfanilamide,SNO,A
56448008,kallidin i,SNO,P
56448008,bradykinin,SNO,A
56455005,anthranilate synthase,SNO,P
56471005,colonic vomitus,SNO,P
56471005,faecal vomitus,SNO,A
56471005,fecal vomitus,SNO,A
56473008,ethyl dipropylthiocarbamate,SNO,P
56489006,blood group substance,SNO,P
56499001,blood group antigen karhula,SNO,P
56499001,blood group antigen ul^a^,SNO,A
56499001,blood group antigen k10,SNO,A
56499001,kel10 (isbt symbol),SNO,A
56516007,vldl - very low density lipoprotein,SNO,P
56516007,very low density lipoprotein,SNO,A
56516007,pre-beta lipoprotein,SNO,A
56516007,vldl,SNO,A
56521005,lymphocyte antigen cdw49b,SNO,P
56523008,sequoyitol dehydrogenase,SNO,P
56534006,"hb 66(e10), lys-thr",SNO,P
56534006,haemoglobin chico,SNO,A
56534006,hemoglobin chico,SNO,A
56564003,fusion protein bcr-abl,SNO,P
56564003,bcr-abl protein,SNO,A
56566001,^88^krypton,SNO,P
56566001,krypton-88,SNO,A
56566001,88-kr,SNO,A
56567005,cd39 - cluster of differentiation antigen 39,SNO,P
56567005,cluster of differentiation antigen 39,SNO,A
56567005,lymphocyte antigen cd39,SNO,A
56586002,methyl-1h-indole,SNO,P
56586002,3-methyl indole,SNO,A
56586002,3-methylindole,SNO,A
56586002,skatole,SNO,A
56586002,scatole,SNO,A
56586002,3mi,SNO,A
56590000,methylene biphenyl isocyanate,SNO,P
56592008,haemoglobin c-ziguinchor,SNO,P
56592008,hemoglobin c-ziguinchor,SNO,A
56594009,"di-trans,poly-cis-undecaprenyl-diphosphate synthase",SNO,P
56594009,"di-trans,poly-cis-decaprenylcistransferase",SNO,A
56594009,undecaprenyl-diphosphate synthase,SNO,A
56594009,bactoprenyl-diphosphate synthase,SNO,A
56609000,^111^indium,SNO,P
56609000,indium-111,SNO,A
56609000,111-in,SNO,A
56613007,bretylium tosilate,SNO,P
56613007,bretylium tosylate,SNO,A
56617008,blood group antibody gerhany,SNO,P
56634000,methyl formate,SNO,P
56695001,guanosine-triphosphate guanylyltransferase,SNO,P
56702000,pyruvate dehydrogenase (lipoamide),SNO,P
56714008,bombesin,SNO,P
56715009,chlorcyclizine,SNO,P
56723006,phenoxymethyl penicillin potassium,SNO,P
56723006,phenoxymethylpenicillin potassium,SNO,A
56723006,penicillin v potassium,SNO,A
56735005,blood group antibody dropik,SNO,P
56736006,methionine-transfer ribonucleic acid ligase,SNO,P
56736006,methionyl-trna synthetase,SNO,A
56736006,methionine-trna ligase,SNO,A
56740002,triiodotyrosine,SNO,P
56747004,cd40 - cluster of differentiation antigen 40,SNO,P
56747004,cluster of differentiation antigen 40,SNO,A
56747004,lymphocyte antigen cd40,SNO,A
56747004,gp50 - glycoprotein 50,SNO,A
56747004,glycoprotein 50,SNO,A
56750001,blood group antibody in^a^,SNO,P
56755006,actinium compound,SNO,P
56773009,ichthyocrinotoxin,SNO,P
56774003,"4,5-dihydroxyphthalate decarboxylase",SNO,P
56781005,rhodotorula aspartic proteinase,SNO,P
56781005,rhodotorulapepsin,SNO,A
56796009,alloxan,SNO,P
56822005,quaternary ammonium salt,SNO,P
56838004,reduced nicotinamide adenine dinucleotide dehydrogenase (quinone),SNO,P
56838004,nadh dehydrogenase (quinone),SNO,A
56846003,n-acetylglucosamine deacetylase,SNO,P
56866007,blood group antibody ridley,SNO,P
56866007,blood group antibody ri^a^,SNO,A
56877001,neomycin-kanamycin phosphotransferase,SNO,P
56877001,kanamycin kinase,SNO,A
56885005,blood group antibody carson,SNO,P
56886006,strontium compound,SNO,P
56891007,independent high incidence blood group antigen,SNO,P
56898001,protein s,SNO,P
56899009,^125^xenon,SNO,P
56899009,xenon-125,SNO,A
56899009,125-xe,SNO,A
56902007,methylitaconate delta-isomerase,SNO,P
56904008,tungsten isotope,SNO,P
56926009,haemoglobin j-daloa,SNO,P
56926009,hemoglobin j-daloa,SNO,A
56926009,"hb 57(e1), asn-asp",SNO,A
56933009,blood group antibody nijhuis,SNO,P
56933009,blood group antibody nij^a^,SNO,A
56935002,l-alanine:2-oxoglutarate aminotransferase,SNO,P
56935002,sgpt - glutamate pyruvate transaminase,SNO,A
56935002,glutamate pyruvate transaminase,SNO,A
56935002,alat - alanine aminotransferase,SNO,A
56935002,alt - alanine aminotransferase,SNO,A
56935002,glutamic-pyruvic transaminase,SNO,A
56935002,glutamic-alanine transaminase,SNO,A
56935002,alanine aminotransferase,SNO,A
56935002,l-alanine transaminase,SNO,A
56935002,alanine transaminase,SNO,A
56935002,sgpt,SNO,A
56935002,gpt,SNO,A
56942002,free fatty acid-albumin complex,SNO,P
56945000,blood group antibody fy3,SNO,P
56958004,barium compound,SNO,P
56980001,"hb 82(ef6), lys-thr",SNO,P
56980001,haemoglobin rahere,SNO,A
56980001,hemoglobin rahere,SNO,A
57031001,propylidene chloride,SNO,P
57031001,"1,1,-dichloropropane",SNO,A
57037002,"fibrin degradation product, small peptide",SNO,P
57037002,"fibrin degradation agent, small peptide",SNO,A
57040002,dibutyl adipate,SNO,P
57051002,haemoglobin c-harlem,SNO,P
57051002,hemoglobin c-harlem,SNO,A
57056007,alkaline phosphomonoesterase,SNO,P
57056007,alp - alkaline phosphatase,SNO,A
57056007,ap - alkaline phosphatase,SNO,A
57056007,alkaline phosphatase,SNO,A
57056007,glycerophosphatase,SNO,A
57064001,fibrinogen quebec i,SNO,P
57076001,c3 convertase of the alternative pathway,SNO,P
57076001,active c3bbb,SNO,A
57078000,h^+^-transporting adenosine triphospfate synthase,SNO,P
57078000,h^+^-transporting adenosine triphosphate synthase,SNO,A
57078000,"coupling factors (f>0<,f>1< and cf>1<)",SNO,A
57078000,h^+^-transporting atp synthase,SNO,A
57078000,bacterial ca^2+^/mg^2+^ atpase,SNO,A
57078000,h^+^-transporting atpase,SNO,A
57078000,mitochondrial atpase,SNO,A
57078000,chloroplast atpase,SNO,A
57082003,aromatic esterase,SNO,P
57082003,arylesterase,SNO,A
57090003,collagen type iii,SNO,P
57091004,methylisocitrate lyase,SNO,P
57126000,glue,SNO,P
57150003,blood group antibody eggenberger,SNO,P
57155008,pyruvate dehydrogenase lipoamide-phosphatase,SNO,P
57164003,dyclonine hydrochloride,SNO,P
57178002,haemoglobin henri mondor,SNO,P
57178002,hemoglobin henri mondor,SNO,A
57178002,"hb 26(b8), glu-val",SNO,A
57198007,lemon oil,SNO,P
57199004,plasminogen activator inhibitor-1,SNO,P
57199004,pai-1,SNO,A
57228007,blood group antibody knoebnchild,SNO,P
57244003,11-ketoandrosterone,SNO,P
57244003,11-oxoandrosterone,SNO,A
57251007,"2,6-beta-fructan 6-levan biohydrolase",SNO,P
57259009,gallbladder bile,SNO,P
57268006,blood group antigen oliver,SNO,P
57272005,iodine compound,SNO,P
57273000,zinc radioisotope,SNO,P
57279001,^57^nickel,SNO,P
57279001,nickel-57,SNO,A
57279001,57-ni,SNO,A
57281004,blood group antigen hollister,SNO,P
57281004,blood group antigen re^a^,SNO,A
57281004,blood group antigen reid,SNO,A
57281004,blood group antigen peco,SNO,A
57281004,blood group antigen hol,SNO,A
57294002,z line material,SNO,P
57318001,blood group antibody lu7,SNO,P
57318001,blood group antibody ga,SNO,A
57362005,carboxymethylbutenolide lactonase,SNO,P
57362005,3-oxoadipate enol-lactonase,SNO,A
57377002,blood group antigen mull,SNO,P
57377002,blood group antigen lu9,SNO,A
57377002,lu9 (isbt symbol),SNO,A
57400003,phenol 2-monooxygenase,SNO,P
57400003,phenol hydroxylase,SNO,A
57439007,blood group antigen john milton hagen,SNO,P
57439007,blood group antigen lazicki,SNO,A
57439007,blood group antigen juneau,SNO,A
57439007,blood group antigen baugh,SNO,A
57439007,blood group antigen jmh,SNO,A
57440009,glycine hydroxymethyltransferase,SNO,P
57440009,serine hydroxymethylase,SNO,A
57440009,serine aldolase,SNO,A
57442001,acylphosphatase,SNO,P
57452002,homocitrate synthase,SNO,P
57454001,metalloporphyrin,SNO,P
57466007,phenyl cyclohexanol,SNO,P
57471000,methyl flamprop,SNO,P
57479003,air contaminant,SNO,P
57528006,furylfuramide isomerase,SNO,P
57529003,blood group antibody marcus,SNO,P
57533005,thioglucosidase,SNO,P
57533005,sinigrinase,SNO,A
57533005,myrosinase,SNO,A
57533005,sinigrase,SNO,A
57542003,glycerol dehydratase,SNO,P
57562006,deoxythymidine diphosphate-dihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase,SNO,P
57562006,dtdpdihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase,SNO,A
57573004,"hb 16(a14), lys-asn",SNO,P
57573004,haemoglobin beijing,SNO,A
57573004,hemoglobin beijing,SNO,A
57574005,loperamide hydrochloride,SNO,P
57575006,alkali-resistant haemoglobin,SNO,P
57575006,alkali-resistant hemoglobin,SNO,A
57583000,naphazoline hydrochloride,SNO,P
57595000,blood group antibody kowanski,SNO,P
57601008,^238^plutonium,SNO,P
57601008,plutonium-238,SNO,A
57601008,238-pu,SNO,A
57634005,iodophenol methyltransferase,SNO,P
57635006,n-butyl lactate,SNO,P
57641004,hla - human leucocyte antigen dw2,SNO,P
57641004,hla - human leukocyte antigen dw2,SNO,A
57641004,human leucocyte antigen dw2,SNO,A
57641004,human leukocyte antigen dw2,SNO,A
57641004,hla-dw2 antigen,SNO,A
57649002,visual purple,SNO,P
57649002,rhodopsin,SNO,A
57678001,blood group antibody jones,SNO,P
57679009,ethanolamine-phosphate phospho-lyase,SNO,P
57707004,2-haloacid dehalogenase,SNO,P
57743005,fatty acid thiokinase (medium chain),SNO,P
57743005,butyrate-coenzyme a ligase,SNO,A
57743005,butyryl-coa synthetase,SNO,A
57743005,butyrate-coa ligase,SNO,A
57753006,brilliant yellow stain,SNO,P
57753006,brilliant yellow,SNO,A
57763003,uridine,SNO,P
57765005,aminopeptidase,SNO,P
57765005,peptidase a,SNO,A
57795002,chemical element,SNO,P
57795002,element,SNO,A
57808000,beta thromboglobulin,SNO,P
57808000,beta-thromboglobulin,SNO,A
57813001,ferroprotoporphyrin,SNO,P
57813001,reduced hematin,SNO,A
57813001,ferroheme,SNO,A
57813001,haeme,SNO,A
57813001,heme,SNO,A
57813001,haem,SNO,A
57818005,scillaren b,SNO,P
57827006,dihydroxyfumarate decarboxylase,SNO,P
57830004,"immunoglobulin, joining region",SNO,P
57837001,blood group antibody ridd,SNO,P
57842009,coagulation factor x friuli variant,SNO,P
57843004,haemoglobin okayama,SNO,P
57843004,hemoglobin okayama,SNO,A
57843004,"hb 2(na2), his-gln",SNO,A
57851001,propyl nitrate,SNO,P
57858007,guanosine diphosphate,SNO,P
57858007,gdp,SNO,A
57859004,cyclohexamide,SNO,P
57860009,"hb 28(b10), leu-pro",SNO,P
57860009,haemoglobin genova,SNO,A
57860009,hemoglobin genova,SNO,A
57860009,hb hyogo,SNO,A
57868002,"0,0-dimethyl 0-(2,2-dichlorovinyl) phosphate",SNO,P
57868002,"2,2-dichlorovinyl dimethyl phosphate",SNO,A
57868002,dichlorvos,SNO,A
57880005,"ascorbate 2,3-dioxygenase",SNO,P
57894006,"hb 74(ef3), asp-ala",SNO,P
57894006,haemoglobin lille,SNO,A
57894006,hemoglobin lille,SNO,A
57899001,zinc ethylenebis(dithiocarbamate),SNO,P
57899001,zineb,SNO,A
57911003,methotrimeprazine hydrochloride,SNO,P
57911003,levomepromazine hydrochloride,SNO,A
57912005,blood group antigen enriquez,SNO,P
57913000,anisotropine,SNO,P
57915007,propylene oxide,SNO,P
57916008,pyruvate oxidase,SNO,P
57916008,pyruvic oxidase,SNO,A
57939002,cyclohexatriene,SNO,P
57939002,benzene,SNO,A
57939002,benzol,SNO,A
57959003,^205^lead,SNO,P
57959003,lead-205,SNO,A
57959003,205-pb,SNO,A
57960008,haem synthetase,SNO,P
57960008,heme synthetase,SNO,A
57960008,ferrochelatase,SNO,A
57969009,deoxyadenosine kinase,SNO,P
57979006,picrotoxin,SNO,P
58014006,diphosphomevalonate decarboxylase,SNO,P
58017004,blood group antigen p>1<,SNO,P
58017004,blood group antigen p1,SNO,A
58017004,p1 (isbt symbol),SNO,A
58017004,p1 antigen,SNO,A
58018009,cevadine,SNO,P
58035008,blood group antibody arun,SNO,P
58043003,nicotinamide adenine dinucleotide (phosphate) ^+^ arginine adenosine diphosphate -ribosyltransferase,SNO,P
58043003,nad(p)^+^ arginine adp-ribosyltransferase,SNO,A
58046006,"gamma-butyrobetaine, 2-oxoglutarate dioxygenase",SNO,P
58049004,glutamate synthase (reduced nicotinamide adenine dinucleotide phosphate),SNO,P
58049004,glutamate synthase (nadph),SNO,A
58072002,monokine,SNO,P
58089005,messenger ribonucleic acid (nucleoside-o^2^)'-methyltransferase,SNO,P
58089005,mrna (nucleoside-o^2^)'-methyltransferase,SNO,A
58131001,alpha particles,SNO,P
58131001,alpha particle,SNO,A
58132008,monodehydroascorbate reductase (reduced nicotinamide adenine dinucleotide),SNO,P
58132008,monodehydroascorbate reductase (nadh),SNO,A
58138007,thiamine pyrophosphokinase,SNO,P
58138007,thiamin pyrophosphokinase,SNO,A
58138007,thiamine diphosphokinase,SNO,A
58139004,zirconium oxide,SNO,P
58151002,hla - human leucocyte antigen dpw4,SNO,P
58151002,hla - human leukocyte antigen dpw4,SNO,A
58151002,human leucocyte antigen dpw4,SNO,A
58151002,human leukocyte antigen dpw4,SNO,A
58151002,hla-dpw4 antigen,SNO,A
58152009,bacitracin c,SNO,P
58163007,l-lactate dehydrogenase isoenzyme,SNO,P
58163007,lactate dehydrogenase isoenzyme,SNO,A
58163007,lactic dehydrogenase isoenzyme,SNO,A
58163007,ldh isoenzyme,SNO,A
58165000,"hb 47(cd6), asp-gly",SNO,P
58165000,haemoglobin gavello,SNO,A
58165000,hemoglobin gavello,SNO,A
58173009,prostaglandin f>2< alpha tromethamine,SNO,P
58173009,prostaglandin pgf2 alpha tromethamine,SNO,A
58173009,prostaglandin pgf2 alpha trometamol,SNO,A
58173009,pgf>2< alpha tromethamine,SNO,A
58173009,dinoprost tromethamine,SNO,A
58182003,blasticidin-s deaminase,SNO,P
58186000,methyl phenyl ethyl hydantoin,SNO,P
58187009,phosphoenolpyruvate carboxykinase (pyrophosphate),SNO,P
58187009,pep carboxyphosphotransferase,SNO,A
58187009,phosphopyruvate carboxylase,SNO,A
58195008,genetic code,SNO,P
58232004,blood group antibody ven,SNO,P
58233009,meclofenamate sodium,SNO,P
58254002,blood group antigen tarplee,SNO,P
58254002,blood group antigen hg^a^,SNO,A
58254002,blood group antigen tarp,SNO,A
58254002,di12 (isbt symbol),SNO,A
58257009,d-lactate dehydrogenase (cytochrome),SNO,P
58272008,n-acetyl muramic acid,SNO,P
58279004,selenium hexafluoride,SNO,P
58281002,gadolinium,SNO,P
58292001,selenium disulfide,SNO,P
58292001,selenium sulfide,SNO,A
58295004,inorganic chemical compound,SNO,P
58295004,inorganic chemical,SNO,A
58295004,inorganic compound,SNO,A
58305007,blood group antibody mcc^a^,SNO,P
58305007,blood group antibody mccoy,SNO,A
58313008,succinate-coenzyme a ligase (guanosine diphosphate-forming),SNO,P
58313008,succinyl-coa synthetase (gdp-forming),SNO,A
58313008,succinate-coa ligase (gdp-forming),SNO,A
58319007,blood group antigen kollogo,SNO,P
58339006,"saccharopine dehydrogenase (nad^+^,l-lysine-forming)",SNO,P
58339006,lysine-2-oxoglutarate reductase,SNO,A
58343005,cefonicid,SNO,P
58345003,orthophosphoric acid,SNO,P
58345003,phosphoric acid,SNO,A
58348001,sex chromatin,SNO,P
58348001,barr body,SNO,A
58364009,blood group antibody hla-a10,SNO,P
58368007,blood group antibody englund,SNO,P
58369004,pyrroline-5-carboxylate reductase,SNO,P
58370003,coproporphyrinogen oxidase,SNO,P
58370003,coproporphyrinogenase,SNO,A
58376009,3-methoxyaniline,SNO,P
58376009,anisidine,SNO,A
58397005,alkanal monooxygenase (flavin mononucleotide-linked),SNO,P
58397005,alkanal monooxygenase (fmn-iinked),SNO,A
58397005,bacterial luciferase,SNO,A
58402009,human leukocyte antigen hla-a11 antigen,SNO,P
58402009,human leucocyte antigen hla-a11 antigen,SNO,A
58402009,hla - human leucocyte antigen a11,SNO,A
58402009,hla - human leukocyte antigen a11,SNO,A
58402009,human leucocyte antigen a11,SNO,A
58402009,human leukocyte antigen a11,SNO,A
58402009,hla-a11 antigen,SNO,A
58414001,"hb 21(b3), asp-tyr",SNO,P
58414001,haemoglobin yusa,SNO,A
58414001,hemoglobin yusa,SNO,A
58416004,kanamycin 6'-acetyltransferase,SNO,P
58422008,methyl acrylate,SNO,P
58441006,mannitol dehydrogenase,SNO,P
58447005,tetrachlorodibenzofuran,SNO,P
58449008,industrial smog,SNO,P
58453005,blood group antigen duvall,SNO,P
58461000,metaraminol bitartrate,SNO,P
58461000,metaraminol tartrate,SNO,A
58466005,propionate coenzyme a-transferase,SNO,P
58466005,propionate coa-transferase,SNO,A
58488005,"1,4-alpha-glucan branching enzyme",SNO,P
58488005,"amylo-(1,4,6)-transglycosylase",SNO,A
58488005,branching enzyme,SNO,A
58505008,plant isoquinoline alkaloid,SNO,P
58520002,collagen type i,SNO,P
58529001,hydroxylamine reductase (reduced nicotinamide adenine dinucleotide),SNO,P
58529001,hydroxylamine reductase (nadh),SNO,A
58536000,antimony dimercaptosuccinate,SNO,P
58536000,stibocaptate,SNO,A
58541008,^24^sodium,SNO,P
58541008,sodium-24,SNO,A
58541008,24-na,SNO,A
58560001,blood group antigen teremok,SNO,P
58573002,ethylene glycol monoethyl ether acetate,SNO,P
58573002,2-ethoxyethanol acetate,SNO,A
58573002,2-ethoxyethyl acetate,SNO,A
58578006,uridine diphosphate (udp) galacturonosyltransferase,SNO,P
58578006,uridine diphosphate galacturonosyltransferase,SNO,A
58578006,p-nitrophenol conjugating enzyme,SNO,A
58578006,udpgalacturonosyltransferase,SNO,A
58591007,nucleoside-triphosphate-adenylate kinase,SNO,P
58594004,blood group antigen zwal,SNO,P
58595003,carboxylic salt,SNO,P
58597006,deoxyribonucleic acid-deoxyinosine glycosidase,SNO,P
58597006,dna(hypoxanthine)glycohydrolase,SNO,A
58597006,dna-deoxyinosine glycosidase,SNO,A
58607005,neutrons,SNO,P
58607005,neutron,SNO,A
58613001,mast cell growth factor,SNO,P
58613001,interleukin-3,SNO,A
58613001,multi-csf,SNO,A
58613001,il-3,SNO,A
58613001,mcgf,SNO,A
58616009,githagenin,SNO,P
58620008,sporidesmin,SNO,P
58624004,fibrinogen philadelphia,SNO,P
58630004,protein-disulfide reductase (reduced nicotinamide adenine dinucleotide phosphate),SNO,P
58630004,protein-disulfide reductase (nad(p)h),SNO,A
58631000,eriochrome blue black se stain,SNO,P
58631000,eriochrome blue black se,SNO,A
58631000,eriochrome blue se,SNO,A
58631000,plasmocorinth b,SNO,A
58644005,dolichol kinase,SNO,P
58649000,cosmetic cream,SNO,P
58652008,n^4^(beta-n-acetylglucosaminyl)-l-asparaginase,SNO,P
58652008,aspartylglucosylamine deaspartylase,SNO,A
58652008,aspartylglucosylaminase,SNO,A
58652008,glycoasparaginase,SNO,A
58656006,ferredoxin-nitrite reductase,SNO,P
58674002,naphthol,SNO,P
58679007,blood group antibody peacock,SNO,P
58680005,glutamate acetyltransferase,SNO,P
58680005,ornithine acetyltransferase,SNO,A
58687008,para-tertiary butyl phenol,SNO,P
58687008,p-tert-butylphenol,SNO,A
58693000,sodium bromide,SNO,P
58721000,hydrous ferric oxide,SNO,P
58721000,limonite,SNO,A
58730008,circulating anti-factor viii,SNO,P
58730008,factor viii inhibitor,SNO,A
58730008,factor viii antibody,SNO,A
58730008,anti-factor viii,SNO,A
58732000,red wine,SNO,P
58739009,valine-pyruvate aminotransferase,SNO,P
58739009,transaminase c,SNO,A
58745001,^195^gold,SNO,P
58745001,gold-195,SNO,A
58745001,195-au,SNO,A
58755002,water soluble anthracene brown stain,SNO,P
58755002,water soluble anthracene brown,SNO,A
58755002,anthragallol,SNO,A
58765008,uroporphyrin i,SNO,P
58775006,phosphatidylinositol phospholipase a>2<,SNO,P
58775006,phosphatidylinositol deacylase,SNO,A
58782005,^85m^yttrium,SNO,P
58782005,yttrium-85m,SNO,A
58782005,85m-y,SNO,A
58783000,amylase isoenzyme,SNO,P
58787004,aspartate-transfer ribonucleic acid ligase,SNO,P
58787004,aspartyl-trna synthetase,SNO,A
58787004,aspartate-trna ligase,SNO,A
58789001,nicotinamidase,SNO,P
58792002,^149^gadolinium,SNO,P
58792002,gadolinium-149,SNO,A
58792002,149-gd,SNO,A
58793007,pinene hydrochloride,SNO,P
58793007,bornyl chloride,SNO,A
58794001,monoterpenol acetyltransferase,SNO,P
58794001,menthol transacetylase,SNO,A
58796004,^211^bismuth,SNO,P
58796004,bismuth-211,SNO,A
58796004,211-bi,SNO,A
58799006,cucurbitacin,SNO,P
58804001,fibrinogen bern ii,SNO,P
58831003,haemoglobin sawara,SNO,P
58831003,hemoglobin sawara,SNO,A
58831003,"hb 6(a4), asp-ala",SNO,A
58847001,thiamine-diphosphate kinase,SNO,P
58847001,thiamin-diphosphate kinase,SNO,A
58876003,^186^platinum,SNO,P
58876003,platinum-186,SNO,A
58876003,186-pt,SNO,A
58891001,salivary amylase isoenzyme,SNO,P
58891001,salivary amylase,SNO,A
58900009,properdin complement component,SNO,P
58900009,p - properdin,SNO,A
58900009,properdin,SNO,A
58900009,factor p,SNO,A
58900009,p,SNO,A
58907007,succinylcholine chloride,SNO,P
58907007,suxamethonium chloride,SNO,A
58910000,fibrinogen genova i,SNO,P
58927008,beryllium fumes,SNO,P
58955007,adenylate isopentenyltransferase,SNO,P
58955007,cytokinin synthase,SNO,A
58956008,trazodone hydrochloride,SNO,P
58962003,chrysarobin,SNO,P
58971007,sulfonated petroleum oil,SNO,P
58971007,petroleum sulfonate,SNO,A
58975003,blood group antigen dh^a^,SNO,P
58975003,blood group antigen duch,SNO,A
58975003,ge8 (isbt symbol),SNO,A
58995009,pseudomonas aeruginosa neutral proteinase,SNO,P
58996005,dieldrin,SNO,P
59001002,^197m^platinum,SNO,P
59001002,platinum-197m,SNO,A
59001002,197m-pt,SNO,A
59015000,"guanosine 3',5'-bis(diphosphate) 3'-pyrophosphatase",SNO,P
59025005,iridium compound,SNO,P
59027002,substance with peroxidase mechanism of action,SNO,P
59027002,peroxidase,SNO,A
59031008,liquefied phenol,SNO,P
59031008,phenol liquefied,SNO,A
59036003,silver radioisotope,SNO,P
59040007,sarcina neutral proteinase,SNO,P
59045002,haemoglobin winnipeg,SNO,P
59045002,hemoglobin winnipeg,SNO,A
59045002,"hb 75(ef4), asp-tyr",SNO,A
59071003,ethenyl oxyethene,SNO,P
59071003,divinyl ether,SNO,A
59071003,divinyl oxide,SNO,A
59071003,vinyl ether,SNO,A
59072005,3-hydroxy-2-methylbutyryl-coenzyme a dehydrogenase,SNO,P
59072005,3-hydroxy-2-methylbutyryl-coa dehydrogenase,SNO,A
59074006,butyrate-acetoacetate coenzyme a-transferase,SNO,P
59074006,butyrate-acetoacetate coa-transferase,SNO,A
59075007,blood group antibody paris,SNO,P
59087000,coagulation factor xi variant type i,SNO,P
59094002,melanin,SNO,P
59111007,blood group antigen n.i.,SNO,P
59111007,blood group antigen k22,SNO,A
59111007,kel22 (isbt symbol),SNO,A
59119009,ichthyosarcotoxin,SNO,P
59134003,lymphogranuloma venereum antigen,SNO,P
59134003,frei test antigen,SNO,A
59147008,active c5b6,SNO,P
59149006,puffer fish toxin,SNO,P
59149006,tetrodotoxin,SNO,A
59161003,thymic erythropoietin suppression factor,SNO,P
59162005,lysophosphatide,SNO,P
59163000,fibrinogen valencia,SNO,P
59170000,dextrothyroxine,SNO,P
59195004,site-specific methyltransferase (adenine-specific),SNO,P
59195004,modification methylase (adenine-specific),SNO,A
59202000,actinium radioisotope,SNO,P
59203005,thiol sulphotransferase,SNO,P
59203005,thiol sulfotransferase,SNO,A
59205003,blood group antibody yussef,SNO,P
59205003,blood group antibody ge2,SNO,A
59208001,adrenergic receptor,SNO,P
59224000,ethyl nitrophenyl thiobenzene,SNO,P
59226003,"2,4-db - 4-(2,4-dichlorophenoxy)butyric acid",SNO,P
59226003,"4-(2,4-dichlorophenoxy)butyric acid",SNO,A
59226003,"4-2,4-dichlorophenoxybutanoic acid",SNO,A
59226003,"2,4-db",SNO,A
59231001,5-hydroxyfuranocoumarin o^5^-methyltransferase,SNO,P
59241003,5-oxoprolinase (adenosine triphosphate-hydrolysing),SNO,P
59241003,5-oxoprolinase (atp-hydrolysing),SNO,A
59241003,pyroglutamase (atp-hydrolysing),SNO,A
59243000,nucleotidase,SNO,P
59259000,^191^mercury,SNO,P
59259000,mercury-191,SNO,A
59259000,191-hg,SNO,A
59267008,l-fuconate dehydratase,SNO,P
59268003,tubulin,SNO,P
59271006,c6 inactivator,SNO,P
59287009,^180m^hafnium,SNO,P
59287009,hafnium-180m,SNO,A
59287009,180m-hf,SNO,A
59308003,dimethylsulphate,SNO,P
59308003,dimethylsulfate,SNO,A
59312009,blood group antigen pr>a<,SNO,P
59314005,pipradrol,SNO,P
59318008,arsenic acid anhydride,SNO,P
59318008,arsenic pentoxide,SNO,A
59334006,"cement, industrial",SNO,P
59334006,portland cement,SNO,A
59338009,methapyrilene,SNO,P
59339001,haemoglobin albany-suma,SNO,P
59339001,hemoglobin albany-suma,SNO,A
59339001,"hb 11(a9), lys-asn",SNO,A
59347001,blood group antigen a 8306,SNO,P
59351004,citrate,SNO,P
59353001,^187^tungsten,SNO,P
59353001,tungsten-187,SNO,A
59353001,187-w,SNO,A
59365002,caraway oil,SNO,P
59375004,cd53 - cluster of differentiation antigen 53,SNO,P
59375004,cluster of differentiation antigen 53,SNO,A
59375004,lymphocyte antigen cd53,SNO,A
59386002,fetuin,SNO,P
59406000,blood group antibody krog,SNO,P
59414006,stercobilin,SNO,P
59431004,ketone,SNO,P
59435008,creatine phosphokinase isoenzyme,SNO,P
59435008,creatine kinase isoenzyme,SNO,A
59439002,conglutinogen,SNO,P
59440000,diglycidyl ether,SNO,P
59442008,nitric acid,SNO,P
59485004,haemoglobin koya dora,SNO,P
59485004,hemoglobin koya dora,SNO,A
59489005,calusterone,SNO,P
59497003,choline sulphotransferase,SNO,P
59497003,choline sulfotransferase,SNO,A
59501008,actinomycin lactonase,SNO,P
59525000,haemoglobin j-cape town,SNO,P
59525000,hemoglobin j-cape town,SNO,A
59525000,"hb 92(fg4), arg-gln",SNO,A
59526004,florantyrone,SNO,P
59533004,food additive,SNO,P
59541004,^175^tantalum,SNO,P
59541004,tantalum-175,SNO,A
59541004,175-ta,SNO,A
59542006,blood group antibody ib,SNO,P
59542006,blood group antibody bi,SNO,A
59545008,pesticide,SNO,P
59549002,fibrinogen milano ii,SNO,P
59549002,fibrinogen naples,SNO,A
59570008,iron binding protein,SNO,P
59570008,siderophilin,SNO,A
59570008,transferrin,SNO,A
59584003,mercurous sulphate,SNO,P
59584003,mercurous sulfate,SNO,A
59605005,blood group antigen whittaker,SNO,P
59610009,left lower lobe mucus,SNO,P
59718005,n-acylneuraminate-9-phosphate synthase,SNO,P
59723005,hla - human leucocyte antigen a31(19),SNO,P
59723005,hla - human leukocyte antigen a31(19),SNO,A
59723005,human leucocyte antigen a31(19),SNO,A
59723005,human leukocyte antigen a31(19),SNO,A
59723005,human leucocyte antigen a31,SNO,A
59723005,human leukocyte antigen a31,SNO,A
59723005,hla-a31 antigen,SNO,A
59732007,haemoglobin perspolis,SNO,P
59732007,hemoglobin perspolis,SNO,A
59732007,"hb 64(e13), asp-tyr",SNO,A
59737001,blood group antibody colton,SNO,P
