text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
arterial ischemia {p vascular insufficiency of limb} vasa previa - delivered,440441004 | Vascular insufficiency of limb (disorder),Positive,Confirmed,No laterality
ankylosis of metacarpophalangeal joint {p congenital absence of toe} edema of trunk,66345008 | Congenital absence of toe (disorder),Positive,Confirmed,No laterality
problem list {p deficiency of oxo-acid-lyase},124642002 | Deficiency of oxo-acid-lyase (disorder),Positive,Confirmed,No laterality
simple varicose veins {p primary degenerative dementia} animal bite of axilla,22381000119105 | Primary degenerative dementia (disorder),Positive,Confirmed,No laterality
degeneration of pupillary margin {p n syndrome} gastritis caused by bacterium,723410002 | N syndrome (disorder),Positive,Confirmed,No laterality
symptomatic fetishism {p application site blister} sinusoidal hemangioma,863890007 | Application site blister (disorder),Positive,Confirmed,No laterality
poisoning caused by nandrolone {p traumatic blister of elbow} speech and language disorder,271160001 | Traumatic blister of elbow (disorder),Positive,Confirmed,No laterality
bone marrow hyperplasia {p poisoning caused by phenolphthalein} intentional phenoxybenzamine poisoning,71277006 | Poisoning caused by phenolphthalein (disorder),Positive,Confirmed,No laterality
mitomycin adverse reaction {p acne keloid} hyperplasia of tonsils,238746008 | Acne keloid (disorder),Positive,Confirmed,No laterality
problems {p cerebral leukomalacia},276599001 | Cerebral leukomalacia (disorder),Positive,Confirmed,No laterality
contact urticaria artefacta {p naso-palatine duct cyst} entropion of eyelid,4749004 | Naso-palatine duct cyst (disorder),Positive,Confirmed,No laterality
tongue tip dyspraxia {p osteophyte of left hand} disruption of vessel repair,316581000119106 | Osteophyte of left hand (disorder),Positive,Confirmed,Left
multiple fractures of femur {p manus cava} cutaneous mastocytosis,45615004 | Manus cava (disorder),Positive,Confirmed,No laterality
old scarring of vulva {p pygomelus} common peroneal neuropathy,77976003 | Pygomelus (disorder),Positive,Confirmed,No laterality
infestation caused by pediculus {p primary adenocarcinoma of palate} chronic infective interstitial nephritis,721556000 | Primary adenocarcinoma of palate (disorder),Positive,Confirmed,No laterality
dystonia aphonia syndrome {p traumatic hemolytic anemia} crossed renal ectopia,371046004 | Traumatic hemolytic anemia (disorder),Positive,Confirmed,No laterality
descemetocele of bilateral eyes {p 1q21.1 microduplication syndrome} duodenorenal fistula,771337007 | 1q21.1 microduplication syndrome (disorder),Positive,Confirmed,No laterality
nail-patella syndrome {p genetic disorder of nail} wood splinter in cheek,402775007 | Genetic disorder of nail (disorder),Positive,Confirmed,No laterality
isolated lutropin deficiency {p ventricular hemorrhage} hydrolethalus syndrome,23276006 | Ventricular hemorrhage (disorder),Positive,Confirmed,No laterality
large bowel fistula {p residual hemorrhoidal skin tags} wood splinter in trunk,31704005 | Residual hemorrhoidal skin tags (disorder),Positive,Confirmed,No laterality
hematomyelia {p accidental alprazolam poisoning} hemorrhage from adenoid bed,291051001 | Accidental alprazolam poisoning (disorder),Positive,Confirmed,No laterality
radial blood vessel injury {p corneal subepithelial allograft rejection} poisoning by lophyrotoma interrupta,420571002 | Corneal subepithelial allograft rejection (disorder),Positive,Confirmed,No laterality
radiation damage to artery {p hypervitaminosis a} beta-mercaptolactate cysteine disulfiduria,64559002 | Hypervitaminosis A (disorder),Positive,Confirmed,No laterality
ulceration of colon {p 9p partial trisomy syndrome} downhill varices of esophagus,77527000 | 9p partial trisomy syndrome (disorder),Positive,Confirmed,No laterality
impression {p stereotypy habit disorder},5507002 | Stereotypy habit disorder (disorder),Positive,Confirmed,No laterality
addison melanoderma {p acute transient psychotic disorder} deficiency of prolinase,231489001 | Acute transient psychotic disorder (disorder),Positive,Confirmed,No laterality
irritant contact gingivostomatitis {p benign neoplasm of duodenum} intervillous thrombosis,92080005 | Benign neoplasm of duodenum (disorder),Positive,Confirmed,No laterality
intentional risperidone overdose {p vascular lesion of cord} acquired hypotonia,7870007 | Vascular lesion of cord (disorder),Positive,Confirmed,No laterality
acute duodenitis {p accidental ceftizoxime overdose} yellow fever,296718004 | Accidental ceftizoxime overdose (disorder),Positive,Confirmed,No laterality
"hypothyroid goiter, acquired {p refractory thrombocytopenia} pellet wound of shoulder",721304007 | Refractory thrombocytopenia (disorder),Positive,Confirmed,No laterality
macronodular cirrhosis {p injury of cardiac valve} chronic latent schizophrenia,762610001 | Injury of cardiac valve (disorder),Positive,Confirmed,No laterality
allergic vulvitis {p thickened dental follicle} neoplasm of sigmoid colon,235005006 | Thickened dental follicle (disorder),Positive,Confirmed,No laterality
azygos lobe of lung {p phalangeal microgeodic syndrome} accidental quinine poisoning,770761005 | Phalangeal microgeodic syndrome (disorder),Positive,Confirmed,No laterality
melanosis {p embryonal tumor of brain} peanut-induced anaphylaxis,254945000 | Embryonal tumor of brain (disorder),Positive,Confirmed,No laterality
abscess of myocardium {p onychomycosis of toenails} spiramycin adverse reaction,403059006 | Onychomycosis of toenails (disorder),Positive,Confirmed,No laterality
contracture of hip joint {p neurofibroma of head} pyloric antral atresia,687111000119102 | Neurofibroma of head (disorder),Positive,Confirmed,No laterality
secondary benign hypertension {p fetal tachycardia} ectopic tooth,240298005 | Fetal tachycardia (disorder),Positive,Confirmed,No laterality
problem list {p disorder of male perineum},700081008 | Disorder of male perineum (disorder),Positive,Confirmed,No laterality
chronic osteomyelitis {p congenital macrognathism} laceration of brachial vein,12458006 | Congenital macrognathism (disorder),Positive,Confirmed,No laterality
"hemorrhage of bile duct {p closed fracture calcaneus, extra-articular} inflammatory disorder of extremity","208677000 | Closed fracture calcaneus, extra-articular (disorder)",Positive,Confirmed,No laterality
cholecystolithiasis with obstruction {p chronic infective polyarthritis} varicose eczema,49761000 | Chronic infective polyarthritis (disorder),Positive,Confirmed,No laterality
acute phlegmonous appendicitis {p chronic suppurative thyroiditis} scleral discoloration,9476000 | Chronic suppurative thyroiditis (disorder),Positive,Confirmed,No laterality
drug-induced nail abnormality {p retropharyngeal lymphadenopathy} traumatic blister of scrotum,127091000 | Retropharyngeal lymphadenopathy (disorder),Positive,Confirmed,No laterality
functional abdominal pain syndrome {p perinatal arterial ischemic stroke} viral enteritis,722929005 | Perinatal arterial ischemic stroke (disorder),Positive,Confirmed,No laterality
sahelian zoonotic cutaneous leishmaniasis {p bursitis of right hip} senile hyperkeratosis,773968006 | Bursitis of right hip (disorder),Positive,Confirmed,Right
imp {p primary familial amyloid myopathy},237873000 | Primary familial amyloid myopathy (disorder),Positive,Confirmed,No laterality
synthetic cathinone dependence {p disorder of tooth development} laceration of esophagus,371136004 | Disorder of tooth development (disorder),Positive,Confirmed,No laterality
axis iv diagnosis {p inflammation of ligament} chronic oophoritis,443120002 | Inflammation of ligament (disorder),Positive,Confirmed,No laterality
transection of colon {p lye causing toxic effect} monostotic fibrous dysplasia,212836002 | Lye causing toxic effect (disorder),Positive,Confirmed,No laterality
dx {p rifampicin resistant tuberculosis},415345001 | Rifampicin resistant tuberculosis (disorder),Positive,Confirmed,No laterality
congenital bent ilium {p desquamative interstitial pneumonia} wolfram-like syndrome,8549006 | Desquamative interstitial pneumonia (disorder),Positive,Confirmed,No laterality
congenital retinoschisis {p deep venous thrombosis} tenosynovitis of elbow,128053003 | Deep venous thrombosis (disorder),Positive,Confirmed,No laterality
histoplasma duboisii with pericarditis {p aircraft rotating propeller injury} snowshoe hare meningitis,269685008 | Aircraft rotating propeller injury (disorder),Positive,Confirmed,No laterality
inactive tuberculosis of lung {p hypotonic disorder} traumatic balanitis,276633008 | Hypotonic disorder (disorder),Positive,Confirmed,No laterality
hereditary geniospasm {p influenza with encephalopathy} burn of cecum,74644004 | Influenza with encephalopathy (disorder),Positive,Confirmed,No laterality
antiphospholipid syndrome in pregnancy {p digital nerve lesion} cymopterus watsonii poisoning,298126007 | Digital nerve lesion (disorder),Positive,Confirmed,No laterality
edema of scrotum {p extraosseous calcifying odontogenic cyst} injury whilst playing football,698772008 | Extraosseous calcifying odontogenic cyst (disorder),Positive,Confirmed,No laterality
spironolactone adverse reaction {p stenosis of lacrimal punctum} transient hypothyrotropinemia,74783009 | Stenosis of lacrimal punctum (disorder),Positive,Confirmed,No laterality
ichthyosis vulgaris {p epileptic automatism} phocomelia,193004006 | Epileptic automatism (disorder),Positive,Confirmed,No laterality
deformity of bony orbit {p microcephaly-capillary malformation syndrome} hidradenitis suppurativa,703369003 | Microcephaly-capillary malformation syndrome (disorder),Positive,Confirmed,No laterality
focal hepatic necrosis {p traumatic arteriovenous fistula} disorder of vomer,234012008 | Traumatic arteriovenous fistula (disorder),Positive,Confirmed,No laterality
infection caused by probstmayria {p non-aneurysmal perimesencephalic subarachnoid hemorrhage} hyperornithinemia,704079000 | Non-aneurysmal perimesencephalic subarachnoid hemorrhage (disorder),Positive,Confirmed,No laterality
abscess of limb {p phlebitis of basilar sinus} non-hodgkin's lymphoma of testis,15705007 | Phlebitis of basilar sinus (disorder),Positive,Confirmed,No laterality
congenital nystagmus {p spinocerebellar ataxia type 11} platelet storage pool defect,719207000 | Spinocerebellar ataxia type 11 (disorder),Positive,Confirmed,No laterality
focal cystic hypertrophic gastropathy {p neoplasm of hand} infective myositis of back,126654000 | Neoplasm of hand (disorder),Positive,Confirmed,No laterality
insect bite of hand {p methyluracil compound toxicity} myopathy in hyperparathyroidism,80611006 | Methyluracil compound toxicity (disorder),Positive,Confirmed,No laterality
"aleukemic lymphoid leukemia {p hereditary cerebrovascular amyloidosis} 46, xx true hermaphrodite",237867001 | Hereditary cerebrovascular amyloidosis (disorder),Positive,Confirmed,No laterality
closed fracture of calcaneus {p paronychia of finger} amniotic cyst,444646006 | Paronychia of finger (disorder),Positive,Confirmed,No laterality
"thin basement membrane disease {p aplasia of uterine cervix} abrasion of ankle, infected",783095007 | Aplasia of uterine cervix (disorder),Positive,Confirmed,No laterality
lipomatous tumor {p congenital megalogastria} stimulus deprivation amblyopia,88035001 | Congenital megalogastria (disorder),Positive,Confirmed,No laterality
multiple fibroadenomas of breast {p deficiency of alanine dehydrogenase} subacute perimetritis,124168008 | Deficiency of alanine dehydrogenase (disorder),Positive,Confirmed,No laterality
malignant tumor of supraglottis {p thioridazine retinopathy} bladder inertia,312962006 | Thioridazine retinopathy (disorder),Positive,Confirmed,No laterality
dystrophy due to malnutrition {p left sided ulcerative colitis} small intestinal gangrene,445243001 | Left sided ulcerative colitis (disorder),Positive,Confirmed,No laterality
variation in hair color {p benzocaine adverse reaction} complete obstruction of intestine,292182002 | Benzocaine adverse reaction (disorder),Positive,Confirmed,No laterality
cervicovesical fistula {p injury of ulnar nerve} drug-induced dyskinesia,62745008 | Injury of ulnar nerve (disorder),Positive,Confirmed,No laterality
ulcer of thigh {p idiopathic generalized osteoporosis} acute hypercapnic respiratory failure,203429007 | Idiopathic generalized osteoporosis (disorder),Positive,Confirmed,No laterality
non-organic parasomnia {p procyclidine adverse reaction} exstrophy of bladder sequence,292547006 | Procyclidine adverse reaction (disorder),Positive,Confirmed,No laterality
tryptophanuria with dwarfism {p severe bodily distress disorder} accidental bupivacaine poisoning,764785006 | Severe bodily distress disorder (disorder),Positive,Confirmed,No laterality
postaxial tetramelic oligodactyly {p primary endomyocardial fibrosis cardiomyopathy} cyst of frontal sinus,68602002 | Primary endomyocardial fibrosis cardiomyopathy (disorder),Positive,Confirmed,No laterality
"vocal cord cyst {p intestinal microsporidiosis} duane's syndrome, type 2",240375004 | Intestinal microsporidiosis (disorder),Positive,Confirmed,No laterality
"kwashiorkor {p transection of pancreas} degloving injury, elbow area",262828008 | Transection of pancreas (disorder),Positive,Confirmed,No laterality
complication of laser surgery {p solitary bone cyst} neoplasm of presacral region,203467005 | Solitary bone cyst (disorder),Positive,Confirmed,No laterality
"regurgitant esophagitis {p behcet's syndrome, intestinal type} jadassohn-pellizzari anetoderma","54034003 | Behcet's syndrome, intestinal type (disorder)",Positive,Confirmed,No laterality
vigabatrin poisoning {p syphilitic peritonitis} methamphetamine abuse,34964002 | Syphilitic peritonitis (disorder),Positive,Confirmed,No laterality
hemangioma of spleen {p open wound of thorax} infection caused by microsomacanthus,733212000 | Open wound of thorax (disorder),Positive,Confirmed,No laterality
injury of lymphatic system {p exposure of tooth pulp} injury of ribs,370484007 | Exposure of tooth pulp (disorder),Positive,Confirmed,No laterality
adrenal carcinoma {p acute selenium poisoning} hyperchloremia,32387000 | Acute selenium poisoning (disorder),Positive,Confirmed,No laterality
acquired myogenic ptosis {p choroiditis of bilateral eyes} fracture of maxilla,346871000119101 | Choroiditis of bilateral eyes (disorder),Positive,Confirmed,Bilateral
impression {p oculocerebrofacial syndrome kaufman type},722056009 | Oculocerebrofacial syndrome Kaufman type (disorder),Positive,Confirmed,No laterality
"thanatophoric dysplasia, type 2 {p acetyl-coa: carboxylase deficiency} tracheobronchitis caused by aspergillus",4920001 | Acetyl-CoA: carboxylase deficiency (disorder),Positive,Confirmed,No laterality
subluxation of sternum {p injury of radial artery} eye infection,34173009 | Injury of radial artery (disorder),Positive,Confirmed,No laterality
"brachydactyly type a6 {p atopic dermatitis} traumatic amputation, through shoulder",24079001 | Atopic dermatitis (disorder),Positive,Confirmed,No laterality
dx {p refractory acute lymphoid leukemia},12311000132101 | Refractory acute lymphoid leukemia (disorder),Positive,Confirmed,No laterality
progressive cerebellar ataxia {p traumatic alopecia} motor epilepsy,67488005 | Traumatic alopecia (disorder),Positive,Confirmed,No laterality
seborrheic eczema-like eruption {p total generalized choroidal dystrophy} epidemic cervical myalgia,19871000 | Total generalized choroidal dystrophy (disorder),Positive,Confirmed,No laterality
classical zoonotic cutaneous leishmaniasis {p transient hyperprolactinemia} infection of scrotum,91377003 | Transient hyperprolactinemia (disorder),Positive,Confirmed,No laterality
insulin adverse reaction {p hypotaurodontism} skin ulcer of nose,698189006 | Hypotaurodontism (disorder),Positive,Confirmed,No laterality
impression {p osmotic diarrhea},2946003 | Osmotic diarrhea (disorder),Positive,Confirmed,No laterality
rupture anterior tibial artery {p acute meningococcal pericarditis} new daily persistent headache,194906004 | Acute meningococcal pericarditis (disorder),Positive,Confirmed,No laterality
infectious disease {p nitrofurantoin adverse reaction} dog bite of buttock,292940002 | Nitrofurantoin adverse reaction (disorder),Positive,Confirmed,No laterality
dx {p acute gastric mucosal erosion},18665000 | Acute gastric mucosal erosion (disorder),Positive,Confirmed,No laterality
subchronic residual schizophrenia {p cyst of lung} recurrent ganglion of hand,275504005 | Cyst of lung (disorder),Positive,Confirmed,No laterality
postural seizure {p grandiose delusion disorder} post traumatic osteoarthritis,47447001 | Grandiose delusion disorder (disorder),Positive,Confirmed,No laterality
lichen sclerosus {p pelvic abscess} hyperoxaluria,111367007 | Pelvic abscess (disorder),Positive,Confirmed,No laterality
benign neoplasm of pons {p acute schizophrenia-like psychotic disorder} conjunctival intraepithelial neoplasia,278853003 | Acute schizophrenia-like psychotic disorder (disorder),Positive,Confirmed,No laterality
congenital subluxation of carpus {p sleep terror disorder} centrofacial lentiginosis syndrome,89675003 | Sleep terror disorder (disorder),Positive,Confirmed,No laterality
endocarditis - typhoid {p atrophy of right kidney} sinus pericranii,765774003 | Atrophy of right kidney (disorder),Positive,Confirmed,Right
external esophageal fistula {p bronchocentric granulomatosis} superficial injury of face,111901001 | Bronchocentric granulomatosis (disorder),Positive,Confirmed,No laterality
atrophy of vas deferens {p renal dysplasia} methotrexate adverse reaction,204949001 | Renal dysplasia (disorder),Positive,Confirmed,No laterality
acute scleroderma renal crisis {p perirenal pseudocyst} abscess of pulmonary valve,370488005 | Perirenal pseudocyst (disorder),Positive,Confirmed,No laterality
barotitis externa {p pericardial effusion} femoral popliteal occlusion,373945007 | Pericardial effusion (disorder),Positive,Confirmed,No laterality
abscess of cheek {p angiomatosis of retina} burn contracture of skin,232073009 | Angiomatosis of retina (disorder),Positive,Confirmed,No laterality
lacrimal fistula {p cut of calf} esophageal fistula,283437002 | Cut of calf (disorder),Positive,Confirmed,No laterality
procarbazine poisoning {p cucumis species poisoning} acquired ptosis of eyelid,66774001 | Cucumis species poisoning (disorder),Positive,Confirmed,No laterality
focal cutaneous mucinosis {p psoriasis} 6q25 microdeletion syndrome,9014002 | Psoriasis (disorder),Positive,Confirmed,No laterality
neoplasm of lower limb {p chronic toxic interstitial nephritis} abdominal organomegaly,236523000 | Chronic toxic interstitial nephritis (disorder),Positive,Confirmed,No laterality
lorazepam adverse reaction {p symptomatic late congenital syphilis} rectal skin tag,735515000 | Symptomatic late congenital syphilis (disorder),Positive,Confirmed,No laterality
presbyopia {p hypercalciuria} carcinoma of glans penis,71938000 | Hypercalciuria (disorder),Positive,Confirmed,No laterality
dislocated nasal septum {p diencephalic syndrome of infancy} paralysis of glottis,45740001 | Diencephalic syndrome of infancy (disorder),Positive,Confirmed,No laterality
disturbance of salivary secretion {p tache noire} acute overdose,409987005 | Tache noire (disorder),Positive,Confirmed,No laterality
anti-a sensitization in pregnancy {p hydroxyzine overdose} accidental clorazepate overdose,296433008 | Hydroxyzine overdose (disorder),Positive,Confirmed,No laterality
contusion of trunk {p inflammatory myofibroblastic tumor} visceral decompression injury,771233008 | Inflammatory myofibroblastic tumor (disorder),Positive,Confirmed,No laterality
melorheostosis {p diagnostic agent poisoning} glycine max poisoning,290316006 | Diagnostic agent poisoning (disorder),Positive,Confirmed,No laterality
mixed hypercholesterolemia and hypertriglyceridemia {p restrictive strabismus} stickler syndrome type 1,428459007 | Restrictive strabismus (disorder),Positive,Confirmed,No laterality
accidental etomidate overdose {p flunitrazepam overdose} calcification of bladder,296054005 | Flunitrazepam overdose (disorder),Positive,Confirmed,No laterality
accidental baclofen overdose {p pseudochromhidrosis} acute osteomyelitis of mandible,238756007 | Pseudochromhidrosis (disorder),Positive,Confirmed,No laterality
problem list {p congenital bent ilium},92984004 | Congenital bent ilium (disorder),Positive,Confirmed,No laterality
problem list {p drug-induced intensive care psychosis},231451006 | Drug-induced intensive care psychosis (disorder),Positive,Confirmed,No laterality
impression {p hodgkin's granuloma of spleen},93536009 | Hodgkin's granuloma of spleen (disorder),Positive,Confirmed,No laterality
blood pigmentation of cornea {p arthropathy in crohn's disease} ergotamine withdrawal,201728006 | Arthropathy in Crohn's disease (disorder),Positive,Confirmed,No laterality
ampicillin overdose {p blepharoconjunctivitis of left eye} contracture of sternomastoid,770774004 | Blepharoconjunctivitis of left eye (disorder),Positive,Confirmed,Left
hemorrhage associated with implant {p intentional gentamicin poisoning} poisoning caused by busulfan,291482007 | Intentional gentamicin poisoning (disorder),Positive,Confirmed,No laterality
renal hematuria {p primary angle-closure glaucoma} intentional methadone overdose,392288006 | Primary angle-closure glaucoma (disorder),Positive,Confirmed,No laterality
facial wart {p empty vitreous} ipratropium adverse reaction,232077005 | Empty vitreous (disorder),Positive,Confirmed,No laterality
notching of ribs {p congenital absence of ilium} deficiency of carbamate kinase,91888004 | Congenital absence of ilium (disorder),Positive,Confirmed,No laterality
injury of thigh {p laser-induced hypopigmentation} intentional fluphenazine enanthate overdose,403698000 | Laser-induced hypopigmentation (disorder),Positive,Confirmed,No laterality
melanosis coli {p intentional lormetazepam overdose} monoplegia of lower limb,296068003 | Intentional lormetazepam overdose (disorder),Positive,Confirmed,No laterality
traumatic arterial perforation {p lipoma of hand} local tumor spread,188997007 | Lipoma of hand (disorder),Positive,Confirmed,No laterality
carbuncle of ankle {p postoperative irregular astigmatism} superficial metal foreign body,2921000119101 | Postoperative irregular astigmatism (disorder),Positive,Confirmed,No laterality
dx {p accidental erythromycin poisoning},291492004 | Accidental erythromycin poisoning (disorder),Positive,Confirmed,No laterality
goiter due to thyroiditis {p midbrain corectopia} allium species poisoning,404692007 | Midbrain corectopia (disorder),Positive,Confirmed,No laterality
disorder of extremity {p fetal pericardial effusion} medullary thyroid carcinoma,462164009 | Fetal pericardial effusion (disorder),Positive,Confirmed,No laterality
congenital hypoplasia of nose {p acute perforated appendicitis} deficiency of glucose oxidase,286967008 | Acute perforated appendicitis (disorder),Positive,Confirmed,No laterality
mefruside adverse reaction {p sepsis syndrome} ulnar mammary syndrome,238150007 | Sepsis syndrome (disorder),Positive,Confirmed,No laterality
deficiency of tryptophan 5-monooxygenase {p follicular lymphoma grade 3} eosinophilic nonallergic rhinitis,847651000000100 | Follicular lymphoma grade 3 (disorder),Positive,Confirmed,No laterality
complicated hereditary spastic paraplegia {p human bite - wound} chronic superficial gastritis,262555007 | Human bite - wound (disorder),Positive,Confirmed,No laterality
diaphragmatic trichiniasis {p fetal fluid retention} congenital lamellar cataract,462159005 | Fetal fluid retention (disorder),Positive,Confirmed,No laterality
episodic idiopathic urticaria {p anterior tongue taste disorder} diastasis of muscle,37481009 | Anterior tongue taste disorder (disorder),Positive,Confirmed,No laterality
human bite of ankle {p triangular fibrocartilage tear} accidental flunitrazepam overdose,202333005 | Triangular fibrocartilage tear (disorder),Positive,Confirmed,No laterality
impression {p progressive myoclonic epilepsy},267581004 | Progressive myoclonic epilepsy (disorder),Positive,Confirmed,No laterality
pamidronic acid-induced uveitis {p lymphoproliferative disorder following transplantation} cerebral vasculitis,254290004 | Lymphoproliferative disorder following transplantation (disorder),Positive,Confirmed,No laterality
clindamycin adverse reaction {p deficiency of urease} sentinel pile,124510004 | Deficiency of urease (disorder),Positive,Confirmed,No laterality
bone widening at ends {p syphilis of lung} tuberculosis of skin,8555001 | Syphilis of lung (disorder),Positive,Confirmed,No laterality
changuinola virus disease {p congenital small anus} abscess of tendon sheath,93395007 | Congenital small anus (disorder),Positive,Confirmed,No laterality
imp {p poisoning caused by vasodilator},111768004 | Poisoning caused by vasodilator (disorder),Positive,Confirmed,No laterality
scoliosis in neurofibromatosis {p carcinoma of splenic flexure} cryopathy,312115000 | Carcinoma of splenic flexure (disorder),Positive,Confirmed,Left
infection of prepatellar bursa {p atrophy of penis} schnitzler syndrome,198037006 | Atrophy of penis (disorder),Positive,Confirmed,No laterality
epidermal burn of thigh {p burn of scrotum} charcot-marie-tooth disease type 4b1,283953009 | Burn of scrotum (disorder),Positive,Confirmed,No laterality
"depressed bipolar i disorder {p superficial injury of buttock} traumatic amputation, through ankle",274186007 | Superficial injury of buttock (disorder),Positive,Confirmed,No laterality
etiocholanolone fever {p high altitude pulmonary edema} idiopathic interstitial tubulonephritis,233707008 | High altitude pulmonary edema (disorder),Positive,Confirmed,No laterality
lymph vessel infarction {p perianal amebiasis} postpartum gestational diabetes mellitus,399924003 | Perianal amebiasis (disorder),Positive,Confirmed,No laterality
immune neutropenia {p furuncle of breast} familial erythrocytosis,36688000 | Furuncle of breast (disorder),Positive,Confirmed,No laterality
inflammatory odontogenic cyst {p hypertrichosis universalis} tensaw encephalitis,201163007 | Hypertrichosis universalis (disorder),Positive,Confirmed,No laterality
sporadic primary pulmonary hypertension {p intentional tolazoline poisoning} intentional sulindac poisoning,1144826008 | Intentional tolazoline poisoning (disorder),Positive,Confirmed,No laterality
nefazodone adverse reaction {p accidental diphenylpyraline poisoning} hypertaurodontism,291345004 | Accidental diphenylpyraline poisoning (disorder),Positive,Confirmed,No laterality
purple glove syndrome {p lymph node sarcoidosis} colostomy stenosis,64757003 | Lymph node sarcoidosis (disorder),Positive,Confirmed,No laterality
pharyngocutaneous fistula {p duffy isoimmunization in pregnancy} adult bronchiectasis,237303006 | Duffy isoimmunization in pregnancy (disorder),Positive,Confirmed,No laterality
disorder of skin appendage {p tumor of lung parenchyma} neonatal chlamydial conjunctivitis,254624009 | Tumor of lung parenchyma (disorder),Positive,Confirmed,No laterality
intentional ethopropazine poisoning {p whiplash shaken infant syndrome} accidental hydroxyzine overdose,276473005 | Whiplash shaken infant syndrome (disorder),Positive,Confirmed,No laterality
traumatic skin ulcer {p cortical visual impairment} thoracic neuritis,413924001 | Cortical visual impairment (disorder),Positive,Confirmed,No laterality
frontal dynamic dysphasia {p lidoflazine adverse reaction} ureteric fistula to urethra,292453009 | Lidoflazine adverse reaction (disorder),Positive,Confirmed,No laterality
impression {p millipede burn},403154004 | Millipede burn (disorder),Positive,Confirmed,No laterality
accidental antileprotic drug poisoning {p candidal meningitis} birth injury to scalp,45021001 | Candidal meningitis (disorder),Positive,Confirmed,No laterality
resolving infantile idiopathic scoliosis {p chickenpox pneumonia} partial chromosome y deletion,195911009 | Chickenpox pneumonia (disorder),Positive,Confirmed,No laterality
hypersecretion of ovarian progesterone {p chlordiazepoxide adverse reaction} craniometadiaphyseal dysplasia,292352000 | Chlordiazepoxide adverse reaction (disorder),Positive,Confirmed,No laterality
miscarriage complicated by shock {p hyperplastic lymph vessel} deficiency of cholesterol oxidase,234112005 | Hyperplastic lymph vessel (disorder),Positive,Confirmed,No laterality
deficiency of hyaluronoglucosaminidase {p juvenile ankylosing spondylitis} edema of nasopharynx,239805001 | Juvenile ankylosing spondylitis (disorder),Positive,Confirmed,No laterality
desipramine overdose {p entoptic phenomenon} neoplasm of nervous system,421809001 | Entoptic phenomenon (disorder),Positive,Confirmed,No laterality
"transient hypertension of pregnancy {p infection of lacrimal gland} open division, lumbar ligament",721256001 | Infection of lacrimal gland (disorder),Positive,Confirmed,No laterality
steam burn of skin {p segmental infantile hemangioma} guinea-worm ulcer,1010659006 | Segmental infantile hemangioma (disorder),Positive,Confirmed,No laterality
benzocaine overdose {p vulval hematoma in labor} persistent infection,249217005 | Vulval hematoma in labor (disorder),Positive,Confirmed,No laterality
pneumococcal infectious disease {p accidental chlorothiazide poisoning} penta x syndrome,291963009 | Accidental chlorothiazide poisoning (disorder),Positive,Confirmed,No laterality
pacemaker battery depletion {p intracranial granuloma} neoplasm of fibula,292891000119104 | Intracranial granuloma (disorder),Positive,Confirmed,No laterality
hemorrhage in putamen {p acute multiple gingival abscesses} mucinosis affecting skin,707235000 | Acute multiple gingival abscesses (disorder),Positive,Confirmed,No laterality
suprahepatic abscess {p hepatic granuloma} syndactyly of thumb,714253009 | Hepatic granuloma (disorder),Positive,Confirmed,No laterality
prosthetic aortic valve failure {p inconsistent gingival margin} leukocyte glucose-6-phosphate dehydrogenase deficiency,716714003 | Inconsistent gingival margin (disorder),Positive,Confirmed,No laterality
delusional disorder {p pancreatic steatorrhea} cataleptic schizophrenia,54576000 | Pancreatic steatorrhea (disorder),Positive,Confirmed,No laterality
familial hypokalemic periodic paralysis {p female pelvic floor dysfunction} myelitis caused by plasmodium,724471003 | Female pelvic floor dysfunction (disorder),Positive,Confirmed,No laterality
imp {p acquired lactase deficiency},60414003 | Acquired lactase deficiency (disorder),Positive,Confirmed,No laterality
erythromelalgia {p laceration of right buttock} superficial incised wound,10904511000119107 | Laceration of right buttock (disorder),Positive,Confirmed,Right
tenoxicam adverse reaction {p hallucinogen hallucinosis} adenoiditis,32009006 | Hallucinogen hallucinosis (disorder),Positive,Confirmed,No laterality
air conduction deafness {p cellulitis of parapharyngeal space} hypostasis,109362006 | Cellulitis of parapharyngeal space (disorder),Positive,Confirmed,No laterality
osteocraniostenosis {p desultory labor} heat exhaustion,79179003 | Desultory labor (disorder),Positive,Confirmed,No laterality
microsporidia keratoconjunctivitis {p 2q31.1 microdeletion syndrome} supereruption of unopposed tooth,716387004 | 2q31.1 microdeletion syndrome (disorder),Positive,Confirmed,No laterality
infection caused by parascaris {p mild pulmonary valve stenosis} spindle cell rhabdomyosarcoma,838538002 | Mild pulmonary valve stenosis (disorder),Positive,Confirmed,No laterality
hematoma of oral cavity {p cerebellar stroke} poisoning caused by spiramycin,16371781000119100 | Cerebellar stroke (disorder),Positive,Confirmed,No laterality
nevus of conjunctiva {p injury of chest wall} rupture of shoulder ligament,65978000 | Injury of chest wall (disorder),Positive,Confirmed,No laterality
chronic disease-related malnutrition {p central vestibular nystagmus} chronic vulvitis,307675005 | Central vestibular nystagmus (disorder),Positive,Confirmed,No laterality
hematoma of right orbit {p injury following alcohol use} burn of ovary,984801000000105 | Injury following alcohol use (disorder),Positive,Confirmed,No laterality
