text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
ddx {p infection of cervical spine},203217000 | Infection of cervical spine (disorder),Irrelevant,Confirmed,No laterality
daughter has {p postnatal hypoxic encephalopathy},277479000 | Postnatal hypoxic encephalopathy (disorder),Irrelevant,Confirmed,No laterality
cousin suffers from {p closed fracture of scapula},29749002 | Closed fracture of scapula (disorder),Irrelevant,Confirmed,No laterality
spouse feels {p hepatic schistosomal granuloma},240791003 | Hepatic schistosomal granuloma (disorder),Irrelevant,Confirmed,No laterality
brothers {p chronic clonorchiasis},240801003 | Chronic clonorchiasis (disorder),Irrelevant,Confirmed,No laterality
worried about {p hyphema},75229002 | Hyphema (disorder),Irrelevant,Confirmed,No laterality
relative suffers from {p stricture of hepaticojejunal anastomosis},314945000 | Stricture of hepaticojejunal anastomosis (disorder),Irrelevant,Confirmed,No laterality
department of {p traumatic dislocation of sternum},125612008 | Traumatic dislocation of sternum (disorder),Irrelevant,Confirmed,No laterality
wifes feels {p lupus erythematosus-associated anetoderma},403503008 | Lupus erythematosus-associated anetoderma (disorder),Irrelevant,Confirmed,No laterality
family history of {p benign neoplasm of prostate},92308005 | Benign neoplasm of prostate (disorder),Irrelevant,Confirmed,No laterality
fear of {p gastrojejunal ulcer},16121001 | Gastrojejunal ulcer (disorder),Irrelevant,Confirmed,No laterality
friend suffers from {p complex partial epileptic seizure},407675009 | Complex partial epileptic seizure (disorder),Irrelevant,Confirmed,No laterality
friend suffers from {p seborrheic dermatitis of scalp},156329007 | Seborrheic dermatitis of scalp (disorder),Irrelevant,Confirmed,No laterality
"{p congenital adrenal hypoplasia, x-linked} risk score","237764004 | Congenital adrenal hypoplasia, X-linked (disorder)",Irrelevant,Confirmed,No laterality
{p candida retinitis} risk assessment,231990003 | Candida retinitis (disorder),Irrelevant,Confirmed,No laterality
partner feels {p perinatal respiratory failure},91581004 | Perinatal respiratory failure (disorder),Irrelevant,Confirmed,No laterality
uncle has {p fracture of radial head},263196008 | Fracture of radial head (disorder),Irrelevant,Confirmed,No laterality
family history of {p bifid patella},79214007 | Bifid patella (disorder),Irrelevant,Confirmed,No laterality
{p tonsillitis} risk score,90176007 | Tonsillitis (disorder),Irrelevant,Confirmed,No laterality
mother {p accidental overdose by codeine},295171003 | Accidental overdose by codeine (disorder),Irrelevant,Confirmed,No laterality
family history of {p undetermined cell histiocytosis},404168000 | Undetermined cell histiocytosis (disorder),Irrelevant,Confirmed,No laterality
brother feels {p laceration of calf},283389006 | Laceration of calf (disorder),Irrelevant,Confirmed,No laterality
fhx {p leiomyosarcoma of lower esophagus},448229007 | Leiomyosarcoma of lower esophagus (disorder),Irrelevant,Confirmed,No laterality
ddx {p delirium following surgical procedure},771418002 | Delirium following surgical procedure (disorder),Irrelevant,Confirmed,No laterality
grandparent has {p insect bite of genitalia},283338006 | Insect bite of genitalia (disorder),Irrelevant,Confirmed,No laterality
fear of {p obturator hernia with obstruction},61456005 | Obturator hernia with obstruction (disorder),Irrelevant,Confirmed,No laterality
relative suffers from {p undescended right testicle},1010569005 | Undescended right testicle (disorder),Irrelevant,Confirmed,Right
brothers {p secondary syphilis of liver},80770009 | Secondary syphilis of liver (disorder),Irrelevant,Confirmed,No laterality
explained about {p thoracic post-laminectomy syndrome},202724006 | Thoracic post-laminectomy syndrome (disorder),Irrelevant,Confirmed,No laterality
fhx {p cap polyp},313325007 | Cap polyp (disorder),Irrelevant,Confirmed,No laterality
son {p rh incompatibility reaction},88924008 | Rh incompatibility reaction (disorder),Irrelevant,Confirmed,No laterality
sisters suffers from {p zuclopenthixol poisoning},291219005 | Zuclopenthixol poisoning (disorder),Irrelevant,Confirmed,No laterality
risk of {p pressure ulcer of back},225558004 | Pressure ulcer of back (disorder),Irrelevant,Confirmed,No laterality
family has {p infantile beriberi},238126005 | Infantile beriberi (disorder),Irrelevant,Confirmed,No laterality
family hist {p nervous diarrhea},11003002 | Nervous diarrhea (disorder),Irrelevant,Confirmed,No laterality
wifes feels {p nefopam adverse reaction},292084004 | Nefopam adverse reaction (disorder),Irrelevant,Confirmed,No laterality
discussion about {p destructive arthritis of spine},1153391002 | Destructive arthritis of spine (disorder),Irrelevant,Confirmed,No laterality
ddx {p wound of abdomen},725155003 | Wound of abdomen (disorder),Irrelevant,Confirmed,No laterality
mum {p perinatal hepatitis},276551001 | Perinatal hepatitis (disorder),Irrelevant,Confirmed,No laterality
fear of {p poisoning caused by sulfadiazine},28800007 | Poisoning caused by sulfadiazine (disorder),Irrelevant,Confirmed,No laterality
"{p closed fracture fibula, neck} precautions","208615001 | Closed fracture fibula, neck (disorder)",Irrelevant,Confirmed,No laterality
discussion about {p radiation therapy complication},212904005 | Radiation therapy complication (disorder),Irrelevant,Confirmed,No laterality
relation {p accessory adrenal cortex},7322007 | Accessory adrenal cortex (disorder),Irrelevant,Confirmed,No laterality
explained about {p vasodilator overdose},297074007 | Vasodilator overdose (disorder),Irrelevant,Confirmed,No laterality
family history of {p knife-edged edentulous alveolar ridge},109681007 | Knife-edged edentulous alveolar ridge (disorder),Irrelevant,Confirmed,No laterality
sibling had {p deafmutism-retinal degeneration syndrome},79442007 | Deafmutism-retinal degeneration syndrome (disorder),Irrelevant,Confirmed,No laterality
dept of {p double uterus affecting pregnancy},21346009 | Double uterus affecting pregnancy (disorder),Irrelevant,Confirmed,No laterality
{p hymenolepiasis} risk score,44917000 | Hymenolepiasis (disorder),Irrelevant,Confirmed,No laterality
son has {p intentional cephalexin overdose},296676002 | Intentional cephalexin overdose (disorder),Irrelevant,Confirmed,No laterality
sister suffers from {p selegiline overdose},296286009 | Selegiline overdose (disorder),Irrelevant,Confirmed,No laterality
wifes {p chronic mycotic otitis externa},111898002 | Chronic mycotic otitis externa (disorder),Irrelevant,Confirmed,No laterality
sibling had {p hypoadrenergic postural hypotension},70247006 | Hypoadrenergic postural hypotension (disorder),Irrelevant,Confirmed,No laterality
family history of {p urethral wart},426479005 | Urethral wart (disorder),Irrelevant,Confirmed,No laterality
spouse suffers from {p blast injury to intestines},242007009 | Blast injury to intestines (disorder),Irrelevant,Confirmed,No laterality
family member feels {p acute multiple gingival abscesses},707235000 | Acute multiple gingival abscesses (disorder),Irrelevant,Confirmed,No laterality
friend feels {p chloramphenicol adverse reaction},293057006 | Chloramphenicol adverse reaction (disorder),Irrelevant,Confirmed,No laterality
{p subluxation of lens} risk score,65814009 | Subluxation of lens (disorder),Irrelevant,Confirmed,No laterality
family suffers from {p aortic valve sclerosis},67754003 | Aortic valve sclerosis (disorder),Irrelevant,Confirmed,No laterality
daughter had {p melanosis},414662006 | Melanosis (disorder),Irrelevant,Confirmed,No laterality
discussion about {p centriacinar emphysema},68328006 | Centriacinar emphysema (disorder),Irrelevant,Confirmed,No laterality
dept of {p intentional mustine poisoning},290620003 | Intentional mustine poisoning (disorder),Irrelevant,Confirmed,No laterality
husband feels {p detrusor and sphincter dyssynergia},236655005 | Detrusor and sphincter dyssynergia (disorder),Irrelevant,Confirmed,No laterality
family had {p contusion of prostate},283928006 | Contusion of prostate (disorder),Irrelevant,Confirmed,No laterality
department of {p disorder of glenohumeral joint},430940009 | Disorder of glenohumeral joint (disorder),Irrelevant,Confirmed,No laterality
mother suffers from {p retroperitoneal hematoma},236002003 | Retroperitoneal hematoma (disorder),Irrelevant,Confirmed,No laterality
wifes has {p accidental phenazocine overdose},295145002 | Accidental phenazocine overdose (disorder),Irrelevant,Confirmed,No laterality
wife has {p angiomyxoma},404083008 | Angiomyxoma (disorder),Irrelevant,Confirmed,No laterality
grandfather has {p levator ani syndrome},1187941000000106 | Levator ani syndrome (disorder),Irrelevant,Confirmed,No laterality
friend {p histiocytoid mitochondrial cardiomyopathy},472317002 | Histiocytoid mitochondrial cardiomyopathy (disorder),Irrelevant,Confirmed,No laterality
cousin {p primary pulmonary hypoplasia},277656005 | Primary pulmonary hypoplasia (disorder),Irrelevant,Confirmed,No laterality
ddx {p rupture of gallbladder},22788004 | Rupture of gallbladder (disorder),Irrelevant,Confirmed,No laterality
sisters {p supraspinatus tear},399346004 | Supraspinatus tear (disorder),Irrelevant,Confirmed,No laterality
friend had {p malignant melanoma of thumb},188065005 | Malignant melanoma of thumb (disorder),Irrelevant,Confirmed,No laterality
husband has {p conjunctivitis caused by drug},827074008 | Conjunctivitis caused by drug (disorder),Irrelevant,Confirmed,No laterality
{p cervical myelocystocele} risk score,203996001 | Cervical myelocystocele (disorder),Irrelevant,Confirmed,No laterality
friend had {p knife-edged edentulous alveolar ridge},109681007 | Knife-edged edentulous alveolar ridge (disorder),Irrelevant,Confirmed,No laterality
fhx {p homozygous porphyria cutanea tarda},111386004 | Homozygous porphyria cutanea tarda (disorder),Irrelevant,Confirmed,No laterality
brothers has {p sulfadimidine adverse reaction},293039005 | Sulfadimidine adverse reaction (disorder),Irrelevant,Confirmed,No laterality
cousin had {p arteriovenous graft occlusion},280970000 | Arteriovenous graft occlusion (disorder),Irrelevant,Confirmed,No laterality
risk of {p benign islet cell tumor},269480005 | Benign islet cell tumor (disorder),Irrelevant,Confirmed,No laterality
{p synovial osteochondromatosis of ankle} risk assessment,202588005 | Synovial osteochondromatosis of ankle (disorder),Irrelevant,Confirmed,No laterality
sisters {p linear porokeratosis},238631008 | Linear porokeratosis (disorder),Irrelevant,Confirmed,No laterality
{p primary osteosarcoma of pelvis} precautions,440397000 | Primary osteosarcoma of pelvis (disorder),Irrelevant,Confirmed,No laterality
{p female urinary-genital tract fistula} risk score,12011009 | Female urinary-genital tract fistula (disorder),Irrelevant,Confirmed,No laterality
concerned about {p isolated hyperchlorhidrosis},709413001 | Isolated hyperchlorhidrosis (disorder),Irrelevant,Confirmed,No laterality
sibling has {p centriacinar emphysema},68328006 | Centriacinar emphysema (disorder),Irrelevant,Confirmed,No laterality
discussed {p cystoid macular edema},193387007 | Cystoid macular edema (disorder),Irrelevant,Confirmed,No laterality
worried {p sleep hypoventilation},443760008 | Sleep hypoventilation (disorder),Irrelevant,Confirmed,No laterality
friend {p accidental thonzylamine overdose},296426008 | Accidental thonzylamine overdose (disorder),Irrelevant,Confirmed,No laterality
family history of {p congenital malposition of thymus},93361008 | Congenital malposition of thymus (disorder),Irrelevant,Confirmed,No laterality
relation suffers from {p monarticular juvenile rheumatoid arthritis},201799006 | Monarticular juvenile rheumatoid arthritis (disorder),Irrelevant,Confirmed,No laterality
ddx {p solitary sacroiliitis},239815007 | Solitary sacroiliitis (disorder),Irrelevant,Confirmed,No laterality
relative {p postoperative aspiration pneumonia},438764004 | Postoperative aspiration pneumonia (disorder),Irrelevant,Confirmed,No laterality
spouse suffers from {p sulfatemia},123810000 | Sulfatemia (disorder),Irrelevant,Confirmed,No laterality
uncle had {p lumbar hemivertebra - unbalanced},205432007 | Lumbar hemivertebra - unbalanced (disorder),Irrelevant,Confirmed,No laterality
fear of {p congenital bronchomalacia},95468000 | Congenital bronchomalacia (disorder),Irrelevant,Confirmed,No laterality
explained about {p acquired partial lipodystrophy},75659004 | Acquired partial lipodystrophy (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p pathological fracture of pelvis},426115002 | Pathological fracture of pelvis (disorder),Irrelevant,Confirmed,No laterality
father had {p renal infarction - arterial},236490006 | Renal infarction - arterial (disorder),Irrelevant,Confirmed,No laterality
"grandmother feels {p spondylolisthesis, grade 2}","62620001 | Spondylolisthesis, grade 2 (disorder)",Irrelevant,Confirmed,No laterality
dad feels {p lingual myositis},93155003 | Lingual myositis (disorder),Irrelevant,Confirmed,No laterality
{p beta-mercaptolactate cysteine disulfiduria} risk assessment,784373007 | Beta-mercaptolactate cysteine disulfiduria (disorder),Irrelevant,Confirmed,No laterality
son had {p stab wound of wrist},283465000 | Stab wound of wrist (disorder),Irrelevant,Confirmed,No laterality
relative has {p suppurative labyrinthitis},24817009 | Suppurative labyrinthitis (disorder),Irrelevant,Confirmed,No laterality
explained about {p sclerosing osteomyelitis},708057002 | Sclerosing osteomyelitis (disorder),Irrelevant,Confirmed,No laterality
grandparent feels {p brachydactyly type b2},770406002 | Brachydactyly type B2 (disorder),Irrelevant,Confirmed,No laterality
daughter feels {p accidental ergot alkaloid overdose},297071004 | Accidental ergot alkaloid overdose (disorder),Irrelevant,Confirmed,No laterality
family hist {p pieris japonica poisoning},83756005 | Pieris japonica poisoning (disorder),Irrelevant,Confirmed,No laterality
discussion about {p homozygous protein s deficiency},441189007 | Homozygous protein S deficiency (disorder),Irrelevant,Confirmed,No laterality
friend has {p methacholine adverse reaction},292468005 | Methacholine adverse reaction (disorder),Irrelevant,Confirmed,No laterality
mum {p polyp of nasal cavity},736500007 | Polyp of nasal cavity (disorder),Irrelevant,Confirmed,No laterality
concerned about {p carcinoma of parotid gland},254462001 | Carcinoma of parotid gland (disorder),Irrelevant,Confirmed,No laterality
grandfather suffers from {p telangiectasia disorder},247479008 | Telangiectasia disorder (disorder),Irrelevant,Confirmed,No laterality
grandmother suffers from {p intentional viloxazine poisoning},290929000 | Intentional viloxazine poisoning (disorder),Irrelevant,Confirmed,No laterality
wife feels {p accidental dacarbazine overdose},295655004 | Accidental dacarbazine overdose (disorder),Irrelevant,Confirmed,No laterality
discussed {p chilomastix mesnili infection},240366001 | Chilomastix mesnili infection (disorder),Irrelevant,Confirmed,No laterality
father {p cutaneous sporotrichosis},80890005 | Cutaneous sporotrichosis (disorder),Irrelevant,Confirmed,No laterality
uncle feels {p familial temporal lobe epilepsy},783739005 | Familial temporal lobe epilepsy (disorder),Irrelevant,Confirmed,No laterality
concerned about {p choanal polyp},30677002 | Choanal polyp (disorder),Irrelevant,Confirmed,No laterality
{p accidental bleomycin overdose} precautions,295664009 | Accidental bleomycin overdose (disorder),Irrelevant,Confirmed,No laterality
{p intentional heparin overdose} precautions,296928000 | Intentional heparin overdose (disorder),Irrelevant,Confirmed,No laterality
fear of {p osteitis of upper arm},39797006 | Osteitis of upper arm (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p congenital vesicoureterorenal reflux},373637000 | Congenital vesicoureterorenal reflux (disorder),Irrelevant,Confirmed,No laterality
family history of {p supernumerary peridens tooth},758673004 | Supernumerary peridens tooth (disorder),Irrelevant,Confirmed,No laterality
concerned about {p bilateral calcaneal apophysitis},15638811000119102 | Bilateral calcaneal apophysitis (disorder),Irrelevant,Confirmed,Bilateral
wifes feels {p vesicobullous form erythema multiforme},403212009 | Vesicobullous form erythema multiforme (disorder),Irrelevant,Confirmed,No laterality
son suffers from {p hypoplasia of optic disc},373650004 | Hypoplasia of optic disc (disorder),Irrelevant,Confirmed,No laterality
{p syndactyly type 7} risk score,720633009 | Syndactyly type 7 (disorder),Irrelevant,Confirmed,No laterality
sisters has {p infected bunion},202928001 | Infected bunion (disorder),Irrelevant,Confirmed,No laterality
mum suffers from {p lesser sac abscess},235996002 | Lesser sac abscess (disorder),Irrelevant,Confirmed,No laterality
{p q fever encephalitis} precautions,409556004 | Q fever encephalitis (disorder),Irrelevant,Confirmed,No laterality
dept of {p class i antiarrhythmic overdose},296981008 | Class I antiarrhythmic overdose (disorder),Irrelevant,Confirmed,No laterality
friend {p neuroaxonal dystrophy},230365004 | Neuroaxonal dystrophy (disorder),Irrelevant,Confirmed,No laterality
sisters has {p aminophenazone poisoning},212600003 | Aminophenazone poisoning (disorder),Irrelevant,Confirmed,No laterality
dept of {p ganglioglioma of nose},1156816005 | Ganglioglioma of nose (disorder),Irrelevant,Confirmed,No laterality
concerned about {p urolithiasis},95566004 | Urolithiasis (disorder),Irrelevant,Confirmed,No laterality
concerned about {p chronic symmetrical impetigo},200709006 | Chronic symmetrical impetigo (disorder),Irrelevant,Confirmed,No laterality
dept of {p iatrogenic neuropathy},926304005 | Iatrogenic neuropathy (disorder),Irrelevant,Confirmed,No laterality
family hist {p poisoning caused by emetine},17570002 | Poisoning caused by emetine (disorder),Irrelevant,Confirmed,No laterality
worried about {p chiniofon poisoning},212523005 | Chiniofon poisoning (disorder),Irrelevant,Confirmed,No laterality
worried about {p intentional methotrimeprazine poisoning},291167009 | Intentional methotrimeprazine poisoning (disorder),Irrelevant,Confirmed,No laterality
fhx {p remoxipride poisoning},291231007 | Remoxipride poisoning (disorder),Irrelevant,Confirmed,No laterality
discussion about {p metabolic hair color change},403341002 | Metabolic hair color change (disorder),Irrelevant,Confirmed,No laterality
concerned about {p sarcosporidiosis},88905005 | Sarcosporidiosis (disorder),Irrelevant,Confirmed,No laterality
mum had {p esophagostomy hemorrhage},1086811000119101 | Esophagostomy hemorrhage (disorder),Irrelevant,Confirmed,No laterality
department of {p plasmablastic lymphoma},724648008 | Plasmablastic lymphoma (disorder),Irrelevant,Confirmed,No laterality
grandfather has {p angiomatosis},205562004 | Angiomatosis (disorder),Irrelevant,Confirmed,No laterality
family history of {p menouria},33350003 | Menouria (disorder),Irrelevant,Confirmed,No laterality
wifes {p cyst of ovary},79883001 | Cyst of ovary (disorder),Irrelevant,Confirmed,No laterality
wifes had {p renal agenesis},204942005 | Renal agenesis (disorder),Irrelevant,Confirmed,No laterality
department of {p subglottic necrosis},249465008 | Subglottic necrosis (disorder),Irrelevant,Confirmed,No laterality
{p pityriasis simplex} precautions,200767005 | Pityriasis simplex (disorder),Irrelevant,Confirmed,No laterality
husband feels {p adenocarcinoma of right lung},15956381000119100 | Adenocarcinoma of right lung (disorder),Irrelevant,Confirmed,Right
husbands has {p malignant tumor of mediastinum},363494000 | Malignant tumor of mediastinum (disorder),Irrelevant,Confirmed,No laterality
grandmother has {p contusion of vein},234082004 | Contusion of vein (disorder),Irrelevant,Confirmed,No laterality
son feels {p dependent personality disorder},84466009 | Dependent personality disorder (disorder),Irrelevant,Confirmed,No laterality
{p psychostimulant overdose} risk assessment,296317006 | Psychostimulant overdose (disorder),Irrelevant,Confirmed,No laterality
family member {p celiac artery embolus},297137006 | Celiac artery embolus (disorder),Irrelevant,Confirmed,No laterality
cousin suffers from {p brow presentation of fetus},8014007 | Brow presentation of fetus (disorder),Irrelevant,Confirmed,No laterality
aunt had {p symptomatic postprocedural ovarian failure},368341000119109 | Symptomatic postprocedural ovarian failure (disorder),Irrelevant,Confirmed,No laterality
concerned about {p vitamin d deficiency},34713006 | Vitamin D deficiency (disorder),Irrelevant,Confirmed,No laterality
explained about {p ring chromosome 7 syndrome},765489006 | Ring chromosome 7 syndrome (disorder),Irrelevant,Confirmed,No laterality
ddx {p congenital anomaly of tooth},422977003 | Congenital anomaly of tooth (disorder),Irrelevant,Confirmed,No laterality
brother has {p diphenhydramine adverse reaction},292591006 | Diphenhydramine adverse reaction (disorder),Irrelevant,Confirmed,No laterality
sisters feels {p acute periostitis of jaw},49308005 | Acute periostitis of jaw (disorder),Irrelevant,Confirmed,No laterality
{p chronic fibrosis of lung} risk assessment,36599006 | Chronic fibrosis of lung (disorder),Irrelevant,Confirmed,No laterality
fhx {p polyp of vocal cord},9078005 | Polyp of vocal cord (disorder),Irrelevant,Confirmed,No laterality
family hist {p pentaerythritol tetranitrate adverse reaction},293554006 | Pentaerythritol tetranitrate adverse reaction (disorder),Irrelevant,Confirmed,No laterality
friend suffers from {p autosomal recessive bestrophinopathy},723828008 | Autosomal recessive bestrophinopathy (disorder),Irrelevant,Confirmed,No laterality
sisters had {p melianthus species poisoning},30112004 | Melianthus species poisoning (disorder),Irrelevant,Confirmed,No laterality
mum has {p histiocytic vasculitis of skin},9177003 | Histiocytic vasculitis of skin (disorder),Irrelevant,Confirmed,No laterality
dad {p balancing side occlusal interference},711040002 | Balancing side occlusal interference (disorder),Irrelevant,Confirmed,No laterality
friend feels {p inflamed seborrheic keratosis},442348004 | Inflamed seborrheic keratosis (disorder),Irrelevant,Confirmed,No laterality
ddx {p macropsia},422120000 | Macropsia (disorder),Irrelevant,Confirmed,No laterality
relation has {p propionibacterium acnes endophthalmitis},415182001 | Propionibacterium acnes endophthalmitis (disorder),Irrelevant,Confirmed,No laterality
family hist {p postpartum hemorrhage},47821001 | Postpartum hemorrhage (disorder),Irrelevant,Confirmed,No laterality
daughter {p transfer injury},706889000 | Transfer injury (disorder),Irrelevant,Confirmed,No laterality
son had {p acetylcholinesterase reactivator adverse reaction},789255009 | Acetylcholinesterase reactivator adverse reaction (disorder),Irrelevant,Confirmed,No laterality
{p re-entrant atrioventricular tachycardia} risk assessment,233897008 | Re-entrant atrioventricular tachycardia (disorder),Irrelevant,Confirmed,No laterality
{p injury of lumbosacral plexus} risk score,79705001 | Injury of lumbosacral plexus (disorder),Irrelevant,Confirmed,No laterality
relative {p cyclobarbitone poisoning},291015008 | Cyclobarbitone poisoning (disorder),Irrelevant,Confirmed,No laterality
partner {p immunoglobulin hypercatabolism},234565009 | Immunoglobulin hypercatabolism (disorder),Irrelevant,Confirmed,No laterality
aunt had {p herpesvirus saimiri infection},82128000 | Herpesvirus saimiri infection (disorder),Irrelevant,Confirmed,No laterality
{p bronchocutaneous fistula} precautions,233792008 | Bronchocutaneous fistula (disorder),Irrelevant,Confirmed,No laterality
{p toxic effect of butane} risk score,2836004 | Toxic effect of butane (disorder),Irrelevant,Confirmed,No laterality
aunt feels {p congenital talipes calcaneovalgus},205083002 | Congenital talipes calcaneovalgus (disorder),Irrelevant,Confirmed,No laterality
risk of {p simple laceration of cheek},110037004 | Simple laceration of cheek (disorder),Irrelevant,Confirmed,No laterality
concerned about {p hypertrophic cardiomyopathy},233873004 | Hypertrophic cardiomyopathy (disorder),Irrelevant,Confirmed,No laterality
concerned about {p torus fracture of radius},390986009 | Torus fracture of radius (disorder),Irrelevant,Confirmed,No laterality
worried {p localized non-hereditary amyloidosis},237875007 | Localized non-hereditary amyloidosis (disorder),Irrelevant,Confirmed,No laterality
dept of {p deep wound},262557004 | Deep wound (disorder),Irrelevant,Confirmed,No laterality
wife has {p hypophoria},8016009 | Hypophoria (disorder),Irrelevant,Confirmed,No laterality
spouse {p hemorrhage of digestive system},788951001 | Hemorrhage of digestive system (disorder),Irrelevant,Confirmed,No laterality
fhx {p dystrophy of vulva},51689003 | Dystrophy of vulva (disorder),Irrelevant,Confirmed,No laterality
concerned about {p tuberculosis of gastrointestinal tract},240376003 | Tuberculosis of gastrointestinal tract (disorder),Irrelevant,Confirmed,No laterality
family member has {p apocrine duct occlusion disorder},402645007 | Apocrine duct occlusion disorder (disorder),Irrelevant,Confirmed,No laterality
worried about {p iatrogenic testicular hypofunction},66957007 | Iatrogenic testicular hypofunction (disorder),Irrelevant,Confirmed,No laterality
{p hibernating myocardium} risk score,281093002 | Hibernating myocardium (disorder),Irrelevant,Confirmed,No laterality
family hist {p post-infective hypopituitarism},271386001 | Post-infective hypopituitarism (disorder),Irrelevant,Confirmed,No laterality
cousin had {p neoplasm of ulna},126570005 | Neoplasm of ulna (disorder),Irrelevant,Confirmed,No laterality
{p syphilitic aneurysm} risk assessment,234017002 | Syphilitic aneurysm (disorder),Irrelevant,Confirmed,No laterality
ddx {p 17q12 microdeletion syndrome},733519008 | 17q12 microdeletion syndrome (disorder),Irrelevant,Confirmed,No laterality
worried {p atypical mycobacterial lymphadenitis},234091000 | Atypical mycobacterial lymphadenitis (disorder),Irrelevant,Confirmed,No laterality
family member had {p cellulitis of thigh},77054009 | Cellulitis of thigh (disorder),Irrelevant,Confirmed,No laterality
{p testicular prosthesis displacement} risk score,236728006 | Testicular prosthesis displacement (disorder),Irrelevant,Confirmed,No laterality
discussed {p hemorrhage of corpus cavernosum},69452005 | Hemorrhage of corpus cavernosum (disorder),Irrelevant,Confirmed,No laterality
{p neoplasm and/or hamartoma} risk score,399981008 | Neoplasm and/or hamartoma (disorder),Irrelevant,Confirmed,No laterality
risk of {p necrotic eschar},421306004 | Necrotic eschar (disorder),Irrelevant,Confirmed,No laterality
brothers has {p presenile dementia},12348006 | Presenile dementia (disorder),Irrelevant,Confirmed,No laterality
relative {p neoplasm of metatarsal bone},126596007 | Neoplasm of metatarsal bone (disorder),Irrelevant,Confirmed,No laterality
explained about {p arteriovenous graft failure},523451000000109 | Arteriovenous graft failure (disorder),Irrelevant,Confirmed,No laterality
discussed {p subpial intracranial hemorrhage},451035002 | Subpial intracranial hemorrhage (disorder),Irrelevant,Confirmed,No laterality
{p spinocerebellar ataxia type 19} precautions,719251009 | Spinocerebellar ataxia type 19 (disorder),Irrelevant,Confirmed,No laterality
father {p carbuncle of back},200586004 | Carbuncle of back (disorder),Irrelevant,Confirmed,No laterality
wifes had {p secondary acid taste disorder},20801005 | Secondary acid taste disorder (disorder),Irrelevant,Confirmed,No laterality
fear of {p exudative enteropathy},22542007 | Exudative enteropathy (disorder),Irrelevant,Confirmed,No laterality
{p hyperornithinemia-hyperammonemia-homocitrullinuria syndrome} risk score,30287008 | Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome (disorder),Irrelevant,Confirmed,No laterality
grandfather feels {p disorder of abdominal wall},118928003 | Disorder of abdominal wall (disorder),Irrelevant,Confirmed,No laterality
husband feels {p hematoma of anus},282074002 | Hematoma of anus (disorder),Irrelevant,Confirmed,No laterality
family had {p dermatosis of tongue},402703004 | Dermatosis of tongue (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p mumps parotitis},240526004 | Mumps parotitis (disorder),Irrelevant,Confirmed,No laterality
explained about {p traumatic focal cerebral edema},262695000 | Traumatic focal cerebral edema (disorder),Irrelevant,Confirmed,No laterality
family history of {p disseminated paracoccidioidomycosis},419532006 | Disseminated paracoccidioidomycosis (disorder),Irrelevant,Confirmed,No laterality
{p retardation of physical development} risk assessment,442168001 | Retardation of physical development (disorder),Irrelevant,Confirmed,No laterality
friend suffers from {p gallamine adverse reaction},292688002 | Gallamine adverse reaction (disorder),Irrelevant,Confirmed,No laterality
{p fluid overload without edema} precautions,721163008 | Fluid overload without edema (disorder),Irrelevant,Confirmed,No laterality
father {p fishing hook in face},283148000 | Fishing hook in face (disorder),Irrelevant,Confirmed,No laterality
brother had {p hernia of mediastinum},37238008 | Hernia of mediastinum (disorder),Irrelevant,Confirmed,No laterality
department of {p asymmetry of mandible},235082006 | Asymmetry of mandible (disorder),Irrelevant,Confirmed,No laterality
wife suffers from {p malignant tumor of meninges},363497007 | Malignant tumor of meninges (disorder),Irrelevant,Confirmed,No laterality
{p tuberculosis of bone} risk assessment,38279006 | Tuberculosis of bone (disorder),Irrelevant,Confirmed,No laterality
{p open injury of uterus} risk assessment,210222009 | Open injury of uterus (disorder),Irrelevant,Confirmed,No laterality
wife {p stationary cataract},110999002 | Stationary cataract (disorder),Irrelevant,Confirmed,No laterality
fear of {p inflammatory abdominal aortic aneurysm},314186008 | Inflammatory abdominal aortic aneurysm (disorder),Irrelevant,Confirmed,No laterality
discussion about {p disorder of nasal septum},95433000 | Disorder of nasal septum (disorder),Irrelevant,Confirmed,No laterality
mother has {p poisoning caused by procaine},21836003 | Poisoning caused by procaine (disorder),Irrelevant,Confirmed,No laterality
family history of {p diaphragmatic pleurisy},13082000 | Diaphragmatic pleurisy (disorder),Irrelevant,Confirmed,No laterality
risk of {p amber flag sepsis},1076281000000108 | Amber flag sepsis (disorder),Irrelevant,Confirmed,No laterality
father had {p chloroquine overdose},296557005 | Chloroquine overdose (disorder),Irrelevant,Confirmed,No laterality
worried about {p trimipramine poisoning},290853005 | Trimipramine poisoning (disorder),Irrelevant,Confirmed,No laterality
friend suffers from {p primary herpes simplex},40981003 | Primary herpes simplex (disorder),Irrelevant,Confirmed,No laterality
daughter suffers from {p intentional phenelzine poisoning},290862007 | Intentional phenelzine poisoning (disorder),Irrelevant,Confirmed,No laterality
aunt had {p clicking pneumothorax},248702003 | Clicking pneumothorax (disorder),Irrelevant,Confirmed,No laterality
sibling has {p open fracture of sternum},87225004 | Open fracture of sternum (disorder),Irrelevant,Confirmed,No laterality
