text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
"absent {p abrasion, toe}","211403009 | Abrasion, toe (disorder)",Present,Negated,No laterality
{p interferon-a-n1 adverse reaction} none,292839000 | Interferon-A-N1 adverse reaction (disorder),Present,Negated,No laterality
{p congenital deformity of pinna} absent,232217008 | Congenital deformity of pinna (disorder),Present,Negated,No laterality
denies {p thrombosis of mesenteric vein},95446005 | Thrombosis of mesenteric vein (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p bronchoesophageal fistula},235641005 | Bronchoesophageal fistula (disorder),Present,Negated,No laterality
{p infective urethritis} ruled out,236681009 | Infective urethritis (disorder),Present,Negated,No laterality
{p phenylbutazone adverse reaction} neg,292086002 | Phenylbutazone adverse reaction (disorder),Present,Negated,No laterality
{p deficiency of dihydroorotase} not detected,124516005 | Deficiency of dihydroorotase (disorder),Present,Negated,No laterality
no {p aortic valve commissural abnormality},449555002 | Aortic valve commissural abnormality (disorder),Present,Negated,No laterality
{p angle closure glaucoma suspect} none,1003488007 | Angle closure glaucoma suspect (disorder),Present,Negated,No laterality
no {p malignant lymphoma of breast},278052009 | Malignant lymphoma of breast (disorder),Present,Negated,No laterality
no evidence of {p carcinoid tumor},443492008 | Carcinoid tumor (disorder),Present,Negated,No laterality
didnt {p papulous gastropathy},413220003 | Papulous gastropathy (disorder),Present,Negated,No laterality
{p strabismus following retinal surgery} neg,415593008 | Strabismus following retinal surgery (disorder),Present,Negated,No laterality
no evidence of {p poisoning caused by aniline},12401000132107 | Poisoning caused by aniline (disorder),Present,Negated,No laterality
absence of {p calculus in renal pelvis},236710009 | Calculus in renal pelvis (disorder),Present,Negated,No laterality
{p spinocerebellar ataxia type 18} neg,719250005 | Spinocerebellar ataxia type 18 (disorder),Present,Negated,No laterality
neg {p chorda tympani disorder},347079002 | Chorda tympani disorder (disorder),Present,Negated,No laterality
{p dissection of celiac artery} not present,16477701000119105 | Dissection of celiac artery (disorder),Present,Negated,No laterality
lack of {p infection caused by francisella},721734000 | Infection caused by Francisella (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p injury of tympanic membrane},282781004 | Injury of tympanic membrane (disorder),Present,Negated,No laterality
no {p streptococcal intertrigo},238411004 | Streptococcal intertrigo (disorder),Present,Negated,No laterality
{p pyloric antral atresia} not present,67012005 | Pyloric antral atresia (disorder),Present,Negated,No laterality
no {p arteriolar nephrosclerosis},90493000 | Arteriolar nephrosclerosis (disorder),Present,Negated,No laterality
absence of {p dislocation of knee joint},157266009 | Dislocation of knee joint (disorder),Present,Negated,No laterality
no {p parenteral potassium adverse reaction},293411003 | Parenteral potassium adverse reaction (disorder),Present,Negated,No laterality
no {p herpetic acute necrotizing encephalitis},76474001 | Herpetic acute necrotizing encephalitis (disorder),Present,Negated,No laterality
{p chronic viral otitis externa} not detected,232226006 | Chronic viral otitis externa (disorder),Present,Negated,No laterality
{p acute gangrenous appendicitis} neg,50846009 | Acute gangrenous appendicitis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p intentional thonzylamine overdose},296427004 | Intentional thonzylamine overdose (disorder),Present,Negated,No laterality
{p chronic ulcerative rhinitis} ruled out,195771008 | Chronic ulcerative rhinitis (disorder),Present,Negated,No laterality
{p scalenus anticus syndrome} none,211236007 | Scalenus anticus syndrome (disorder),Present,Negated,No laterality
{p psychostimulant withdrawal} excluded,428370001 | Psychostimulant withdrawal (disorder),Present,Negated,No laterality
{p chronic proliferative glomerulonephritis} negative,195791000119101 | Chronic proliferative glomerulonephritis (disorder),Present,Negated,No laterality
no {p neoplasm of uveal tract},127000009 | Neoplasm of uveal tract (disorder),Present,Negated,No laterality
{p clorazepate overdose} none,1145058005 | Clorazepate overdose (disorder),Present,Negated,No laterality
{p nodulocystic acne} ruled out,238745007 | Nodulocystic acne (disorder),Present,Negated,No laterality
{p open fracture of radius} negative,42945005 | Open fracture of radius (disorder),Present,Negated,No laterality
{p camptodactyly taurinuria syndrome} negative,733466005 | Camptodactyly taurinuria syndrome (disorder),Present,Negated,No laterality
{p primary carcinoma of liver} negative,187769009 | Primary carcinoma of liver (disorder),Present,Negated,No laterality
no evidence of {p re-entry ventricular arrhythmia},195105007 | Re-entry ventricular arrhythmia (disorder),Present,Negated,No laterality
unlikely {p cranioectodermal dysplasia},254093009 | Cranioectodermal dysplasia (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p neurofibroma},404029005 | Neurofibroma (disorder),Present,Negated,No laterality
{p pre-renal acute kidney injury} neg,129561000119108 | Pre-renal acute kidney injury (disorder),Present,Negated,No laterality
no evidence of {p strain of back muscle},262965006 | Strain of back muscle (disorder),Present,Negated,No laterality
absent {p craniosynostosis syndrome},57219006 | Craniosynostosis syndrome (disorder),Present,Negated,No laterality
neg {p mastomenia},112069002 | Mastomenia (disorder),Present,Negated,No laterality
absence of {p anaphylaxis caused by shellfish},442052005 | Anaphylaxis caused by shellfish (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p herpetic acute necrotizing encephalitis},76474001 | Herpetic acute necrotizing encephalitis (disorder),Present,Negated,No laterality
{p infectious disorder of trachea} negative,233785003 | Infectious disorder of trachea (disorder),Present,Negated,No laterality
absent {p rupture of lens capsule},784306000 | Rupture of lens capsule (disorder),Present,Negated,No laterality
{p arrested hydrocephalus} absent,4113009 | Arrested hydrocephalus (disorder),Present,Negated,No laterality
absent {p myopia of bilateral eyes},345061000119109 | Myopia of bilateral eyes (disorder),Present,Negated,Bilateral
lack of {p interstitial myositis},55925001 | Interstitial myositis (disorder),Present,Negated,No laterality
didnt {p intentional adrenalin poisoning},291317005 | Intentional adrenalin poisoning (disorder),Present,Negated,No laterality
{p poisoning caused by temazepam} ruled out,241757007 | Poisoning caused by temazepam (disorder),Present,Negated,No laterality
no evidence of {p interiliac lymphadenopathy},127171009 | Interiliac lymphadenopathy (disorder),Present,Negated,No laterality
absence of {p oculocerebrocutaneous syndrome},403554008 | Oculocerebrocutaneous syndrome (disorder),Present,Negated,No laterality
{p thrombosis of penis} not present,44902004 | Thrombosis of penis (disorder),Present,Negated,No laterality
{p chancroid - extragenital ulcer} none,240586001 | Chancroid - extragenital ulcer (disorder),Present,Negated,No laterality
no {p ulcer of cervix},198338008 | Ulcer of cervix (disorder),Present,Negated,No laterality
free from {p visual seizure},14521008 | Visual seizure (disorder),Present,Negated,No laterality
{p anemia due to infection} none,111570005 | Anemia due to infection (disorder),Present,Negated,No laterality
no evidence of {p villous adenoma of rectum},312823001 | Villous adenoma of rectum (disorder),Present,Negated,No laterality
{p pseudohypoparathyroidism and pseudopseudohypoparathyroidism} neg,237658004 | Pseudohypoparathyroidism and pseudopseudohypoparathyroidism (disorder),Present,Negated,No laterality
{p injury following morphine use} ruled out,1065191000000102 | Injury following morphine use (disorder),Present,Negated,No laterality
{p ischemic foot} ruled out,301755001 | Ischemic foot (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p chocolate cyst of ovary},237116001 | Chocolate cyst of ovary (disorder),Present,Negated,No laterality
free from {p mediterranean thrombocytopenia},234487003 | Mediterranean thrombocytopenia (disorder),Present,Negated,No laterality
without {p esotropia with nystagmus},232095008 | Esotropia with nystagmus (disorder),Present,Negated,No laterality
absent {p agenesis of larynx},204535000 | Agenesis of larynx (disorder),Present,Negated,No laterality
no {p allergic contact cheilitis},402250007 | Allergic contact cheilitis (disorder),Present,Negated,No laterality
without mention of {p acute ischemic enteritis},33906009 | Acute ischemic enteritis (disorder),Present,Negated,No laterality
{p isoaminile adverse reaction} no,292606000 | Isoaminile adverse reaction (disorder),Present,Negated,No laterality
absence of {p acute bronchopneumonia},123587001 | Acute bronchopneumonia (disorder),Present,Negated,No laterality
unlikely {p anterior imbrication of teeth},196406005 | Anterior imbrication of teeth (disorder),Present,Negated,No laterality
free from {p carbuncle of axilla},48903002 | Carbuncle of axilla (disorder),Present,Negated,No laterality
{p injection site disorder} excluded,95376002 | Injection site disorder (disorder),Present,Negated,No laterality
neg {p cerebellar cortical dysplasia},253179009 | Cerebellar cortical dysplasia (disorder),Present,Negated,No laterality
absent {p corticotroph hyperplasia},237680001 | Corticotroph hyperplasia (disorder),Present,Negated,No laterality
neg {p chronic pseudomembranous oral candidosis},402996006 | Chronic pseudomembranous oral candidosis (disorder),Present,Negated,No laterality
not {p fibrovascular macular scar},312899005 | Fibrovascular macular scar (disorder),Present,Negated,No laterality
no {p disseminated trichosporonosis},240763006 | Disseminated trichosporonosis (disorder),Present,Negated,No laterality
free from {p tibialis anterior tendinitis},202880006 | Tibialis anterior tendinitis (disorder),Present,Negated,No laterality
{p gangliosidosis} absent,50967008 | Gangliosidosis (disorder),Present,Negated,No laterality
absent {p poisoning caused by cassava},723886005 | Poisoning caused by cassava (disorder),Present,Negated,No laterality
{p cranial duplication} absent,38439000 | Cranial duplication (disorder),Present,Negated,No laterality
{p protein s deficiency disease} not present,1563006 | Protein S deficiency disease (disorder),Present,Negated,No laterality
{p mupirocin adverse reaction} negative,292942005 | Mupirocin adverse reaction (disorder),Present,Negated,No laterality
neg {p mild depression},310495003 | Mild depression (disorder),Present,Negated,No laterality
no {p urinary sequelae of disorders},363337006 | Urinary sequelae of disorders (disorder),Present,Negated,No laterality
{p carcinoma of exocervix} ruled out,372100004 | Carcinoma of exocervix (disorder),Present,Negated,No laterality
denies {p open dislocation c2/c3},269124008 | Open dislocation C2/C3 (disorder),Present,Negated,No laterality
didnt {p chronic atrial fibrillation},426749004 | Chronic atrial fibrillation (disorder),Present,Negated,No laterality
{p dysproteinemic purpura} not detected,402854008 | Dysproteinemic purpura (disorder),Present,Negated,No laterality
{p chronic interstitial myocarditis} absent,45093008 | Chronic interstitial myocarditis (disorder),Present,Negated,No laterality
free from {p impaired oxygen delivery},238161004 | Impaired oxygen delivery (disorder),Present,Negated,No laterality
"no {p partial division, triceps tendon}","210520000 | Partial division, triceps tendon (disorder)",Present,Negated,No laterality
{p suprarenal artery aneurysm} not detected,297196004 | Suprarenal artery aneurysm (disorder),Present,Negated,No laterality
without mention of {p staphylococcal arthritis},111820003 | Staphylococcal arthritis (disorder),Present,Negated,No laterality
{p closed pertrochanteric fracture} negative,22802006 | Closed pertrochanteric fracture (disorder),Present,Negated,No laterality
absence of {p coumarin necrosis},403659005 | Coumarin necrosis (disorder),Present,Negated,No laterality
unlikely {p genetic steroid-resistant nephrotic syndrome},718141008 | Genetic steroid-resistant nephrotic syndrome (disorder),Present,Negated,No laterality
{p vestibular barotrauma} not present,232295001 | Vestibular barotrauma (disorder),Present,Negated,No laterality
not {p injury whilst jogging},1068091000000109 | Injury whilst jogging (disorder),Present,Negated,No laterality
denies {p nodular degeneration of cornea},72620002 | Nodular degeneration of cornea (disorder),Present,Negated,No laterality
absent {p leptomyelolipoma},771076003 | Leptomyelolipoma (disorder),Present,Negated,No laterality
no {p chronic erosive gastritis},63137003 | Chronic erosive gastritis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p pulmonary infarction},64662007 | Pulmonary infarction (disorder),Present,Negated,No laterality
{p intentional oxytetracycline poisoning} no,291655006 | Intentional oxytetracycline poisoning (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p injury of ciliary ganglion},282799007 | Injury of ciliary ganglion (disorder),Present,Negated,No laterality
{p micropapilla} ruled out,128533009 | Micropapilla (disorder),Present,Negated,No laterality
{p accidental proguanil overdose} not detected,296574005 | Accidental proguanil overdose (disorder),Present,Negated,No laterality
absent {p scalp injury},212400009 | Scalp injury (disorder),Present,Negated,No laterality
{p mild tricuspid valve stenosis} not present,838535004 | Mild tricuspid valve stenosis (disorder),Present,Negated,No laterality
{p euthyroid with thyroid antibodies} not detected,237526003 | Euthyroid with thyroid antibodies (disorder),Present,Negated,No laterality
{p metastatic renal cell carcinoma} not detected,702392008 | Metastatic renal cell carcinoma (disorder),Present,Negated,No laterality
{p congenital stenosis of larynx} none,12070002 | Congenital stenosis of larynx (disorder),Present,Negated,No laterality
{p obstruction of aortic outflow} none,449119000 | Obstruction of aortic outflow (disorder),Present,Negated,No laterality
unlikely {p pesticide adverse reaction},293083001 | Pesticide adverse reaction (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p pedophilia},84002002 | Pedophilia (disorder),Present,Negated,No laterality
{p scapholunate advanced collapse} not detected,447775001 | Scapholunate advanced collapse (disorder),Present,Negated,No laterality
denies {p foreign body in nostril},33890007 | Foreign body in nostril (disorder),Present,Negated,No laterality
{p carboplatin poisoning} neg,290711003 | Carboplatin poisoning (disorder),Present,Negated,No laterality
negative {p pericardial defect},398078006 | Pericardial defect (disorder),Present,Negated,No laterality
absent {p hereditary nephropathy},367591000119105 | Hereditary nephropathy (disorder),Present,Negated,No laterality
{p acetyl-coa: carboxylase deficiency} no,4920001 | Acetyl-CoA: carboxylase deficiency (disorder),Present,Negated,No laterality
{p van den bosch syndrome} not detected,733110004 | Van den Bosch syndrome (disorder),Present,Negated,No laterality
{p disorder of zinc metabolism} negative,46727001 | Disorder of zinc metabolism (disorder),Present,Negated,No laterality
{p astragalus species poisoning} no,90143008 | Astragalus species poisoning (disorder),Present,Negated,No laterality
"{p contusion, finger, multiple} not present","211515006 | Contusion, finger, multiple (disorder)",Present,Negated,No laterality
absence of signs and symptoms of {p camptocormia},13534001 | Camptocormia (disorder),Present,Negated,No laterality
without {p infection of skin},108365000 | Infection of skin (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p amphetamine withdrawal},78358001 | Amphetamine withdrawal (disorder),Present,Negated,No laterality
never {p ring chromosome 8 syndrome},715983001 | Ring chromosome 8 syndrome (disorder),Present,Negated,No laterality
{p radiation nephritis} excluded,7725007 | Radiation nephritis (disorder),Present,Negated,No laterality
didnt {p perforated aortic cusp},250985004 | Perforated aortic cusp (disorder),Present,Negated,No laterality
{p pseudofolliculitis} not present,238493000 | Pseudofolliculitis (disorder),Present,Negated,No laterality
{p posthemiplegic athetosis} excluded,53194005 | Posthemiplegic athetosis (disorder),Present,Negated,No laterality
{p absolute glaucoma left eye} neg,342241000119105 | Absolute glaucoma left eye (disorder),Present,Negated,Left
no evidence of {p pellet wound of abdomen},283575000 | Pellet wound of abdomen (disorder),Present,Negated,No laterality
{p carcinoma of penis} negative,372106005 | Carcinoma of penis (disorder),Present,Negated,No laterality
unlikely {p pulmonary insufficiency following trauma},196153002 | Pulmonary insufficiency following trauma (disorder),Present,Negated,No laterality
no evidence of {p sequela of intracranial injury},17461000119103 | Sequela of intracranial injury (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p b-cell non-hodgkin's lymphoma},1091921000000103 | B-cell non-Hodgkin's lymphoma (disorder),Present,Negated,No laterality
neg {p acute radiation cystitis},236628001 | Acute radiation cystitis (disorder),Present,Negated,No laterality
denies {p osteomyelitis of temporal bone},109307002 | Osteomyelitis of temporal bone (disorder),Present,Negated,No laterality
absence of {p erosion of ossicles},21461000119104 | Erosion of ossicles (disorder),Present,Negated,No laterality
{p deficiency of methyltransferase} ruled out,124370008 | Deficiency of methyltransferase (disorder),Present,Negated,No laterality
denied {p homeria pallida poisoning},20731008 | Homeria pallida poisoning (disorder),Present,Negated,No laterality
{p gelastic seizure} not present,89525009 | Gelastic seizure (disorder),Present,Negated,No laterality
unlikely {p impaired auditory discrimination},194398001 | Impaired auditory discrimination (disorder),Present,Negated,No laterality
free from {p rupture of vagina},283967000 | Rupture of vagina (disorder),Present,Negated,No laterality
"{p cutis laxa, autosomal recessive} neg","59451000 | Cutis laxa, autosomal recessive (disorder)",Present,Negated,No laterality
denied {p closed injury of esophagus},210087005 | Closed injury of esophagus (disorder),Present,Negated,No laterality
{p aberrant retroesophageal brachiocephalic artery} excluded,253667008 | Aberrant retroesophageal brachiocephalic artery (disorder),Present,Negated,No laterality
no evidence of {p phagocytic immunodeficiency},707152007 | Phagocytic immunodeficiency (disorder),Present,Negated,No laterality
{p radial tunnel syndrome} none,443876008 | Radial tunnel syndrome (disorder),Present,Negated,No laterality
{p intraparenchymal hematoma of brain} not present,431266005 | Intraparenchymal hematoma of brain (disorder),Present,Negated,No laterality
denies {p waardenburg syndrome type 2},1010636000 | Waardenburg syndrome type 2 (disorder),Present,Negated,No laterality
absent {p acute mucopurulent conjunctivitis},267642007 | Acute mucopurulent conjunctivitis (disorder),Present,Negated,No laterality
free from {p reverse hill-sachs lesion},202142008 | Reverse Hill-Sachs lesion (disorder),Present,Negated,No laterality
neg {p animal bite of thigh},283825008 | Animal bite of thigh (disorder),Present,Negated,No laterality
absent {p trazodone adverse reaction},292312002 | Trazodone adverse reaction (disorder),Present,Negated,No laterality
no {p encephalitis caused by alphavirus},721766005 | Encephalitis caused by Alphavirus (disorder),Present,Negated,No laterality
free from {p primary angle-closure glaucoma},392288006 | Primary angle-closure glaucoma (disorder),Present,Negated,No laterality
{p upper limb artery stenosis} not present,405588004 | Upper limb artery stenosis (disorder),Present,Negated,No laterality
didnt {p agenesis of testis},1003548004 | Agenesis of testis (disorder),Present,Negated,No laterality
no {p wood splinter in scalp},284579000 | Wood splinter in scalp (disorder),Present,Negated,No laterality
lack of {p motility stimulant overdose},295409009 | Motility stimulant overdose (disorder),Present,Negated,No laterality
denies {p benign adult cystinosis},25010000 | Benign adult cystinosis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p myelomenia},39092007 | Myelomenia (disorder),Present,Negated,No laterality
not {p angioneurotic edema of larynx},232437009 | Angioneurotic edema of larynx (disorder),Present,Negated,No laterality
no {p mycotic corneal ulcer},397977001 | Mycotic corneal ulcer (disorder),Present,Negated,No laterality
denies {p corneal deposit},74460005 | Corneal deposit (disorder),Present,Negated,No laterality
not {p rheumatoid arthritis with scleritis},59165007 | Rheumatoid arthritis with scleritis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p pharyngeal stenosis},232408005 | Pharyngeal stenosis (disorder),Present,Negated,No laterality
absent {p third cranial nerve disease},60750009 | Third cranial nerve disease (disorder),Present,Negated,No laterality
never {p septic myocarditis - staphylococcal},194957000 | Septic myocarditis - staphylococcal (disorder),Present,Negated,No laterality
lack of {p phentermine adverse reaction},292261002 | Phentermine adverse reaction (disorder),Present,Negated,No laterality
{p hypomandibular faciocranial dysostosis} not detected,721845005 | Hypomandibular faciocranial dysostosis (disorder),Present,Negated,No laterality
{p acute myringitis} no,297009 | Acute myringitis (disorder),Present,Negated,No laterality
{p recessive mitochondrial ataxia syndrome} ruled out,782696001 | Recessive mitochondrial ataxia syndrome (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p traumatic amputation above knee},824061000000104 | Traumatic amputation above knee (disorder),Present,Negated,No laterality
unlikely {p chiari malformation type ii},373587001 | Chiari malformation type II (disorder),Present,Negated,No laterality
no {p guttate lichen sclerosus},238934003 | Guttate lichen sclerosus (disorder),Present,Negated,No laterality
no {p melanoplakia},84647002 | Melanoplakia (disorder),Present,Negated,No laterality
negative {p neuroretinitis of left eye},15992671000119103 | Neuroretinitis of left eye (disorder),Present,Negated,Left
{p fistula of cul-de-sac} neg,76502001 | Fistula of cul-de-sac (disorder),Present,Negated,No laterality
{p complicated pneumoconiosis} not detected,233749003 | Complicated pneumoconiosis (disorder),Present,Negated,No laterality
{p segmental neurofibromatosis type 1} negative,1010653007 | Segmental neurofibromatosis type 1 (disorder),Present,Negated,No laterality
{p electrical burn of skin} no,4989003 | Electrical burn of skin (disorder),Present,Negated,No laterality
absent {p acute mastoiditis without complications},335846001 | Acute mastoiditis without complications (disorder),Present,Negated,No laterality
without mention of {p ethinylestradiol adverse reaction},293255006 | Ethinylestradiol adverse reaction (disorder),Present,Negated,No laterality
absent {p opticocochleodentate degeneration},77553008 | Opticocochleodentate degeneration (disorder),Present,Negated,No laterality
{p osteomyelitis of left foot} none,1077811000119107 | Osteomyelitis of left foot (disorder),Present,Negated,Left
{p non-venereal endemic syphilis} excluded,271426000 | Non-venereal endemic syphilis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p agenesis of premaxilla},1003578008 | Agenesis of premaxilla (disorder),Present,Negated,No laterality
{p complication of laser surgery} neg,402759009 | Complication of laser surgery (disorder),Present,Negated,No laterality
absence of {p osteospermum ecklonis poisoning},12306004 | Osteospermum ecklonis poisoning (disorder),Present,Negated,No laterality
{p injury of heart} absent,86175003 | Injury of heart (disorder),Present,Negated,No laterality
{p glaucoma suspect} negative,833278008 | Glaucoma suspect (disorder),Present,Negated,No laterality
not {p trichobezoar in stomach},415753007 | Trichobezoar in stomach (disorder),Present,Negated,No laterality
no {p primary adenocarcinoma of ileum},724536000 | Primary adenocarcinoma of ileum (disorder),Present,Negated,No laterality
absent {p recurrent proliferative glomerulonephritis},707332000 | Recurrent proliferative glomerulonephritis (disorder),Present,Negated,No laterality
{p ascites} not present,389026000 | Ascites (disorder),Present,Negated,No laterality
absent {p congenital anomaly of spine},74877002 | Congenital anomaly of spine (disorder),Present,Negated,No laterality
{p nummular eczema} ruled out,81418003 | Nummular eczema (disorder),Present,Negated,No laterality
{p reversible pulpitis} excluded,109599007 | Reversible pulpitis (disorder),Present,Negated,No laterality
never {p cyst of right eyelid},342701000119100 | Cyst of right eyelid (disorder),Present,Negated,Right
no {p regional odontodysplasia},66063001 | Regional odontodysplasia (disorder),Present,Negated,No laterality
{p iliac artery stenosis} not detected,312496009 | Iliac artery stenosis (disorder),Present,Negated,No laterality
unlikely {p dothiepin overdose},295856000 | Dothiepin overdose (disorder),Present,Negated,No laterality
no evidence of {p chlamydial polyarthritis},59484000 | Chlamydial polyarthritis (disorder),Present,Negated,No laterality
not {p congenital genu valgum},89689008 | Congenital genu valgum (disorder),Present,Negated,No laterality
{p lipoma of upper limb} absent,301872000 | Lipoma of upper limb (disorder),Present,Negated,No laterality
absence of {p anonychia},23610003 | Anonychia (disorder),Present,Negated,No laterality
{p lichen striatus} negative,42442001 | Lichen striatus (disorder),Present,Negated,No laterality
{p condyloma acuminata of vulva} not detected,237110007 | Condyloma acuminata of vulva (disorder),Present,Negated,No laterality
{p neonatal graves' disease} ruled out,59957008 | Neonatal Graves' disease (disorder),Present,Negated,No laterality
absence of {p chronic membranous rhinitis},195772001 | Chronic membranous rhinitis (disorder),Present,Negated,No laterality
{p accidental latamoxef poisoning} none,291577002 | Accidental latamoxef poisoning (disorder),Present,Negated,No laterality
{p mesomelic dysplasia savarirayan type} no,715652002 | Mesomelic dysplasia Savarirayan type (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p antidiarrheal drug adverse reaction},292125003 | Antidiarrheal drug adverse reaction (disorder),Present,Negated,No laterality
{p accidental morphine overdose} none,295185008 | Accidental morphine overdose (disorder),Present,Negated,No laterality
{p fishing hook in knee} not detected,283218008 | Fishing hook in knee (disorder),Present,Negated,No laterality
{p idiopathic detrusor overactivity} not present,786496006 | Idiopathic detrusor overactivity (disorder),Present,Negated,No laterality
{p contusion of rectum} no,262877000 | Contusion of rectum (disorder),Present,Negated,No laterality
{p small intestine anastomotic dehiscence} none,236102000 | Small intestine anastomotic dehiscence (disorder),Present,Negated,No laterality
{p disorder of testicular prosthesis} no,236727001 | Disorder of testicular prosthesis (disorder),Present,Negated,No laterality
no {p inconsistent gingival margin},716714003 | Inconsistent gingival margin (disorder),Present,Negated,No laterality
absent {p intentional loperamide overdose},295403005 | Intentional loperamide overdose (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p disorder of ketone metabolism},367681000119106 | Disorder of ketone metabolism (disorder),Present,Negated,No laterality
never {p chronic echovirus meningoencephalitis},230144003 | Chronic echovirus meningoencephalitis (disorder),Present,Negated,No laterality
{p sinus barotrauma} ruled out,88548007 | Sinus barotrauma (disorder),Present,Negated,No laterality
{p corneal hypoxia} absent,416764003 | Corneal hypoxia (disorder),Present,Negated,No laterality
{p epidermoid cyst of spleen} no,234501002 | Epidermoid cyst of spleen (disorder),Present,Negated,No laterality
{p acute simple laryngitis} negative,232426008 | Acute simple laryngitis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p brachial artery embolus},233974006 | Brachial artery embolus (disorder),Present,Negated,No laterality
{p chromosome xq28 trisomy} ruled out,719909009 | Chromosome Xq28 trisomy (disorder),Present,Negated,No laterality
{p sacral dysgenesis} none,253189008 | Sacral dysgenesis (disorder),Present,Negated,No laterality
without mention of {p familial lichen amyloidosis},237870002 | Familial lichen amyloidosis (disorder),Present,Negated,No laterality
{p cryptomicrotia brachydactyly syndrome} not present,725096002 | Cryptomicrotia brachydactyly syndrome (disorder),Present,Negated,No laterality
{p opodidymus} negative,74307005 | Opodidymus (disorder),Present,Negated,No laterality
no {p cerebrooculonasal syndrome},720855003 | Cerebrooculonasal syndrome (disorder),Present,Negated,No laterality
{p disease caused by cyclocoelidae} absent,105671004 | Disease caused by Cyclocoelidae (disorder),Present,Negated,No laterality
absent {p serous conjunctivitis},193859006 | Serous conjunctivitis (disorder),Present,Negated,No laterality
{p disseminated mycobacterium fortuitum infection} absent,423526009 | Disseminated Mycobacterium fortuitum infection (disorder),Present,Negated,No laterality
absent {p pharyngeal hemorrhage},324618004 | Pharyngeal hemorrhage (disorder),Present,Negated,No laterality
{p osteomyelitis of clavicle} absent,203222000 | Osteomyelitis of clavicle (disorder),Present,Negated,No laterality
absence of {p prelingual non-syndromic genetic deafness},764098007 | Prelingual non-syndromic genetic deafness (disorder),Present,Negated,No laterality
denied {p euphorbia mauritanica poisoning},13379001 | Euphorbia mauritanica poisoning (disorder),Present,Negated,No laterality
"{p open injury, subclavian artery} absent","210787002 | Open injury, subclavian artery (disorder)",Present,Negated,No laterality
{p acquired color vision deficiency} ruled out,71676008 | Acquired color vision deficiency (disorder),Present,Negated,No laterality
absent {p prematurity of infant},771299009 | Prematurity of infant (disorder),Present,Negated,No laterality
absence of {p contusion of forehead},110244000 | Contusion of forehead (disorder),Present,Negated,No laterality
{p progressive systemic sclerosis} neg,444133002 | Progressive systemic sclerosis (disorder),Present,Negated,No laterality
{p nipple infection} ruled out,237462004 | Nipple infection (disorder),Present,Negated,No laterality
{p burn of endocrine structure} negative,284194009 | Burn of endocrine structure (disorder),Present,Negated,No laterality
{p deficiency of glycine amidinotransferase} negative,124250000 | Deficiency of glycine amidinotransferase (disorder),Present,Negated,No laterality
not {p atrophy of prostate},29524003 | Atrophy of prostate (disorder),Present,Negated,No laterality
{p neonatal vaginal hemorrhage} no,206409001 | Neonatal vaginal hemorrhage (disorder),Present,Negated,No laterality
{p puerperal osteomalacia} neg,190643008 | Puerperal osteomalacia (disorder),Present,Negated,No laterality
unlikely {p accidental erythromycin overdose},296611001 | Accidental erythromycin overdose (disorder),Present,Negated,No laterality
free from {p accidental bisacodyl overdose},295433003 | Accidental bisacodyl overdose (disorder),Present,Negated,No laterality
{p tuberculosis of rectum} negative,7444001 | Tuberculosis of rectum (disorder),Present,Negated,No laterality
{p accidental chlorambucil poisoning} no,290595008 | Accidental chlorambucil poisoning (disorder),Present,Negated,No laterality
{p synovial osteochondromatosis} not detected,202574006 | Synovial osteochondromatosis (disorder),Present,Negated,No laterality
no {p famphur poisoning},21002008 | Famphur poisoning (disorder),Present,Negated,No laterality
without {p accidental kaolin overdose},295406002 | Accidental kaolin overdose (disorder),Present,Negated,No laterality
without {p pulmonary trunk atresia},253623006 | Pulmonary trunk atresia (disorder),Present,Negated,No laterality
{p nail-patella syndrome} negative,22199006 | Nail-patella syndrome (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p familial scheuermann disease},725411000 | Familial Scheuermann disease (disorder),Present,Negated,No laterality
{p crystalline deposits in vitreous} ruled out,29297002 | Crystalline deposits in vitreous (disorder),Present,Negated,No laterality
{p infestation caused by oestrus} ruled out,4175009 | Infestation caused by Oestrus (disorder),Present,Negated,No laterality
without {p iatrogenic neonatal hyperglycemia},276559004 | Iatrogenic neonatal hyperglycemia (disorder),Present,Negated,No laterality
