text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
query {p dizygotic twin pregnancy},713575004 | Dizygotic twin pregnancy (disorder),Present,Suspected,No laterality
probably {p pityriasis folliculorum},200993008 | Pityriasis folliculorum (disorder),Present,Suspected,No laterality
? {p spinocerebellar ataxia type 37},719301002 | Spinocerebellar ataxia type 37 (disorder),Present,Suspected,No laterality
could have {p psoriasis of scalp margin},402319008 | Psoriasis of scalp margin (disorder),Present,Suspected,No laterality
suspicion of {p hypertrophy of seminal vesicle},76840008 | Hypertrophy of seminal vesicle (disorder),Present,Suspected,No laterality
exclude {p persistent descending vein},280144002 | Persistent descending vein (disorder),Present,Suspected,No laterality
maybe {p traumatic anosmia},41783004 | Traumatic anosmia (disorder),Present,Suspected,No laterality
suspicious {p deficiency of heparin lyase},124626009 | Deficiency of heparin lyase (disorder),Present,Suspected,No laterality
could be {p cyst of face},723094002 | Cyst of face (disorder),Present,Suspected,No laterality
probably {p camptodactyly taurinuria syndrome},733466005 | Camptodactyly taurinuria syndrome (disorder),Present,Suspected,No laterality
suspicion of {p sex-linked hereditary disorder},82852009 | Sex-linked hereditary disorder (disorder),Present,Suspected,No laterality
possible {p intentional gold salt poisoning},291392000 | Intentional gold salt poisoning (disorder),Present,Suspected,No laterality
probable {p ketoacidosis},56051008 | Ketoacidosis (disorder),Present,Suspected,No laterality
query {p treosulfan adverse reaction},292200003 | Treosulfan adverse reaction (disorder),Present,Suspected,No laterality
suspicious {p uterine prolapse in pregnancy},10760221000119101 | Uterine prolapse in pregnancy (disorder),Present,Suspected,No laterality
may {p primary adenocarcinoma of trachea},707475005 | Primary adenocarcinoma of trachea (disorder),Present,Suspected,No laterality
quer {p urethral granuloma},111412007 | Urethral granuloma (disorder),Present,Suspected,No laterality
suspect {p bilateral hydronephrosis},95581005 | Bilateral hydronephrosis (disorder),Present,Suspected,No laterality
susp {p acquired deformity of abdomen},89296000 | Acquired deformity of abdomen (disorder),Present,Suspected,No laterality
sus {p cut of genitalia},283428002 | Cut of genitalia (disorder),Present,Suspected,No laterality
possibly {p perisigmoiditis},52111006 | Perisigmoiditis (disorder),Present,Suspected,No laterality
probable {p psychogenic formication},403594005 | Psychogenic formication (disorder),Present,Suspected,No laterality
suspected {p atopic reaction},55985003 | Atopic reaction (disorder),Present,Suspected,No laterality
prob {p viral wart on finger},402904001 | Viral wart on finger (disorder),Present,Suspected,No laterality
poss {p postoperative seroma},429494008 | Postoperative seroma (disorder),Present,Suspected,No laterality
may {p punctate palmoplantar keratoderma},402773000 | Punctate palmoplantar keratoderma (disorder),Present,Suspected,No laterality
? {p isoflurane adverse reaction},292173008 | Isoflurane adverse reaction (disorder),Present,Suspected,No laterality
exclude {p injury of breast},62112002 | Injury of breast (disorder),Present,Suspected,No laterality
may {p chronic cholestatic jaundice syndrome},75066002 | Chronic cholestatic jaundice syndrome (disorder),Present,Suspected,No laterality
exclude {p mesenteric gangrene},235848001 | Mesenteric gangrene (disorder),Present,Suspected,No laterality
pos {p deficiency of dehydrogenase},124226002 | Deficiency of dehydrogenase (disorder),Present,Suspected,No laterality
likely {p malignant neoplasm of cerebrum},429033009 | Malignant neoplasm of cerebrum (disorder),Present,Suspected,No laterality
probably {p autosomal recessive omodysplasia},725166005 | Autosomal recessive omodysplasia (disorder),Present,Suspected,No laterality
susp {p critical ischemia of foot},312822006 | Critical ischemia of foot (disorder),Present,Suspected,No laterality
maybe {p bendrofluazide poisoning},291959002 | Bendrofluazide poisoning (disorder),Present,Suspected,No laterality
suspect {p cerebellopontine angle syndrome},10277002 | Cerebellopontine angle syndrome (disorder),Present,Suspected,No laterality
suspect {p left ventricular hypoplasia},253536001 | Left ventricular hypoplasia (disorder),Present,Suspected,No laterality
? {p dacryoadenitis},86927009 | Dacryoadenitis (disorder),Present,Suspected,No laterality
suspected {p acute generalized exanthematous pustulosis},702617007 | Acute generalized exanthematous pustulosis (disorder),Present,Suspected,No laterality
possible {p generalized exfoliative contact dermatitis},123705009 | Generalized exfoliative contact dermatitis (disorder),Present,Suspected,No laterality
possibly {p cellulitis of forehead},27767004 | Cellulitis of forehead (disorder),Present,Suspected,No laterality
sus {p congenital malrotation of intestine},29980002 | Congenital malrotation of intestine (disorder),Present,Suspected,No laterality
maybe {p alkylating drug poisoning},290579008 | Alkylating drug poisoning (disorder),Present,Suspected,No laterality
sus {p joint capsule sprain},263000005 | Joint capsule sprain (disorder),Present,Suspected,No laterality
suspicion of {p cellulitis of head},128277003 | Cellulitis of head (disorder),Present,Suspected,No laterality
{p familial glucocorticoid deficiency} suspected,765326001 | Familial glucocorticoid deficiency (disorder),Present,Suspected,No laterality
maybe {p snake bite - wound},283840005 | Snake bite - wound (disorder),Present,Suspected,No laterality
may be {p iliofemoral deep vein thrombosis},234044007 | Iliofemoral deep vein thrombosis (disorder),Present,Suspected,No laterality
sus {p calcification of cervical disc},202747007 | Calcification of cervical disc (disorder),Present,Suspected,No laterality
may be {p otosyphilis},1092491000000102 | Otosyphilis (disorder),Present,Suspected,No laterality
pos {p benign neoplasm of sacrum},92332003 | Benign neoplasm of sacrum (disorder),Present,Suspected,No laterality
sus {p pena-shokeir syndrome type i},401138005 | Pena-Shokeir syndrome type I (disorder),Present,Suspected,No laterality
may {p coronary age-related cataract},726404007 | Coronary age-related cataract (disorder),Present,Suspected,No laterality
suspicion of {p accidental fenoprofen overdose},295243002 | Accidental fenoprofen overdose (disorder),Present,Suspected,No laterality
exclude {p fecal fistula},197262004 | Fecal fistula (disorder),Present,Suspected,No laterality
pos {p pain from tissue expander},239215004 | Pain from tissue expander (disorder),Present,Suspected,No laterality
possibly {p fibroadenosis of left breast},10735151000119100 | Fibroadenosis of left breast (disorder),Present,Suspected,Left
query {p divided right atrium},274947007 | Divided right atrium (disorder),Present,Suspected,No laterality
exclude {p dryopteris species poisoning},66416007 | Dryopteris species poisoning (disorder),Present,Suspected,No laterality
probable {p intentional diazepam overdose},242833000 | Intentional diazepam overdose (disorder),Present,Suspected,No laterality
exclude {p cloacal disease},84581000 | Cloacal disease (disorder),Present,Suspected,No laterality
maybe {p congenital anisocoria},48249002 | Congenital anisocoria (disorder),Present,Suspected,No laterality
probably {p purulent otitis media},39288006 | Purulent otitis media (disorder),Present,Suspected,No laterality
probably {p friction alopecia},238469005 | Friction alopecia (disorder),Present,Suspected,No laterality
could have {p possession trance disorder},1142047007 | Possession trance disorder (disorder),Present,Suspected,No laterality
possibly {p thyroxine adverse reaction},293266004 | Thyroxine adverse reaction (disorder),Present,Suspected,No laterality
query {p foreign body in duodenum},211634000 | Foreign body in duodenum (disorder),Present,Suspected,No laterality
sus {p lowry maclean syndrome},721974000 | Lowry MacLean syndrome (disorder),Present,Suspected,No laterality
maybe {p neoplasm of digestive tract},128415001 | Neoplasm of digestive tract (disorder),Present,Suspected,No laterality
poss {p myopathy in hypopituitarism},14289006 | Myopathy in hypopituitarism (disorder),Present,Suspected,No laterality
{p pneumonic plague} suspected,38976008 | Pneumonic plague (disorder),Present,Suspected,No laterality
likely {p sarcoma of pelvis},447885009 | Sarcoma of pelvis (disorder),Present,Suspected,No laterality
likely {p choanal polyp},30677002 | Choanal polyp (disorder),Present,Suspected,No laterality
probable {p displacement of orbit},231849002 | Displacement of orbit (disorder),Present,Suspected,No laterality
suspicion of {p impacted permanent canine tooth},196413005 | Impacted permanent canine tooth (disorder),Present,Suspected,No laterality
query {p acute lymphangitis of axilla},60165002 | Acute lymphangitis of axilla (disorder),Present,Suspected,No laterality
likely {p laceration of ear region},283361008 | Laceration of ear region (disorder),Present,Suspected,No laterality
quer {p iatrogenic lumbar spinal stenosis},202789004 | Iatrogenic lumbar spinal stenosis (disorder),Present,Suspected,No laterality
susp {p premature canities},387833009 | Premature canities (disorder),Present,Suspected,No laterality
query {p lower brachial plexus neuropathy},5747006 | Lower brachial plexus neuropathy (disorder),Present,Suspected,No laterality
may be {p profunda femoris artery thrombosis},297153009 | Profunda femoris artery thrombosis (disorder),Present,Suspected,No laterality
{p cobb's syndrome} suspected,254774003 | Cobb's syndrome (disorder),Present,Suspected,No laterality
{p pathological fracture of femur} suspected,409667007 | Pathological fracture of femur (disorder),Present,Suspected,No laterality
poss {p abscess of submandibular gland},196492001 | Abscess of submandibular gland (disorder),Present,Suspected,No laterality
suspected {p galega species poisoning},49941000 | Galega species poisoning (disorder),Present,Suspected,No laterality
pos {p generalized chronic periodontitis},707251008 | Generalized chronic periodontitis (disorder),Present,Suspected,No laterality
probable {p disuse osteoporosis},53174001 | Disuse osteoporosis (disorder),Present,Suspected,No laterality
{p asymmetrical growth retardation} suspected,276606009 | Asymmetrical growth retardation (disorder),Present,Suspected,No laterality
prob {p vinblastine poisoning},290761007 | Vinblastine poisoning (disorder),Present,Suspected,No laterality
pos {p chronic infectious pancreatitis},838375006 | Chronic infectious pancreatitis (disorder),Present,Suspected,No laterality
could have {p open angle glaucoma suspect},1003614009 | Open angle glaucoma suspect (disorder),Present,Suspected,No laterality
susp {p dermoid cyst},419952004 | Dermoid cyst (disorder),Present,Suspected,No laterality
may {p monckeberg's medial sclerosis},69742007 | Monckeberg's medial sclerosis (disorder),Present,Suspected,No laterality
{p puncture wound of breast} suspected,283525002 | Puncture wound of breast (disorder),Present,Suspected,No laterality
may {p infestation caused by sarcophaga},74503008 | Infestation caused by Sarcophaga (disorder),Present,Suspected,No laterality
may {p congenital duplication of liver},79552009 | Congenital duplication of liver (disorder),Present,Suspected,No laterality
maybe {p injury of breast},62112002 | Injury of breast (disorder),Present,Suspected,No laterality
{p rupture of papillary muscle} suspected,5919001 | Rupture of papillary muscle (disorder),Present,Suspected,No laterality
susp {p traumatic alopecia},67488005 | Traumatic alopecia (disorder),Present,Suspected,No laterality
susp {p fifth day fits},276597004 | Fifth day fits (disorder),Present,Suspected,No laterality
query {p diclofenac overdose},295226000 | Diclofenac overdose (disorder),Present,Suspected,No laterality
{p amaurosis} suspected,70449006 | Amaurosis (disorder),Present,Suspected,No laterality
suspicious {p fronto-malar faciosynostosis},109413005 | Fronto-malar faciosynostosis (disorder),Present,Suspected,No laterality
quer {p stress ulcer of duodenum},235688009 | Stress ulcer of duodenum (disorder),Present,Suspected,No laterality
exclude {p implanted defibrillator electrode displacement},234231009 | Implanted defibrillator electrode displacement (disorder),Present,Suspected,No laterality
possibly {p pseudo-obstruction of gastrointestinal tract},197056004 | Pseudo-obstruction of gastrointestinal tract (disorder),Present,Suspected,No laterality
possible {p adrenal gland cytomegaly},123671009 | Adrenal gland cytomegaly (disorder),Present,Suspected,No laterality
probably {p hyperphosphatasemia with bone disease},9723006 | Hyperphosphatasemia with bone disease (disorder),Present,Suspected,No laterality
sus {p striate palmoplantar keratoderma},764958008 | Striate palmoplantar keratoderma (disorder),Present,Suspected,No laterality
likely {p disorder of sweat gland},88232005 | Disorder of sweat gland (disorder),Present,Suspected,No laterality
quer {p atypical diabetes mellitus},530558861000132104 | Atypical diabetes mellitus (disorder),Present,Suspected,No laterality
? {p partial duplication of appendix},253799007 | Partial duplication of appendix (disorder),Present,Suspected,No laterality
? {p diclofenac poisoning},290234008 | Diclofenac poisoning (disorder),Present,Suspected,No laterality
maybe {p open fracture of ilium},60214001 | Open fracture of ilium (disorder),Present,Suspected,No laterality
maybe {p superficial laceration of skin},400045003 | Superficial laceration of skin (disorder),Present,Suspected,No laterality
{p loop diuretic overdose} suspected,297016000 | Loop diuretic overdose (disorder),Present,Suspected,No laterality
{p perforation of esophagus} suspected,23387001 | Perforation of esophagus (disorder),Present,Suspected,No laterality
probably {p partial failure replanted foot},213175004 | Partial failure replanted foot (disorder),Present,Suspected,No laterality
poss {p poisoning caused by protamine},1144820002 | Poisoning caused by protamine (disorder),Present,Suspected,No laterality
suspicion of {p carcinoma of exocervix},372100004 | Carcinoma of exocervix (disorder),Present,Suspected,No laterality
{p occupational irritant contact dermatitis} suspected,402584005 | Occupational irritant contact dermatitis (disorder),Present,Suspected,No laterality
exclude {p sarcoma of orbit},699354006 | Sarcoma of orbit (disorder),Present,Suspected,No laterality
suspected {p snapping hip},11568002 | Snapping hip (disorder),Present,Suspected,No laterality
{p posterior cord syndrome} suspected,282786009 | Posterior cord syndrome (disorder),Present,Suspected,No laterality
probable {p burn of appendix},282073008 | Burn of appendix (disorder),Present,Suspected,No laterality
{p bleach causing toxic effect} suspected,241847003 | Bleach causing toxic effect (disorder),Present,Suspected,No laterality
possibly {p rifabutin-induced anterior uveitis},415344002 | Rifabutin-induced anterior uveitis (disorder),Present,Suspected,No laterality
maybe {p neoplasm of inguinal region},126645003 | Neoplasm of inguinal region (disorder),Present,Suspected,No laterality
sus {p choroid plexus cyst},230790004 | Choroid plexus cyst (disorder),Present,Suspected,No laterality
exclude {p transient insomnia},268652009 | Transient insomnia (disorder),Present,Suspected,No laterality
suspected {p lipohyperplasia of ileocecal valve},6241000 | Lipohyperplasia of ileocecal valve (disorder),Present,Suspected,No laterality
"{p degloving injury, shoulder area} suspected","210524009 | Degloving injury, shoulder area (disorder)",Present,Suspected,No laterality
may be {p deficiency of glutamate decarboxylase},124596009 | Deficiency of glutamate decarboxylase (disorder),Present,Suspected,No laterality
suspicion of {p embolism of basilar sinus},16418006 | Embolism of basilar sinus (disorder),Present,Suspected,No laterality
quer {p traumatic arthropathy of shoulder},201941004 | Traumatic arthropathy of shoulder (disorder),Present,Suspected,No laterality
possible {p infrapatellar bursitis},45231001 | Infrapatellar bursitis (disorder),Present,Suspected,No laterality
suspect {p chondromalacia of left shoulder},16039191000119102 | Chondromalacia of left shoulder (disorder),Present,Suspected,Left
possibly {p sepsis-associated left ventricular failure},277638005 | Sepsis-associated left ventricular failure (disorder),Present,Suspected,No laterality
suspicion of {p retinal pigment epithelium atrophy},421506003 | Retinal pigment epithelium atrophy (disorder),Present,Suspected,No laterality
suspicious {p acute massive pulmonary embolism},233936003 | Acute massive pulmonary embolism (disorder),Present,Suspected,No laterality
? {p atopic keratoconjunctivitis},403434009 | Atopic keratoconjunctivitis (disorder),Present,Suspected,No laterality
suspicious {p polyneuropathy caused by drug},7339009 | Polyneuropathy caused by drug (disorder),Present,Suspected,No laterality
could be {p senile cataract},39450006 | Senile cataract (disorder),Present,Suspected,No laterality
maybe {p corneal abrasion},85848002 | Corneal abrasion (disorder),Present,Suspected,No laterality
prob {p ingestion of toxic substance},32941000119104 | Ingestion of toxic substance (disorder),Present,Suspected,No laterality
likely {p complication of medical care},35688006 | Complication of medical care (disorder),Present,Suspected,No laterality
{p toxic anterior segment syndrome} suspected,417079005 | Toxic anterior segment syndrome (disorder),Present,Suspected,No laterality
sus {p laceration of forearm},283371005 | Laceration of forearm (disorder),Present,Suspected,No laterality
maybe {p family ulmaceae poisoning},123941003 | Family ulmaceae poisoning (disorder),Present,Suspected,No laterality
suspicion of {p l-2-hydroxyglutaric aciduria},237961001 | L-2-hydroxyglutaric aciduria (disorder),Present,Suspected,No laterality
probably {p protamine adverse reaction},292739008 | Protamine adverse reaction (disorder),Present,Suspected,No laterality
suspected {p extrinsic obstruction of trachea},69061003 | Extrinsic obstruction of trachea (disorder),Present,Suspected,No laterality
suspected {p congenital absence of humerus},47713000 | Congenital absence of humerus (disorder),Present,Suspected,No laterality
may be {p multiple fractures of humerus},733410005 | Multiple fractures of humerus (disorder),Present,Suspected,No laterality
susp {p euthyroid with thyroid antibodies},237526003 | Euthyroid with thyroid antibodies (disorder),Present,Suspected,No laterality
probable {p drug-induced retinopathy},232032008 | Drug-induced retinopathy (disorder),Present,Suspected,No laterality
"likely {p open fracture talus, neck}","208697005 | Open fracture talus, neck (disorder)",Present,Suspected,No laterality
suspicion of {p vertebrate dermatosis},238454009 | Vertebrate dermatosis (disorder),Present,Suspected,No laterality
{p arterial lower limb ulcer} suspected,872381000000101 | Arterial lower limb ulcer (disorder),Present,Suspected,No laterality
sus {p acute peritonitis},67602004 | Acute peritonitis (disorder),Present,Suspected,No laterality
likely {p paravesical urinoma},236670006 | Paravesical urinoma (disorder),Present,Suspected,No laterality
may be {p paracusis},20364005 | Paracusis (disorder),Present,Suspected,No laterality
suspicion of {p oligodendroglioma of brain},254940005 | Oligodendroglioma of brain (disorder),Present,Suspected,No laterality
maybe {p benign neoplasm of skin},92384009 | Benign neoplasm of skin (disorder),Present,Suspected,No laterality
query {p iatrogenic neuropathy},926304005 | Iatrogenic neuropathy (disorder),Present,Suspected,No laterality
may be {p palmoplantar sarcoidosis},870334009 | Palmoplantar sarcoidosis (disorder),Present,Suspected,No laterality
possible {p neutrophilic urticaria},402417009 | Neutrophilic urticaria (disorder),Present,Suspected,No laterality
"could have {p open injury, radial artery}","210837002 | Open injury, radial artery (disorder)",Present,Suspected,No laterality
? {p presenile dementia with delirium},191452002 | Presenile dementia with delirium (disorder),Present,Suspected,No laterality
pos {p smooth muscle relaxant poisoning},212757000 | Smooth muscle relaxant poisoning (disorder),Present,Suspected,No laterality
pos {p metastatic calcification},309760004 | Metastatic calcification (disorder),Present,Suspected,No laterality
could have {p unilobular portal cirrhosis},197291001 | Unilobular portal cirrhosis (disorder),Present,Suspected,No laterality
may be {p recurrent ulcer of mouth},723177002 | Recurrent ulcer of mouth (disorder),Present,Suspected,No laterality
suspicion of {p monocephalus},39564008 | Monocephalus (disorder),Present,Suspected,No laterality
suspicious {p accidental quinalbarbitone overdose},296050001 | Accidental quinalbarbitone overdose (disorder),Present,Suspected,No laterality
possibly {p disease caused by monocercomonadidae},105640008 | Disease caused by Monocercomonadidae (disorder),Present,Suspected,No laterality
quer {p intentional digoxin poisoning},291993003 | Intentional digoxin poisoning (disorder),Present,Suspected,No laterality
query {p thoracic kidney},253867006 | Thoracic kidney (disorder),Present,Suspected,No laterality
may be {p listeria meningoencephalitis},24630008 | Listeria meningoencephalitis (disorder),Present,Suspected,No laterality
could be {p neoplasm of breast},126926005 | Neoplasm of breast (disorder),Present,Suspected,No laterality
susp {p epidermal burn of elbow},33826007 | Epidermal burn of elbow (disorder),Present,Suspected,No laterality
{p impacted tooth} suspected,235104008 | Impacted tooth (disorder),Present,Suspected,No laterality
may {p congenital uterovesical fistula},204849002 | Congenital uterovesical fistula (disorder),Present,Suspected,No laterality
sus {p simple chronic bronchitis},61937009 | Simple chronic bronchitis (disorder),Present,Suspected,No laterality
could be {p acute ulcerative rectosigmoiditis},453720571000119100 | Acute ulcerative rectosigmoiditis (disorder),Present,Suspected,No laterality
pos {p mucocutaneous early congenital syphilis},721583004 | Mucocutaneous early congenital syphilis (disorder),Present,Suspected,No laterality
"probably {p traumatic deafness, occupational}","84063009 | Traumatic deafness, occupational (disorder)",Present,Suspected,No laterality
sus {p iatrogenic perforation of pharynx},93560008 | Iatrogenic perforation of pharynx (disorder),Present,Suspected,No laterality
suspicious {p bacterial endophthalmitis},413626002 | Bacterial endophthalmitis (disorder),Present,Suspected,No laterality
could be {p osteomyelitis of right tibia},1077751000119103 | Osteomyelitis of right tibia (disorder),Present,Suspected,Right
exclude {p oral lichen sclerosus},403567006 | Oral lichen sclerosus (disorder),Present,Suspected,No laterality
quer {p infected plate or screw},213122003 | Infected plate or screw (disorder),Present,Suspected,No laterality
possible {p eosinophil peroxidase deficiency},711160007 | Eosinophil peroxidase deficiency (disorder),Present,Suspected,No laterality
suspect {p perianal dermatitis},275448003 | Perianal dermatitis (disorder),Present,Suspected,No laterality
susp {p congenital wooly hair},254231002 | Congenital wooly hair (disorder),Present,Suspected,No laterality
possibly {p familial arthrogryposis-cholestatic hepatorenal syndrome},62216007 | Familial arthrogryposis-cholestatic hepatorenal syndrome (disorder),Present,Suspected,No laterality
suspected {p segmental arterial mediolysis},724444003 | Segmental arterial mediolysis (disorder),Present,Suspected,No laterality
maybe {p orbital foreign body},231852005 | Orbital foreign body (disorder),Present,Suspected,No laterality
could have {p simonart's band},264195003 | Simonart's band (disorder),Present,Suspected,No laterality
could be {p cyclic esotropia},313156008 | Cyclic esotropia (disorder),Present,Suspected,No laterality
suspected {p closed dislocation c7/t1},209046008 | Closed dislocation C7/T1 (disorder),Present,Suspected,No laterality
could have {p closed fracture radial styloid},208325003 | Closed fracture radial styloid (disorder),Present,Suspected,No laterality
exclude {p intentional paracetamol overdose},242824002 | Intentional paracetamol overdose (disorder),Present,Suspected,No laterality
could have {p methamphetamine withdrawal},12398281000119105 | Methamphetamine withdrawal (disorder),Present,Suspected,No laterality
probably {p disorder of vitamin b12},386067009 | Disorder of vitamin B12 (disorder),Present,Suspected,No laterality
may be {p pathological fracture of ulna},704167003 | Pathological fracture of ulna (disorder),Present,Suspected,No laterality
exclude {p dermal mycosis},14560005 | Dermal mycosis (disorder),Present,Suspected,No laterality
suspect {p chronic urinary tract infection},197928006 | Chronic urinary tract infection (disorder),Present,Suspected,No laterality
may {p normoprolactinemic galactorrhea},237801002 | Normoprolactinemic galactorrhea (disorder),Present,Suspected,No laterality
? {p organized pneumonia},68409003 | Organized pneumonia (disorder),Present,Suspected,No laterality
possibly {p carbuncle of buttock},76225004 | Carbuncle of buttock (disorder),Present,Suspected,No laterality
possibly {p accidental vitamin d overdose},296954008 | Accidental vitamin D overdose (disorder),Present,Suspected,No laterality
may be {p stenosis of duodenum},73120006 | Stenosis of duodenum (disorder),Present,Suspected,No laterality
suspected {p stimulus deprivation amblyopia},193638002 | Stimulus deprivation amblyopia (disorder),Present,Suspected,No laterality
prob {p elastofibroma of skin},254739004 | Elastofibroma of skin (disorder),Present,Suspected,No laterality
could be {p traumatic spinal subdural hematoma},262721007 | Traumatic spinal subdural hematoma (disorder),Present,Suspected,No laterality
exclude {p amitriptyline adverse reaction},292287002 | Amitriptyline adverse reaction (disorder),Present,Suspected,No laterality
{p lupoid sycosis} suspected,21707009 | Lupoid sycosis (disorder),Present,Suspected,No laterality
suspected {p cycloplegia},68158006 | Cycloplegia (disorder),Present,Suspected,No laterality
? {p palmoplantar keratoderma},706885006 | Palmoplantar keratoderma (disorder),Present,Suspected,No laterality
susp {p chloasma bronzinum},201274009 | Chloasma bronzinum (disorder),Present,Suspected,No laterality
susp {p nicotinyl alcohol adverse reaction},293563008 | Nicotinyl alcohol adverse reaction (disorder),Present,Suspected,No laterality
may {p benign neoplasm of omentum},188863004 | Benign neoplasm of omentum (disorder),Present,Suspected,No laterality
{p nonspecific polyarthritis} suspected,905501000000107 | Nonspecific polyarthritis (disorder),Present,Suspected,No laterality
sus {p pharyngeal stenosis},232408005 | Pharyngeal stenosis (disorder),Present,Suspected,No laterality
suspicion of {p mandibular displacement},235107001 | Mandibular displacement (disorder),Present,Suspected,No laterality
maybe {p familial multiple nevi flammei},763714006 | Familial multiple nevi flammei (disorder),Present,Suspected,No laterality
{p sutural alopecia} suspected,403534007 | Sutural alopecia (disorder),Present,Suspected,No laterality
could have {p intentional gentamicin overdose},296599006 | Intentional gentamicin overdose (disorder),Present,Suspected,No laterality
maybe {p heterotopic ossification},128491006 | Heterotopic ossification (disorder),Present,Suspected,No laterality
likely {p injury of portal vein},34704009 | Injury of portal vein (disorder),Present,Suspected,No laterality
query {p phencyclidine abuse},7071007 | Phencyclidine abuse (disorder),Present,Suspected,No laterality
may {p fat overload syndrome},426020004 | Fat overload syndrome (disorder),Present,Suspected,No laterality
query {p transplanted organ rejection},213148006 | Transplanted organ rejection (disorder),Present,Suspected,No laterality
sus {p hydralazine-induced pericarditis},61558009 | Hydralazine-induced pericarditis (disorder),Present,Suspected,No laterality
suspected {p supraglottic airway obstruction},371035002 | Supraglottic airway obstruction (disorder),Present,Suspected,No laterality
probable {p moderate steroid 21-hydroxylase deficiency},60045007 | Moderate steroid 21-hydroxylase deficiency (disorder),Present,Suspected,No laterality
suspicion of {p strain of plantaris tendon},781440000 | Strain of plantaris tendon (disorder),Present,Suspected,No laterality
may {p postoperative retention of urine},236652008 | Postoperative retention of urine (disorder),Present,Suspected,No laterality
suspicion of {p segmental and somatic dysfunction},203708004 | Segmental and somatic dysfunction (disorder),Present,Suspected,No laterality
poss {p presternal ciliated cyst},239149002 | Presternal ciliated cyst (disorder),Present,Suspected,No laterality
may {p bronchomoniliasis},418122003 | Bronchomoniliasis (disorder),Present,Suspected,No laterality
sus {p nematode myositis},240116002 | Nematode myositis (disorder),Present,Suspected,No laterality
prob {p secondary open-angle glaucoma},21928008 | Secondary open-angle glaucoma (disorder),Present,Suspected,No laterality
pos {p frontonasal dysplasia sequence},86610004 | Frontonasal dysplasia sequence (disorder),Present,Suspected,No laterality
possible {p sequela of cerebrovascular accident},1131000119105 | Sequela of cerebrovascular accident (disorder),Present,Suspected,No laterality
could be {p accidental allopurinol poisoning},291382008 | Accidental allopurinol poisoning (disorder),Present,Suspected,No laterality
suspected {p pleural plaque},233658003 | Pleural plaque (disorder),Present,Suspected,No laterality
suspected {p legal abortion without complication},34500003 | Legal abortion without complication (disorder),Present,Suspected,No laterality
probably {p spondyloepimetaphyseal dysplasia matrilin-3 type},719166003 | Spondyloepimetaphyseal dysplasia matrilin-3 type (disorder),Present,Suspected,No laterality
possibly {p pyloric lymphadenopathy},127128000 | Pyloric lymphadenopathy (disorder),Present,Suspected,No laterality
exclude {p tracheal dyskinesia},735461003 | Tracheal dyskinesia (disorder),Present,Suspected,No laterality
sus {p arachnoid cyst},33595009 | Arachnoid cyst (disorder),Present,Suspected,No laterality
sus {p brachiocephalic vein thrombosis},281597009 | Brachiocephalic vein thrombosis (disorder),Present,Suspected,No laterality
maybe {p severe receptive language delay},89391000119105 | Severe receptive language delay (disorder),Present,Suspected,No laterality
probable {p hypoplasia of right heart},39589002 | Hypoplasia of right heart (disorder),Present,Suspected,No laterality
pos {p 8p partial monosomy syndrome},19419002 | 8p partial monosomy syndrome (disorder),Present,Suspected,No laterality
probably {p familial hyperaldosteronism type 2},703233008 | Familial hyperaldosteronism type 2 (disorder),Present,Suspected,No laterality
could be {p stomach in central position},448493001 | Stomach in central position (disorder),Present,Suspected,No laterality
? {p idiopathic gynecomastia},431498001 | Idiopathic gynecomastia (disorder),Present,Suspected,No laterality
query {p cut of thigh},283433003 | Cut of thigh (disorder),Present,Suspected,No laterality
may {p mucocutaneous cryptococcosis},17273001 | Mucocutaneous cryptococcosis (disorder),Present,Suspected,No laterality
exclude {p congenital rectal fissure},1085681000119102 | Congenital rectal fissure (disorder),Present,Suspected,No laterality
may be {p postirradiation testicular hypofunction},20615009 | Postirradiation testicular hypofunction (disorder),Present,Suspected,No laterality
maybe {p lipoma of foot},189006001 | Lipoma of foot (disorder),Present,Suspected,No laterality
suspect {p ulcerative tonsillitis},14465002 | Ulcerative tonsillitis (disorder),Present,Suspected,No laterality
sus {p intentional methotrimeprazine poisoning},291167009 | Intentional methotrimeprazine poisoning (disorder),Present,Suspected,No laterality
suspected {p abrasion of eye region},283050005 | Abrasion of eye region (disorder),Present,Suspected,No laterality
query {p atelosteogenesis},43814000 | Atelosteogenesis (disorder),Present,Suspected,No laterality
query {p mycetoma caused by fusarium},403116004 | Mycetoma caused by Fusarium (disorder),Present,Suspected,No laterality
? {p laing early-onset distal myopathy},764859001 | Laing early-onset distal myopathy (disorder),Present,Suspected,No laterality
probably {p accidental trilostane poisoning},290749004 | Accidental trilostane poisoning (disorder),Present,Suspected,No laterality
{p laceration of left cheek} suspected,10874311000119103 | Laceration of left cheek (disorder),Present,Suspected,Left
{p parenteral isoprenaline adverse reaction} suspected,292510006 | Parenteral isoprenaline adverse reaction (disorder),Present,Suspected,No laterality
{p infestation caused by demodex} suspected,414495006 | Infestation caused by Demodex (disorder),Present,Suspected,No laterality
suspected {p congenital wide symphysis pubis},724617000 | Congenital wide symphysis pubis (disorder),Present,Suspected,No laterality
"{p closed injury, supraclavicular nerve} suspected","212289005 | Closed injury, supraclavicular nerve (disorder)",Present,Suspected,No laterality
